"zipcode","county_fips","county_name","region"
"18109","42077","Lehigh","Northeast"
"18201","42079","Luzerne","Northeast"
"18202","42079","Luzerne","Northeast"
"18210","42025","Carbon","Northeast"
"18211","42107","Schuylkill","Greater Philadelphia"
"18212","42025","Carbon","Northeast"
"18214","42107","Schuylkill","Greater Philadelphia"
"18216","42025","Carbon","Northeast"
"18218","42107","Schuylkill","Greater Philadelphia"
"18219","42079","Luzerne","Northeast"
"18220","42107","Schuylkill","Greater Philadelphia"
"18221","42079","Luzerne","Northeast"
"18222","42079","Luzerne","Northeast"
"18223","42079","Luzerne","Northeast"
"18224","42079","Luzerne","Northeast"
"18225","42079","Luzerne","Northeast"
"18229","42025","Carbon","Northeast"
"18230","42025","Carbon","Northeast"
"18231","42107","Schuylkill","Greater Philadelphia"
"18232","42025","Carbon","Northeast"
"18234","42079","Luzerne","Northeast"
"18235","42025","Carbon","Northeast"
"18237","42107","Schuylkill","Greater Philadelphia"
"18239","42079","Luzerne","Northeast"
"18240","42025","Carbon","Northeast"
"18241","42107","Schuylkill","Greater Philadelphia"
"18242","42107","Schuylkill","Greater Philadelphia"
"18244","42025","Carbon","Northeast"
"18245","42107","Schuylkill","Greater Philadelphia"
"18246","42079","Luzerne","Northeast"
"18248","42107","Schuylkill","Greater Philadelphia"
"18249","42079","Luzerne","Northeast"
"18250","42025","Carbon","Northeast"
"18251","42079","Luzerne","Northeast"
"18252","42107","Schuylkill","Greater Philadelphia"
"18254","42025","Carbon","Northeast"
"18255","42025","Carbon","Northeast"
"18256","42079","Luzerne","Northeast"
"18301","42089","Monroe","Northeast"
"18302","42089","Monroe","Northeast"
"18321","42089","Monroe","Northeast"
"18322","42089","Monroe","Northeast"
"18323","42089","Monroe","Northeast"
"18324","42103","Pike","Northeast"
"18325","42089","Monroe","Northeast"
"18326","42089","Monroe","Northeast"
"18327","42089","Monroe","Northeast"
"18328","42103","Pike","Northeast"
"18330","42089","Monroe","Northeast"
"18331","42089","Monroe","Northeast"
"18332","42089","Monroe","Northeast"
"18333","42089","Monroe","Northeast"
"18334","42089","Monroe","Northeast"
"18335","42089","Monroe","Northeast"
"18336","42103","Pike","Northeast"
"18337","42103","Pike","Northeast"
"18340","42103","Pike","Northeast"
"18342","42089","Monroe","Northeast"
"18343","42095","Northampton","Northeast"
"18344","42089","Monroe","Northeast"
"18346","42089","Monroe","Northeast"
"18347","42089","Monroe","Northeast"
"18349","42089","Monroe","Northeast"
"18350","42089","Monroe","Northeast"
"18351","42095","Northampton","Northeast"
"18352","42089","Monroe","Northeast"
"18353","42089","Monroe","Northeast"
"18354","42089","Monroe","Northeast"
"18355","42089","Monroe","Northeast"
"18356","42089","Monroe","Northeast"
"18357","42089","Monroe","Northeast"
"18360","42089","Monroe","Northeast"
"18370","42089","Monroe","Northeast"
"18371","42103","Pike","Northeast"
"18372","42089","Monroe","Northeast"
"18403","42069","Lackawanna","Northeast"
"18405","42127","Wayne","Northeast"
"18407","42069","Lackawanna","Northeast"
"18411","42069","Lackawanna","Northeast"
"18413","42115","Susquehanna","Northeast"
"18414","42069","Lackawanna","Northeast"
"18415","42127","Wayne","Northeast"
"18417","42127","Wayne","Northeast"
"18419","42131","Wyoming","Northeast"
"18420","42069","Lackawanna","Northeast"
"18421","42115","Susquehanna","Northeast"
"18424","42069","Lackawanna","Northeast"
"18425","42103","Pike","Northeast"
"18426","42103","Pike","Northeast"
"18427","42127","Wayne","Northeast"
"18428","42103","Pike","Northeast"
"18430","42115","Susquehanna","Northeast"
"18431","42127","Wayne","Northeast"
"18433","42069","Lackawanna","Northeast"
"18434","42069","Lackawanna","Northeast"
"18435","42103","Pike","Northeast"
"18436","42127","Wayne","Northeast"
"18437","42127","Wayne","Northeast"
"18438","42127","Wayne","Northeast"
"18439","42127","Wayne","Northeast"
"18441","42115","Susquehanna","Northeast"
"18443","42127","Wayne","Northeast"
"18444","42069","Lackawanna","Northeast"
"18445","42127","Wayne","Northeast"
"18446","42131","Wyoming","Northeast"
"18447","42069","Lackawanna","Northeast"
"18451","42103","Pike","Northeast"
"18452","42069","Lackawanna","Northeast"
"18453","42127","Wayne","Northeast"
"18454","42127","Wayne","Northeast"
"18455","42127","Wayne","Northeast"
"18456","42127","Wayne","Northeast"
"18457","42103","Pike","Northeast"
"18458","42103","Pike","Northeast"
"18459","42127","Wayne","Northeast"
"18460","42127","Wayne","Northeast"
"18461","42127","Wayne","Northeast"
"18462","42127","Wayne","Northeast"
"18463","42127","Wayne","Northeast"
"18464","42103","Pike","Northeast"
"18465","42115","Susquehanna","Northeast"
"18466","42089","Monroe","Northeast"
"18469","42127","Wayne","Northeast"
"18470","42115","Susquehanna","Northeast"
"18471","42069","Lackawanna","Northeast"
"18472","42127","Wayne","Northeast"
"18473","42127","Wayne","Northeast"
"18503","42069","Lackawanna","Northeast"
"18504","42069","Lackawanna","Northeast"
"18505","42069","Lackawanna","Northeast"
"18507","42069","Lackawanna","Northeast"
"18508","42069","Lackawanna","Northeast"
"18509","42069","Lackawanna","Northeast"
"18510","42069","Lackawanna","Northeast"
"18512","42069","Lackawanna","Northeast"
"18517","42069","Lackawanna","Northeast"
"18518","42069","Lackawanna","Northeast"
"18519","42069","Lackawanna","Northeast"
"18602","42079","Luzerne","Northeast"
"18603","42037","Columbia","North central"
"18610","42089","Monroe","Northeast"
"18612","42079","Luzerne","Northeast"
"18614","42113","Sullivan","North central"
"18615","42131","Wyoming","Northeast"
"18616","42113","Sullivan","North central"
"18617","42079","Luzerne","Northeast"
"18618","42079","Luzerne","Northeast"
"18619","42113","Sullivan","North central"
"18621","42079","Luzerne","Northeast"
"18622","42079","Luzerne","Northeast"
"18623","42131","Wyoming","Northeast"
"18624","42025","Carbon","Northeast"
"18625","42131","Wyoming","Northeast"
"18626","42113","Sullivan","North central"
"18628","42113","Sullivan","North central"
"18629","42131","Wyoming","Northeast"
"18630","42131","Wyoming","Northeast"
"18631","42037","Columbia","North central"
"18632","42113","Sullivan","North central"
"18634","42079","Luzerne","Northeast"
"18635","42079","Luzerne","Northeast"
"18636","42131","Wyoming","Northeast"
"18640","42079","Luzerne","Northeast"
"18641","42079","Luzerne","Northeast"
"18642","42079","Luzerne","Northeast"
"18643","42079","Luzerne","Northeast"
"18644","42079","Luzerne","Northeast"
"18651","42079","Luzerne","Northeast"
"18653","42069","Lackawanna","Northeast"
"18655","42079","Luzerne","Northeast"
"18656","42079","Luzerne","Northeast"
"18657","42131","Wyoming","Northeast"
"18660","42079","Luzerne","Northeast"
"18661","42079","Luzerne","Northeast"
"18701","42079","Luzerne","Northeast"
"18702","42079","Luzerne","Northeast"
"18704","42079","Luzerne","Northeast"
"18705","42079","Luzerne","Northeast"
"18706","42079","Luzerne","Northeast"
"18707","42079","Luzerne","Northeast"
"18708","42079","Luzerne","Northeast"
"18709","42079","Luzerne","Northeast"
"18801","42115","Susquehanna","Northeast"
"18810","42015","Bradford","North central"
"18812","42115","Susquehanna","Northeast"
"18814","42015","Bradford","North central"
"18816","42115","Susquehanna","Northeast"
"18817","42015","Bradford","North central"
"18818","42115","Susquehanna","Northeast"
"18821","42115","Susquehanna","Northeast"
"18822","42115","Susquehanna","Northeast"
"18823","42115","Susquehanna","Northeast"
"18824","42115","Susquehanna","Northeast"
"18825","42115","Susquehanna","Northeast"
"18826","42115","Susquehanna","Northeast"
"18828","42115","Susquehanna","Northeast"
"18829","42015","Bradford","North central"
"18830","42115","Susquehanna","Northeast"
"18831","42015","Bradford","North central"
"18832","42015","Bradford","North central"
"18833","42015","Bradford","North central"
"18834","42115","Susquehanna","Northeast"
"18837","42015","Bradford","North central"
"18840","42015","Bradford","North central"
"18842","42115","Susquehanna","Northeast"
"18843","42115","Susquehanna","Northeast"
"18844","42115","Susquehanna","Northeast"
"18845","42015","Bradford","North central"
"18846","42015","Bradford","North central"
"18847","42115","Susquehanna","Northeast"
"18848","42015","Bradford","North central"
"18850","42015","Bradford","North central"
"18851","42015","Bradford","North central"
"18853","42015","Bradford","North central"
"18854","42015","Bradford","North central"
"18901","42017","Bucks","Greater Philadelphia"
"18902","42017","Bucks","Greater Philadelphia"
"18912","42017","Bucks","Greater Philadelphia"
"18913","42017","Bucks","Greater Philadelphia"
"18914","42017","Bucks","Greater Philadelphia"
"18915","42091","Montgomery","Greater Philadelphia"
"18917","42017","Bucks","Greater Philadelphia"
"18920","42017","Bucks","Greater Philadelphia"
"18923","42017","Bucks","Greater Philadelphia"
"18925","42017","Bucks","Greater Philadelphia"
"18929","42017","Bucks","Greater Philadelphia"
"18930","42017","Bucks","Greater Philadelphia"
"18932","42017","Bucks","Greater Philadelphia"
"18935","42017","Bucks","Greater Philadelphia"
"18936","42091","Montgomery","Greater Philadelphia"
"18938","42017","Bucks","Greater Philadelphia"
"18940","42017","Bucks","Greater Philadelphia"
"18942","42017","Bucks","Greater Philadelphia"
"18944","42017","Bucks","Greater Philadelphia"
"18947","42017","Bucks","Greater Philadelphia"
"18950","42017","Bucks","Greater Philadelphia"
"18951","42017","Bucks","Greater Philadelphia"
"18954","42017","Bucks","Greater Philadelphia"
"18955","42017","Bucks","Greater Philadelphia"
"18960","42017","Bucks","Greater Philadelphia"
"18962","42017","Bucks","Greater Philadelphia"
"18964","42091","Montgomery","Greater Philadelphia"
"18966","42017","Bucks","Greater Philadelphia"
"18968","42017","Bucks","Greater Philadelphia"
"18969","42091","Montgomery","Greater Philadelphia"
"18970","42017","Bucks","Greater Philadelphia"
"18972","42017","Bucks","Greater Philadelphia"
"18974","42017","Bucks","Greater Philadelphia"
"18976","42017","Bucks","Greater Philadelphia"
"18977","42017","Bucks","Greater Philadelphia"
"18980","42017","Bucks","Greater Philadelphia"
"19001","42091","Montgomery","Greater Philadelphia"
"19002","42091","Montgomery","Greater Philadelphia"
"19003","42091","Montgomery","Greater Philadelphia"
"19004","42091","Montgomery","Greater Philadelphia"
"19006","42091","Montgomery","Greater Philadelphia"
"19007","42017","Bucks","Greater Philadelphia"
"19008","42045","Delaware","Greater Philadelphia"
"19009","42091","Montgomery","Greater Philadelphia"
"19010","42045","Delaware","Greater Philadelphia"
"19012","42091","Montgomery","Greater Philadelphia"
"19013","42045","Delaware","Greater Philadelphia"
"19014","42045","Delaware","Greater Philadelphia"
"19015","42045","Delaware","Greater Philadelphia"
"19017","42045","Delaware","Greater Philadelphia"
"19018","42045","Delaware","Greater Philadelphia"
"19019","42101","Philadelphia","Greater Philadelphia"
"19020","42017","Bucks","Greater Philadelphia"
"19021","42017","Bucks","Greater Philadelphia"
"19022","42045","Delaware","Greater Philadelphia"
"19023","42045","Delaware","Greater Philadelphia"
"19025","42091","Montgomery","Greater Philadelphia"
"19026","42045","Delaware","Greater Philadelphia"
"19027","42091","Montgomery","Greater Philadelphia"
"19028","42045","Delaware","Greater Philadelphia"
"19029","42045","Delaware","Greater Philadelphia"
"19030","42017","Bucks","Greater Philadelphia"
"19031","42091","Montgomery","Greater Philadelphia"
"19032","42045","Delaware","Greater Philadelphia"
"19033","42045","Delaware","Greater Philadelphia"
"19034","42091","Montgomery","Greater Philadelphia"
"19035","42091","Montgomery","Greater Philadelphia"
"19036","42045","Delaware","Greater Philadelphia"
"19038","42091","Montgomery","Greater Philadelphia"
"19040","42091","Montgomery","Greater Philadelphia"
"19041","42045","Delaware","Greater Philadelphia"
"19043","42045","Delaware","Greater Philadelphia"
"19044","42091","Montgomery","Greater Philadelphia"
"19046","42091","Montgomery","Greater Philadelphia"
"19047","42017","Bucks","Greater Philadelphia"
"19050","42045","Delaware","Greater Philadelphia"
"19053","42017","Bucks","Greater Philadelphia"
"19054","42017","Bucks","Greater Philadelphia"
"19055","42017","Bucks","Greater Philadelphia"
"19056","42017","Bucks","Greater Philadelphia"
"19057","42017","Bucks","Greater Philadelphia"
"19060","42045","Delaware","Greater Philadelphia"
"19061","42045","Delaware","Greater Philadelphia"
"19063","42045","Delaware","Greater Philadelphia"
"19064","42045","Delaware","Greater Philadelphia"
"19066","42091","Montgomery","Greater Philadelphia"
"19067","42017","Bucks","Greater Philadelphia"
"19070","42045","Delaware","Greater Philadelphia"
"19072","42091","Montgomery","Greater Philadelphia"
"19073","42045","Delaware","Greater Philadelphia"
"19074","42045","Delaware","Greater Philadelphia"
"19075","42091","Montgomery","Greater Philadelphia"
"19076","42045","Delaware","Greater Philadelphia"
"19078","42045","Delaware","Greater Philadelphia"
"19079","42045","Delaware","Greater Philadelphia"
"19081","42045","Delaware","Greater Philadelphia"
"19082","42045","Delaware","Greater Philadelphia"
"19083","42045","Delaware","Greater Philadelphia"
"19085","42045","Delaware","Greater Philadelphia"
"19086","42045","Delaware","Greater Philadelphia"
"19087","42029","Chester","Greater Philadelphia"
"19090","42091","Montgomery","Greater Philadelphia"
"19094","42045","Delaware","Greater Philadelphia"
"19095","42091","Montgomery","Greater Philadelphia"
"19096","42091","Montgomery","Greater Philadelphia"
"19102","42101","Philadelphia","Greater Philadelphia"
"19103","42101","Philadelphia","Greater Philadelphia"
"19104","42101","Philadelphia","Greater Philadelphia"
"19105","42101","Philadelphia","Greater Philadelphia"
"19106","42101","Philadelphia","Greater Philadelphia"
"19107","42101","Philadelphia","Greater Philadelphia"
"19111","42101","Philadelphia","Greater Philadelphia"
"19112","42101","Philadelphia","Greater Philadelphia"
"19113","42045","Delaware","Greater Philadelphia"
"19114","42101","Philadelphia","Greater Philadelphia"
"19115","42101","Philadelphia","Greater Philadelphia"
"19116","42101","Philadelphia","Greater Philadelphia"
"19118","42101","Philadelphia","Greater Philadelphia"
"19119","42101","Philadelphia","Greater Philadelphia"
"19120","42101","Philadelphia","Greater Philadelphia"
"19121","42101","Philadelphia","Greater Philadelphia"
"19122","42101","Philadelphia","Greater Philadelphia"
"19123","42101","Philadelphia","Greater Philadelphia"
"19124","42101","Philadelphia","Greater Philadelphia"
"19125","42101","Philadelphia","Greater Philadelphia"
"19126","42101","Philadelphia","Greater Philadelphia"
"19127","42101","Philadelphia","Greater Philadelphia"
"19128","42101","Philadelphia","Greater Philadelphia"
"19129","42101","Philadelphia","Greater Philadelphia"
"19130","42101","Philadelphia","Greater Philadelphia"
"19131","42101","Philadelphia","Greater Philadelphia"
"19132","42101","Philadelphia","Greater Philadelphia"
"19133","42101","Philadelphia","Greater Philadelphia"
"19134","42101","Philadelphia","Greater Philadelphia"
"19135","42101","Philadelphia","Greater Philadelphia"
"19136","42101","Philadelphia","Greater Philadelphia"
"19137","42101","Philadelphia","Greater Philadelphia"
"19138","42101","Philadelphia","Greater Philadelphia"
"19139","42101","Philadelphia","Greater Philadelphia"
"19140","42101","Philadelphia","Greater Philadelphia"
"19141","42101","Philadelphia","Greater Philadelphia"
"19142","42101","Philadelphia","Greater Philadelphia"
"19143","42101","Philadelphia","Greater Philadelphia"
"19144","42101","Philadelphia","Greater Philadelphia"
"19145","42101","Philadelphia","Greater Philadelphia"
"19146","42101","Philadelphia","Greater Philadelphia"
"19147","42101","Philadelphia","Greater Philadelphia"
"19148","42101","Philadelphia","Greater Philadelphia"
"19149","42101","Philadelphia","Greater Philadelphia"
"19150","42101","Philadelphia","Greater Philadelphia"
"19151","42101","Philadelphia","Greater Philadelphia"
"19152","42101","Philadelphia","Greater Philadelphia"
"19153","42101","Philadelphia","Greater Philadelphia"
"19154","42101","Philadelphia","Greater Philadelphia"
"19155","42101","Philadelphia","Greater Philadelphia"
"19301","42029","Chester","Greater Philadelphia"
"19310","42029","Chester","Greater Philadelphia"
"19311","42029","Chester","Greater Philadelphia"
"19312","42029","Chester","Greater Philadelphia"
"19316","42029","Chester","Greater Philadelphia"
"19317","42045","Delaware","Greater Philadelphia"
"19319","42045","Delaware","Greater Philadelphia"
"19320","42029","Chester","Greater Philadelphia"
"19330","42029","Chester","Greater Philadelphia"
"19333","42029","Chester","Greater Philadelphia"
"19335","42029","Chester","Greater Philadelphia"
"19341","42029","Chester","Greater Philadelphia"
"19342","42045","Delaware","Greater Philadelphia"
"19343","42029","Chester","Greater Philadelphia"
"19344","42029","Chester","Greater Philadelphia"
"19345","42029","Chester","Greater Philadelphia"
"19348","42029","Chester","Greater Philadelphia"
"19350","42029","Chester","Greater Philadelphia"
"19352","42029","Chester","Greater Philadelphia"
"19355","42029","Chester","Greater Philadelphia"
"19358","42029","Chester","Greater Philadelphia"
"19362","42029","Chester","Greater Philadelphia"
"19363","42029","Chester","Greater Philadelphia"
"19365","42029","Chester","Greater Philadelphia"
"19367","42029","Chester","Greater Philadelphia"
"19372","42029","Chester","Greater Philadelphia"
"19373","42045","Delaware","Greater Philadelphia"
"19374","42029","Chester","Greater Philadelphia"
"19375","42029","Chester","Greater Philadelphia"
"19380","42029","Chester","Greater Philadelphia"
"19382","42029","Chester","Greater Philadelphia"
"19383","42029","Chester","Greater Philadelphia"
"19390","42029","Chester","Greater Philadelphia"
"19401","42091","Montgomery","Greater Philadelphia"
"19403","42091","Montgomery","Greater Philadelphia"
"19405","42091","Montgomery","Greater Philadelphia"
"19406","42091","Montgomery","Greater Philadelphia"
"19422","42091","Montgomery","Greater Philadelphia"
"19425","42029","Chester","Greater Philadelphia"
"19426","42091","Montgomery","Greater Philadelphia"
"19428","42091","Montgomery","Greater Philadelphia"
"19435","42091","Montgomery","Greater Philadelphia"
"19436","42091","Montgomery","Greater Philadelphia"
"19437","42091","Montgomery","Greater Philadelphia"
"19438","42091","Montgomery","Greater Philadelphia"
"19440","42091","Montgomery","Greater Philadelphia"
"19442","42029","Chester","Greater Philadelphia"
"19444","42091","Montgomery","Greater Philadelphia"
"19446","42091","Montgomery","Greater Philadelphia"
"19453","42091","Montgomery","Greater Philadelphia"
"19454","42091","Montgomery","Greater Philadelphia"
"19456","42091","Montgomery","Greater Philadelphia"
"19457","42029","Chester","Greater Philadelphia"
"19460","42029","Chester","Greater Philadelphia"
"19462","42091","Montgomery","Greater Philadelphia"
"19464","42091","Montgomery","Greater Philadelphia"
"19465","42029","Chester","Greater Philadelphia"
"19468","42091","Montgomery","Greater Philadelphia"
"19472","42091","Montgomery","Greater Philadelphia"
"19473","42091","Montgomery","Greater Philadelphia"
"19474","42091","Montgomery","Greater Philadelphia"
"19475","42029","Chester","Greater Philadelphia"
"19477","42091","Montgomery","Greater Philadelphia"
"19486","42091","Montgomery","Greater Philadelphia"
"19492","42091","Montgomery","Greater Philadelphia"
"19501","42071","Lancaster","Greater Philadelphia"
"19503","42011","Berks","Greater Philadelphia"
"19504","42011","Berks","Greater Philadelphia"
"19505","42011","Berks","Greater Philadelphia"
"19506","42011","Berks","Greater Philadelphia"
"19507","42011","Berks","Greater Philadelphia"
"19508","42011","Berks","Greater Philadelphia"
"19510","42011","Berks","Greater Philadelphia"
"19511","42011","Berks","Greater Philadelphia"
"19512","42011","Berks","Greater Philadelphia"
"19518","42011","Berks","Greater Philadelphia"
"19519","42011","Berks","Greater Philadelphia"
"19520","42029","Chester","Greater Philadelphia"
"19522","42011","Berks","Greater Philadelphia"
"19523","42011","Berks","Greater Philadelphia"
"19525","42091","Montgomery","Greater Philadelphia"
"19526","42011","Berks","Greater Philadelphia"
"19529","42011","Berks","Greater Philadelphia"
"19530","42011","Berks","Greater Philadelphia"
"19533","42011","Berks","Greater Philadelphia"
"19534","42011","Berks","Greater Philadelphia"
"19535","42011","Berks","Greater Philadelphia"
"19536","42011","Berks","Greater Philadelphia"
"19538","42011","Berks","Greater Philadelphia"
"19539","42011","Berks","Greater Philadelphia"
"19540","42011","Berks","Greater Philadelphia"
"19541","42011","Berks","Greater Philadelphia"
"19542","42011","Berks","Greater Philadelphia"
"19543","42011","Berks","Greater Philadelphia"
"19544","42011","Berks","Greater Philadelphia"
"19545","42011","Berks","Greater Philadelphia"
"19547","42011","Berks","Greater Philadelphia"
"19549","42107","Schuylkill","Greater Philadelphia"
"19550","42011","Berks","Greater Philadelphia"
"19551","42011","Berks","Greater Philadelphia"
"19554","42011","Berks","Greater Philadelphia"
"19555","42011","Berks","Greater Philadelphia"
"19559","42011","Berks","Greater Philadelphia"
"19560","42011","Berks","Greater Philadelphia"
"19562","42011","Berks","Greater Philadelphia"
"19564","42011","Berks","Greater Philadelphia"
"19565","42011","Berks","Greater Philadelphia"
"19567","42011","Berks","Greater Philadelphia"
"19601","42011","Berks","Greater Philadelphia"
"19602","42011","Berks","Greater Philadelphia"
"19604","42011","Berks","Greater Philadelphia"
"19605","42011","Berks","Greater Philadelphia"
"19606","42011","Berks","Greater Philadelphia"
"19607","42011","Berks","Greater Philadelphia"
"19608","42011","Berks","Greater Philadelphia"
"19609","42011","Berks","Greater Philadelphia"
"19610","42011","Berks","Greater Philadelphia"
"19611","42011","Berks","Greater Philadelphia"
