"athlete","gender","age","sport","gold","silver","bronze","total","id","season","year","country"
"Sultan Mohammad Dost","Male",28,"Wrestling",0,0,0,0,"sultan-mohammad-dost-1","summer","1960","Afghanistan"
"Abdul Ghafar Ghafoori","Male",22,"Athletics",0,0,0,0,"abdul-ghafar-ghafoori-1","summer","1960","Afghanistan"
"Ghulam Mohiddin Gunga","Male",26,"Wrestling",0,0,0,0,"ghulam-mohiddin-gunga-1","summer","1960","Afghanistan"
"Mohammad Ibrahim Kederi","Male",20,"Wrestling",0,0,0,0,"mohammad-ibrahim-kederi-1","summer","1960","Afghanistan"
"Faiz Mohammad Khakshar","Male",18,"Wrestling",0,0,0,0,"faiz-mohammad-khakshar-1","summer","1960","Afghanistan"
"Amir Jan Khalunder","Male",35,"Wrestling",0,0,0,0,"amir-jan-khalunder-1","summer","1960","Afghanistan"
"Mohammad Asif Khokan","Male",24,"Wrestling",0,0,0,0,"mohammad-asif-khokan-1","summer","1960","Afghanistan"
"Habib Sayed","Male",23,"Athletics",0,0,0,0,"habib-sayed-1","summer","1960","Afghanistan"
"Abdul Hadi Shekaib","Male",20,"Athletics",0,0,0,0,"abdul-hadi-shekaib-1","summer","1960","Afghanistan"
"Nizam-ud-din Subhani","Male",34,"Wrestling",0,0,0,0,"nizam-ud-din-subhani-1","summer","1960","Afghanistan"
"Abdul Wardak","Male",20,"Athletics",0,0,0,0,"abdul-wardak-1","summer","1960","Afghanistan"
"Ali Zaid","Male",20,"Athletics",0,0,0,0,"ali-zaid-1","summer","1960","Afghanistan"
"Héctor Calegaris","Male",45,"Sailing",0,1,0,1,"hector-calegaris-1","summer","1960","Argentina"
"Jorge Alberto del Río","Male",41,"Sailing",0,1,0,1,"jorge-alberto-del-rio-1","summer","1960","Argentina"
"Jorge Alberto Salas","Male",46,"Sailing",0,1,0,1,"jorge-alberto-salas-1","summer","1960","Argentina"
"Abel Laudonio","Male",21,"Boxing",0,0,1,1,"abel-laudonio-1","summer","1960","Argentina"
"Héctor Acosta","Male",26,"Cycling",0,0,0,0,"hector-acosta-1","summer","1960","Argentina"
"Luis Aranda","Male",23,"Boxing",0,0,0,0,"luis-aranda-1","summer","1960","Argentina"
"Pedro Armella","Male",30,"Shooting",0,0,0,0,"pedro-armella-1","summer","1960","Argentina"
"Carlos Aro","Male",20,"Boxing",0,0,0,0,"carlos-aro-1","summer","1960","Argentina"
"Alberto Balestrini","Male",29,"Fencing",0,0,0,0,"alberto-balestrini-1","summer","1960","Argentina"
"Raúl Bauza","Male",25,"Modern Pentathlon",0,0,0,0,"raul-bauza-1","summer","1960","Argentina"
"Carlos Bilardo","Male",21,"Football",0,0,0,0,"carlos-bilardo-1","summer","1960","Argentina"
"Roberto Blanco","Male",21,"Football",0,0,0,0,"roberto-blanco-1","summer","1960","Argentina"
"Roberto Bonanno","Male",22,"Football",0,0,0,0,"roberto-bonanno-1","summer","1960","Argentina"
"Ricardo Boneo","Male",29,"Sailing",0,0,0,0,"ricardo-boneo-1","summer","1960","Argentina"
"Miguel Ángel Botta","Male",19,"Boxing",0,0,0,0,"miguel-angel-botta-1","summer","1960","Argentina"
"Juan Brotto","Male",20,"Cycling",0,0,0,0,"juan-brotto-1","summer","1960","Argentina"
"Carlos Cañete","Male",20,"Boxing",0,0,0,0,"carlos-canete-1","summer","1960","Argentina"
"Alfredo Carnovali","Male",23,"Water Polo",0,0,0,0,"alfredo-carnovali-1","summer","1960","Argentina"
"Osvaldo Cavagnaro","Male",22,"Rowing",0,0,0,0,"osvaldo-cavagnaro-1","summer","1960","Argentina"
"Juan Caviglia","Male",30,"Gymnastics",0,0,0,0,"juan-caviglia-1","summer","1960","Argentina"
"Jorge Cavoti","Male",35,"Equestrianism",0,0,0,0,"jorge-cavoti-1","summer","1960","Argentina"
"Oscar Cervo","Male",39,"Shooting",0,0,0,0,"oscar-cervo-1","summer","1960","Argentina"
"Osvaldo Codaro","Male",29,"Water Polo",0,0,0,0,"osvaldo-codaro-1","summer","1960","Argentina"
"Pedro Consuegra","Male",30,"Water Polo",0,0,0,0,"pedro-consuegra-1","summer","1960","Argentina"
"Ernesto Contreras","Male",23,"Cycling",0,0,0,0,"ernesto-contreras-1","summer","1960","Argentina"
"Eduardo Corletti","Male",19,"Boxing",0,0,0,0,"eduardo-corletti-1","summer","1960","Argentina"
"Federico Cortés","Male",22,"Cycling",0,0,0,0,"federico-cortes-1","summer","1960","Argentina"
"Carlos D'Elia","Male",37,"Equestrianism",0,0,0,0,"carlos-delia-1","summer","1960","Argentina"
"Naldo Dasso","Male",29,"Equestrianism",0,0,0,0,"naldo-dasso-1","summer","1960","Argentina"
"Pedro de Ciancio","Male",22,"Football",0,0,0,0,"pedro-de-ciancio-1","summer","1960","Argentina"
"Mario Desiderio","Male",22,"Football",0,0,0,0,"mario-desiderio-1","summer","1960","Argentina"
"Jorge di Giandoménico","Male",29,"Shooting",0,0,0,0,"jorge-di-giandomenico-1","summer","1960","Argentina"
"José Díaz","Male",22,"Football",0,0,0,0,"jose-diaz-1","summer","1960","Argentina"
"Pedro Diz","Male",16,"Swimming",0,0,0,0,"pedro-diz-1","summer","1960","Argentina"
"Fernando Fanjul","Male",18,"Swimming",0,0,0,0,"fernando-fanjul-1","summer","1960","Argentina"
"Pablo Ferrero","Male",20,"Rowing",0,0,0,0,"pablo-ferrero-1","summer","1960","Argentina"
"Roberto Fischer","Male",24,"Water Polo",0,0,0,0,"roberto-fischer-1","summer","1960","Argentina"
"Víctor Fragola","Male",43,"Sailing",0,0,0,0,"victor-fragola-1","summer","1960","Argentina"
"Rafael Gargiulo","Male",23,"Boxing",0,0,0,0,"rafael-gargiulo-1","summer","1960","Argentina"
"Juan Gindre","Male",39,"Shooting",0,0,0,0,"juan-gindre-1","summer","1960","Argentina"
"Salvador Ginel","Male",22,"Football",0,0,0,0,"salvador-ginel-1","summer","1960","Argentina"
"Gumersindo Gómez","Male",31,"Athletics",0,0,0,0,"gumersindo-gomez-1","summer","1960","Argentina"
"Aurelio González","Male",21,"Boxing",0,0,0,0,"aurelio-gonzalez-1","summer","1960","Argentina"
"Rafael González","Male",40,"Fencing",0,0,0,0,"rafael-gonzalez-1","summer","1960","Argentina"
"Ricardo González","Male",23,"Rowing",0,0,0,0,"ricardo-gonzalez-2","summer","1960","Argentina"
"Julio Graffigna","Male",29,"Wrestling",0,0,0,0,"julio-graffigna-1","summer","1960","Argentina"
