"athlete","gender","age","sport","gold","silver","bronze","total","id","season","year","country"
"Rohullah Nikpai","Male",25,"Taekwondo",0,0,1,1,"rohullah-nikpai-1","summer","2012","Afghanistan"
"Masoud Azizi","Male",27,"Athletics",0,0,0,0,"masoud-azizi-1","summer","2012","Afghanistan"
"Nesar Ahmad Bahawi","Male",28,"Taekwondo",0,0,0,0,"nesar-ahmad-bahawi-1","summer","2012","Afghanistan"
"Ajmal Faisal","Male",21,"Boxing",0,0,0,0,"ajmal-faisal-1","summer","2012","Afghanistan"
"Ajmal Faizzada","Male",25,"Judo",0,0,0,0,"ajmal-faizzada-1","summer","2012","Afghanistan"
"Tahmina Kohistani","Female",23,"Athletics",0,0,0,0,"tahmina-kohistani-1","summer","2012","Afghanistan"
"Romela Begaj","Female",25,"Weightlifting",0,0,0,0,"romela-begaj-1","summer","2012","Albania"
"Noel Borshi","Female",16,"Swimming",0,0,0,0,"noel-borshi-1","summer","2012","Albania"
"Briken Calja","Male",22,"Weightlifting",0,0,0,0,"briken-calja-1","summer","2012","Albania"
"Daniel Godelli","Male",20,"Weightlifting",0,0,0,0,"daniel-godelli-1","summer","2012","Albania"
"Adriatik Hoxha","Male",22,"Athletics",0,0,0,0,"adriatik-hoxha-1","summer","2012","Albania"
"Sidni Hoxha","Male",20,"Swimming",0,0,0,0,"sidni-hoxha-1","summer","2012","Albania"
"Endri Karina","Male",23,"Weightlifting",0,0,0,0,"endri-karina-1","summer","2012","Albania"
"Majlinda Kelmendi","Female",21,"Judo",0,0,0,0,"majlinda-kelmendi-1","summer","2012","Albania"
"Arben Kucana","Male",44,"Shooting",0,0,0,0,"arben-kucana-1","summer","2012","Albania"
"Taoufik Makhloufi","Male",24,"Athletics",1,0,0,1,"taoufik-makhloufi-1","summer","2012","Algeria"
"Ilyas Abbadi","Male",19,"Boxing",0,0,0,0,"ilyas-abbadi-1","summer","2012","Algeria"
"Mouni Abderrahim","Female",26,"Volleyball",0,0,0,0,"mouni-abderrahim-1","summer","2012","Algeria"
"Rabah Aboud","Male",31,"Athletics",0,0,0,0,"rabah-aboud-1","summer","2012","Algeria"
"Dallal Achour","Female",17,"Volleyball",0,0,0,0,"dallal-achour-1","summer","2012","Algeria"
"Tassadit Aïssou","Female",23,"Volleyball",0,0,0,0,"tassadit-aissou-1","summer","2012","Algeria"
"Souad Aït Salem","Female",33,"Athletics",0,0,0,0,"souad-ait-salem-1","summer","2012","Algeria"
"Sonia Asselah","Female",20,"Judo",0,0,0,0,"sonia-asselah-1","summer","2012","Algeria"
"Khaled Belabbas","Male",31,"Athletics",0,0,0,0,"khaled-belabbas-1","summer","2012","Algeria"
"Tarek Aziz Benaissa","Male",21,"Wrestling",0,0,0,0,"tarek-aziz-benaissa-1","summer","2012","Algeria"
"Abdelhafid Benchabla","Male",25,"Boxing",0,0,0,0,"abdelhafid-benchabla-1","summer","2012","Algeria"
"Zohra Bensalem","Female",22,"Volleyball",0,0,0,0,"zohra-bensalem-1","summer","2012","Algeria"
"Walid Bidani","Male",18,"Weightlifting",0,0,0,0,"walid-bidani-1","summer","2012","Algeria"
"Safia Boukhima","Female",21,"Volleyball",0,0,0,0,"safia-boukhima-1","summer","2012","Algeria"
"Chouaib Bouloudinats","Male",25,"Boxing",0,0,0,0,"chouaib-bouloudinats-1","summer","2012","Algeria"
"Celia Bourihane","Female",17,"Volleyball",0,0,0,0,"celia-bourihane-1","summer","2012","Algeria"
"Samir Brahimi","Male",22,"Boxing",0,0,0,0,"samir-brahimi-1","summer","2012","Algeria"
"Abdelkader Chadi","Male",25,"Boxing",0,0,0,0,"abdelkader-chadi-1","summer","2012","Algeria"
"Mokdad El-Yamine","Male",26,"Taekwondo",0,0,0,0,"mokdad-el-yamine-1","summer","2012","Algeria"
"Tayeb Filali","Male",33,"Athletics",0,0,0,0,"tayeb-filali-1","summer","2012","Algeria"
"Mohamed Flissi","Male",22,"Boxing",0,0,0,0,"mohamed-flissi-1","summer","2012","Algeria"
"Soraya Haddad","Female",27,"Judo",0,0,0,0,"soraya-haddad-1","summer","2012","Algeria"
"Salima Hammouche","Female",28,"Volleyball",0,0,0,0,"salima-hammouche-1","summer","2012","Algeria"
"Sehryne Hennaoui","Female",24,"Volleyball",0,0,0,0,"sehryne-hennaoui-1","summer","2012","Algeria"
"Nabil Kebbab","Male",28,"Swimming",0,0,0,0,"nabil-kebbab-1","summer","2012","Algeria"
"Amel Khamtache","Female",31,"Volleyball",0,0,0,0,"amel-khamtache-1","summer","2012","Algeria"
"Anissa Khelfaoui","Female",20,"Fencing",0,0,0,0,"anissa-khelfaoui-1","summer","2012","Algeria"
"Azzadine Lagab","Male",25,"Cycling",0,0,0,0,"azzadine-lagab-1","summer","2012","Algeria"
"Mohamed Riad Louafi","Male",24,"Wrestling",0,0,0,0,"mohamed-riad-louafi-1","summer","2012","Algeria"
"Nawal Mansouri","Female",26,"Volleyball",0,0,0,0,"nawal-mansouri-1","summer","2012","Algeria"
"Lea Moutoussamy","Female",14,"Fencing",0,0,0,0,"lea-moutoussamy-1","summer","2012","Algeria"
"Issam Nima","Male",33,"Athletics",0,0,0,0,"issam-nima-1","summer","2012","Algeria"
"Mohamed Ouadahi","Male",25,"Boxing",0,0,0,0,"mohamed-ouadahi-1","summer","2012","Algeria"
"Lydia Oulmou","Female",26,"Volleyball",0,0,0,0,"lydia-oulmou-1","summer","2012","Algeria"
"Abdelmalek Rahou","Male",26,"Boxing",0,0,0,0,"abdelmalek-rahou-1","summer","2012","Algeria"
"Amina Rouba","Female",25,"Rowing",0,0,0,0,"amina-rouba-1","summer","2012","Algeria"
"Mohamed Serir","Male",27,"Wrestling",0,0,0,0,"mohamed-serir-1","summer","2012","Algeria"
"Fateh Ziadi","Male",35,"Shooting",0,0,0,0,"fateh-ziadi-1","summer","2012","Algeria"
"Elama Fa'atonu","Male",18,"Athletics",0,0,0,0,"elama-faatonu-1","summer","2012","American Samoa"
"Megan Fonteno","Female",19,"Swimming",0,0,0,0,"megan-fonteno-1","summer","2012","American Samoa"
"Anthony Liu","Male",25,"Judo",0,0,0,0,"anthony-liu-2","summer","2012","American Samoa"
"Ching Wei","Male",26,"Swimming",0,0,0,0,"ching-wei-1","summer","2012","American Samoa"
"Toni Bernadó","Male",45,"Athletics",0,0,0,0,"toni-bernado-1","summer","2012","Andorra"
"Daniel García","Male",27,"Judo",0,0,0,0,"daniel-garcia-2","summer","2012","Andorra"
"Hocine Haciane","Male",26,"Swimming",0,0,0,0,"hocine-haciane-1","summer","2012","Andorra"
"Cristina Llovera","Female",15,"Athletics",0,0,0,0,"cristina-llovera-1","summer","2012","Andorra"
"Mònica Ramírez","Female",18,"Swimming",0,0,0,0,"monica-ramirez-1","summer","2012","Andorra"
"Joan Tomas","Male",61,"Shooting",0,0,0,0,"joan-tomas-1","summer","2012","Andorra"
"Nair Almeida","Female",28,"Handball",0,0,0,0,"nair-almeida-1","summer","2012","Angola"
"Manuel Antonio","Male",23,"Athletics",0,0,0,0,"manuel-antonio-1","summer","2012","Angola"
"Neyde Barbosa","Female",31,"Handball",0,0,0,0,"neyde-barbosa-1","summer","2012","Angola"
"Ana Barros","Female",19,"Handball",0,0,0,0,"ana-barros-3","summer","2012","Angola"
"Natália Bernardo","Female",25,"Handball",0,0,0,0,"natalia-bernardo-1","summer","2012","Angola"
"Cristina Branco","Female",27,"Handball",0,0,0,0,"cristina-branco-1","summer","2012","Angola"
"Catarina Camufal","Female",32,"Basketball",0,0,0,0,"catarina-camufal-1","summer","2012","Angola"
"�<U+0082>ngela Cardoso","Female",33,"Basketball",0,0,0,0,"angela-cardoso-1","summer","2012","Angola"
"Azenaide Carlos","Female",22,"Handball",0,0,0,0,"azenaide-carlos-1","summer","2012","Angola"
"Felismina Cavela","Female",19,"Athletics",0,0,0,0,"felismina-cavela-1","summer","2012","Angola"
"Magda Cazanga","Female",21,"Handball",0,0,0,0,"magda-cazanga-1","summer","2012","Angola"
"Fineza Eusébio","Female",22,"Basketball",0,0,0,0,"fineza-eusebio-1","summer","2012","Angola"
"Madalena Felix","Female",22,"Basketball",0,0,0,0,"madalena-felix-1","summer","2012","Angola"
"Isabel Fernandes","Female",27,"Handball",0,0,0,0,"isabel-fernandes-1","summer","2012","Angola"
"Ngendua Filipe","Female",30,"Basketball",0,0,0,0,"ngendua-filipe-1","summer","2012","Angola"
"Ana Gonçalves","Female",19,"Basketball",0,0,0,0,"ana-goncalves-1","summer","2012","Angola"
"Sónia  Guadalupe","Female",26,"Basketball",0,0,0,0,"sonia-guadalupe-1","summer","2012","Angola"
"Isabel Guialo","Female",32,"Handball",0,0,0,0,"isabel-guialo-1","summer","2012","Angola"
