"athlete","gender","age","sport","gold","silver","bronze","total","id","season","year","country"
"Mohammad Arref","Male",NA,"Wrestling",0,0,0,0,"mohammad-arref-1","summer","1972","Afghanistan"
"Ghulam Dastagir","Male",27,"Wrestling",0,0,0,0,"ghulam-dastagir-1","summer","1972","Afghanistan"
"Ahmad Djan","Male",24,"Wrestling",0,0,0,0,"ahmad-djan-1","summer","1972","Afghanistan"
"Djan-Aka Djan","Male",NA,"Wrestling",0,0,0,0,"djan-aka-djan-1","summer","1972","Afghanistan"
"Mohammad Ebrahimi","Male",34,"Wrestling",0,0,0,0,"mohammad-ebrahimi-1","summer","1972","Afghanistan"
"Alam Mir","Male",NA,"Wrestling",0,0,0,0,"alam-mir-1","summer","1972","Afghanistan"
"Shakar Khan Shakar","Male",31,"Wrestling",0,0,0,0,"shakar-khan-shakar-1","summer","1972","Afghanistan"
"Ghulam Sideer","Male",NA,"Wrestling",0,0,0,0,"ghulam-sideer-1","summer","1972","Afghanistan"
"Beqir Kosova","Male",23,"Shooting",0,0,0,0,"beqir-kosova-1","summer","1972","Albania"
"Ymer Pampuri","Male",28,"Weightlifting",0,0,0,0,"ymer-pampuri-1","summer","1972","Albania"
"Fatos Pilkati","Male",21,"Shooting",0,0,0,0,"fatos-pilkati-1","summer","1972","Albania"
"Ismail Rama","Male",36,"Shooting",0,0,0,0,"ismail-rama-1","summer","1972","Albania"
"Afërdita Tusha","Female",26,"Shooting",0,0,0,0,"aferdita-tusha-1","summer","1972","Albania"
"Mohamed Sid Ali Djouadi","Male",20,"Athletics",0,0,0,0,"mohamed-sid-ali-djouadi-1","summer","1972","Algeria"
"Azzedine Azzouzi","Male",24,"Athletics",0,0,0,0,"azzedine-azzouzi-1","summer","1972","Algeria"
"Loucif Hamani","Male",22,"Boxing",0,0,0,0,"loucif-hamani-1","summer","1972","Algeria"
"Mohamed Kacemi","Male",23,"Athletics",0,0,0,0,"mohamed-kacemi-1","summer","1972","Algeria"
"Boualem Rahoui","Male",23,"Athletics",0,0,0,0,"boualem-rahoui-1","summer","1972","Algeria"
"Alberto Demiddi","Male",28,"Rowing",0,1,0,1,"alberto-demiddi-1","summer","1972","Argentina"
"Hugo Aberastegui","Male",30,"Rowing",0,0,0,0,"hugo-aberastegui-1","summer","1972","Argentina"
"José Eugenio Acosta","Male",30,"Equestrianism",0,0,0,0,"jose-eugenio-acosta-1","summer","1972","Argentina"
"Carlos Alberto Alvarado","Male",27,"Equestrianism",0,0,0,0,"carlos-alberto-alvarado-1","summer","1972","Argentina"
"Carlos Miguel Álvarez","Male",29,"Cycling",0,0,0,0,"carlos-miguel-alvarez-1","summer","1972","Argentina"
"Nazario Araújo","Male",27,"Athletics",0,0,0,0,"nazario-araujo-1","summer","1972","Argentina"
"Hugo Arrambide","Male",44,"Equestrianism",0,0,0,0,"hugo-arrambide-1","summer","1972","Argentina"
"Ernesto Barreiros","Male",22,"Hockey",0,0,0,0,"ernesto-barreiros-1","summer","1972","Argentina"
"Luis Barrionuevo","Male",23,"Athletics",0,0,0,0,"luis-barrionuevo-1","summer","1972","Argentina"
"Héctor Biassini","Male",20,"Rowing",0,0,0,0,"hector-biassini-1","summer","1972","Argentina"
"Jesús Blanco","Male",25,"Wrestling",0,0,0,0,"jesus-blanco-1","summer","1972","Argentina"
"Ricardo Boneo","Male",41,"Sailing",0,0,0,0,"ricardo-boneo-1","summer","1972","Argentina"
"Osvaldo Boretto","Male",20,"Swimming",0,0,0,0,"osvaldo-boretto-1","summer","1972","Argentina"
"Silvia Borgini","Female",14,"Swimming",0,0,0,0,"silvia-borgini-1","summer","1972","Argentina"
"Roberto Breppe","Male",31,"Cycling",0,0,0,0,"roberto-breppe-1","summer","1972","Argentina"
"José Manuel Bugia","Male",21,"Rowing",0,0,0,0,"jose-manuel-bugia-1","summer","1972","Argentina"
