"athlete","gender","age","sport","gold","silver","bronze","total","id","season","year","country"
"Erjon Tola","Male",23,"Alpine Skiing",0,0,0,0,"erjon-tola-1","winter","2010","Albania"
"Mehdi-Selim Khelifi","Male",17,"Cross Country Skiing",0,0,0,0,"mehdi-selim-khelifi-1","winter","2010","Algeria"
"Mireia Gutiérrez","Female",21,"Alpine Skiing",0,0,0,0,"mireia-gutierrez-1","winter","2010","Andorra"
"Sofie Juárez","Female",18,"Alpine Skiing",0,0,0,0,"sofie-juarez-1","winter","2010","Andorra"
"Lluís Marín Tarroch","Male",21,"Snowboarding",0,0,0,0,"lluis-marin-tarroch-1","winter","2010","Andorra"
"Kevin Esteve Rigail","Male",20,"Alpine Skiing",0,0,0,0,"kevin-esteve-rigail-1","winter","2010","Andorra"
"Francesc Soulié","Male",31,"Cross Country Skiing",0,0,0,0,"francesc-soulie-1","winter","2010","Andorra"
"Roger Vidosa","Male",25,"Alpine Skiing",0,0,0,0,"roger-vidosa-1","winter","2010","Andorra"
"Nicol Gastaldi","Female",19,"Alpine Skiing",0,0,0,0,"nicol-gastaldi-1","winter","2010","Argentina"
"Rubén González","Male",47,"Luge",0,0,0,0,"ruben-gonzalez-2","winter","2010","Argentina"
"Carlos Lannes","Male",30,"Cross Country Skiing",0,0,0,0,"carlos-lannes-1","winter","2010","Argentina"
"Cristian Simari Birkner","Male",29,"Alpine Skiing",0,0,0,0,"cristian-simari-birkner-1","winter","2010","Argentina"
"Macarena Simari Birkner","Female",25,"Alpine Skiing",0,0,0,0,"macarena-simari-birkner-1","winter","2010","Argentina"
"María Belén Simari Birkner","Female",27,"Alpine Skiing",0,0,0,0,"maria-belen-simari-birkner-1","winter","2010","Argentina"
"Agustín Torres","Male",30,"Alpine Skiing",0,0,0,0,"agustin-torres-1","winter","2010","Argentina"
"Kristine Khachatryan","Female",20,"Cross Country Skiing",0,0,0,0,"kristine-khachatryan-1","winter","2010","Armenia"
"Sergey Mikayelyan","Male",17,"Cross Country Skiing",0,0,0,0,"sergey-mikayelyan-1","winter","2010","Armenia"
"Arsen Nersisyan","Male",22,"Alpine Skiing",0,0,0,0,"arsen-nersisyan-1","winter","2010","Armenia"
"Ani-Matilda Serebrakyan","Female",21,"Alpine Skiing",0,0,0,0,"ani-matilda-serebrakyan-1","winter","2010","Armenia"
"Torah Bright","Female",23,"Snowboarding",1,0,0,1,"torah-bright-1","winter","2010","Australia"
"Lydia Ierodiaconou-Lassila","Female",28,"Freestyle Skiing",1,0,0,1,"lydia-ierodiaconou-lassila-1","winter","2010","Australia"
"Dale Begg-Smith","Male",25,"Freestyle Skiing",0,1,0,1,"dale-begg-smith-1","winter","2010","Australia"
"Alexei Almoukov","Male",19,"Biathlon",0,0,0,0,"alexei-almoukov-1","winter","2010","Australia"
"Tatyana Borodulina","Female",25,"Short Track Speed Skating",0,0,0,0,"tatyana-borodulina-1","winter","2010","Australia"
"Esther Bottomley","Female",27,"Cross Country Skiing",0,0,0,0,"esther-bottomley-1","winter","2010","Australia"
"Craig Branch","Male",33,"Alpine Skiing",0,0,0,0,"craig-branch-1","winter","2010","Australia"
"Jono Brauer","Male",28,"Alpine Skiing",0,0,0,0,"jono-brauer-1","winter","2010","Australia"
"Hannah Campbell-Pegg","Female",27,"Luge",0,0,0,0,"hannah-campbell-pegg-1","winter","2010","Australia"
"Jacqui Cooper","Female",37,"Freestyle Skiing",0,0,0,0,"jacqui-cooper-1","winter","2010","Australia"
"Ramone Cooper","Male",21,"Freestyle Skiing",0,0,0,0,"ramone-cooper-1","winter","2010","Australia"
"Britteny Cox","Female",15,"Freestyle Skiing",0,0,0,0,"britteny-cox-1","winter","2010","Australia"
"Holly Crawford","Female",26,"Snowboarding",0,0,0,0,"holly-crawford-1","winter","2010","Australia"
"Katya Crema","Female",21,"Freestyle Skiing",0,0,0,0,"katya-crema-1","winter","2010","Australia"
"Anthony Deane","Male",25,"Skeleton",0,0,0,0,"anthony-deane-1","winter","2010","Australia"
"Liz Gardner","Female",29,"Freestyle Skiing",0,0,0,0,"liz-gardner-1","winter","2010","Australia"
"Duncan Harvey","Male",28,"Bobsleigh",0,0,0,0,"duncan-harvey-1","winter","2010","Australia"
"Lachlan Hay","Male",23,"Short Track Speed Skating",0,0,0,0,"lachlan-hay-1","winter","2010","Australia"
"Damon Hayler","Male",33,"Snowboarding",0,0,0,0,"damon-hayler-1","winter","2010","Australia"
"Stephanie Hickey","Female",24,"Snowboarding",0,0,0,0,"stephanie-hickey-1","winter","2010","Australia"
"Melissa Hoar","Female",27,"Skeleton",0,0,0,0,"melissa-hoar-1","winter","2010","Australia"
"Scott James","Male",15,"Snowboarding",0,0,0,0,"scott-james-1","winter","2010","Australia"
"Scott Kneller","Male",20,"Freestyle Skiing",0,0,0,0,"scott-kneller-1","winter","2010","Australia"
"Cheltzie Lee","Female",16,"Figure Skating",0,0,0,0,"cheltzie-lee-1","winter","2010","Australia"
