"athlete","gender","age","sport","gold","silver","bronze","total","id","season","year","country"
"Maurice Verdonck","Male",26,"Rowing",0,1,0,1,"maurice-verdonck-1","summer","1900","Belgium"
"Albert Delbecque","Male",NA,"Football",0,0,1,1,"albert-delbecque-1","summer","1900","Belgium"
"Louis Glineur","Male",50,"Archery",0,0,1,1,"louis-glineur-1","summer","1900","Belgium"
"Raul Kelecom","Male",NA,"Football",0,0,1,1,"raul-kelecom-1","summer","1900","Belgium"
"Marcel Leboutte","Male",NA,"Football",0,0,1,1,"marcel-leboutte-1","summer","1900","Belgium"
"Lucien Londot","Male",NA,"Football",0,0,1,1,"lucien-londot-1","summer","1900","Belgium"
"Ernest Moreau de Melen","Male",NA,"Football",0,0,1,1,"ernest-moreau-de-melen-1","summer","1900","Belgium"
"Edmond Neefs","Male",NA,"Football",0,0,1,1,"edmond-neefs-1","summer","1900","Belgium"
"Charles Paumier du Vergier","Male",NA,"Shooting",0,0,1,1,"charles-paumier-du-vergier-1","summer","1900","Belgium"
"Georges Pelgrims","Male",NA,"Football",0,0,1,1,"georges-pelgrims-1","summer","1900","Belgium"
"Alphonse Renier","Male",NA,"Football",0,0,1,1,"alphonse-renier-1","summer","1900","Belgium"
"�<U+0089>mile Spannoghe","Male",NA,"Football",0,0,1,1,"emile-spannoghe-1","summer","1900","Belgium"
"Paul Van Asbroeck","Male",26,"Shooting",0,0,1,1,"paul-van-asbroeck-1","summer","1900","Belgium"
"Joseph Baras","Male",NA,"Shooting",0,0,0,0,"joseph-baras-1","summer","1900","Belgium"
"Jules Bury","Male",37,"Shooting",0,0,0,0,"jules-bury-1","summer","1900","Belgium"
"Georges Chaudoir","Male",52,"Equestrianism",0,0,0,0,"georges-chaudoir-1","summer","1900","Belgium"
"De Poorten","Male",NA,"Gymnastics",0,0,0,0,"de-poorten-1","summer","1900","Belgium"
"F. Després","Male",NA,"Fencing",0,0,0,0,"f-despres-1","summer","1900","Belgium"
"Pierre Eichhorn","Male",NA,"Shooting",0,0,0,0,"pierre-eichhorn-1","summer","1900","Belgium"
"Hébrant","Male",NA,"Fencing",0,0,0,0,"hebrant-1","summer","1900","Belgium"
"Hermand","Male",NA,"Swimming",0,0,0,0,"hermand-1","summer","1900","Belgium"
"Philippe Houben","Male",18,"Water Polo",0,0,0,0,"philippe-houben-1","summer","1900","Belgium"
"Paul Lambert","Male",24,"Equestrianism",0,0,0,0,"paul-lambert-1","summer","1900","Belgium"
"Charles Lebègue","Male",28,"Shooting",0,0,0,0,"charles-lebegue-1","summer","1900","Belgium"
"Michelet","Male",NA,"Gymnastics",0,0,0,0,"michelet-1","summer","1900","Belgium"
"Edouard Myin","Male",NA,"Shooting",0,0,0,0,"edouard-myin-1","summer","1900","Belgium"
"Orban","Male",NA,"Equestrianism",0,0,0,0,"orban-1","summer","1900","Belgium"
"Georges Pauwels","Male",20,"Equestrianism",0,0,0,0,"georges-pauwels-1","summer","1900","Belgium"
"Victor Robert","Male",NA,"Shooting",0,0,0,0,"victor-robert-1","summer","1900","Belgium"
"Alban Rooman","Male",NA,"Shooting",0,0,0,0,"alban-rooman-1","summer","1900","Belgium"
"Gaston Saint-Paul de Sinçay","Male",45,"Equestrianism",0,0,0,0,"gaston-saint-paul-de-sincay-1","summer","1900","Belgium"
"Pierre Selderslagh","Male",27,"Fencing",0,0,0,0,"pierre-selderslagh-1","summer","1900","Belgium"
"Tony Smet","Male",30,"Fencing",0,0,0,0,"tony-smet-1","summer","1900","Belgium"
"�<U+0089>mile Thèves","Male",NA,"Shooting",0,0,0,0,"emile-theves-1","summer","1900","Belgium"
"Van Der Meulen","Male",NA,"Equestrianism",0,0,0,0,"van-der-meulen-1","summer","1900","Belgium"
"�<U+0089>tienne, Baron Van Zuylen Van Nijevelt","Male",39,"Equestrianism",0,0,0,0,"etienne-baron-van-zuylen-van-nijevelt-1","summer","1900","Belgium"
"Cyrille Verbrugge","Male",33,"Fencing",0,0,0,0,"cyrille-verbrugge-1","summer","1900","Belgium"
"Vincent","Male",NA,"Cycling",0,0,0,0,"vincent-1","summer","1900","Belgium"
"Hedwiga Rosenbaumová","Female",35,"Tennis",0,0,2,2,"hedwiga-rosenbaumova-1","summer","1900","Bohemia"
"František Janda-Suk","Male",22,"Athletics",0,1,0,1,"frantisek-janda-suk-1","summer","1900","Bohemia"
"František Erben","Male",25,"Gymnastics",0,0,0,0,"frantisek-erben-1","summer","1900","Bohemia"
"František Hirsch","Male",NA,"Cycling",0,0,0,0,"frantisek-hirsch-1","summer","1900","Bohemia"
"Karel Nedv�<U+009B>d","Male",NA,"Athletics",0,0,0,0,"karel-nedved-1","summer","1900","Bohemia"
"Václav Nový","Male",NA,"Athletics",0,0,0,0,"vaclav-novy-1","summer","1900","Bohemia"
"Ond�<U+0099>ej Pukl","Male",23,"Athletics",0,0,0,0,"ondrej-pukl-1","summer","1900","Bohemia"
"Adolphe Klingelhoeffer","Male",20,"Athletics",0,0,0,0,"adolphe-klingelhoeffer-1","summer","1900","Brazil"
"George Orton","Male",27,"Athletics",1,0,1,2,"george-orton-1","summer","1900","Canada"
"Alex Grant","Male",26,"Athletics",0,0,0,0,"alex-grant-1","summer","1900","Canada"
"Dick Grant","Male",21,"Athletics",0,0,0,0,"dick-grant-1","summer","1900","Canada"
"Ronald MacDonald","Male",25,"Athletics",0,0,0,0,"ronald-macdonald-1","summer","1900","Canada"
"Francis Henriquez de Zubiría","Male",30,"Tug-Of-War",0,1,0,1,"francis-henriquez-de-zubiria-1","summer","1900","Colombia"
"Ramón Fonst","Male",16,"Fencing",1,1,0,2,"ramon-fonst-1","summer","1900","Cuba"
"Anders Peter Nielsen","Male",32,"Shooting",0,3,0,3,"anders-peter-nielsen-1","summer","1900","Denmark"
"Edgar Aabye","Male",34,"Tug-Of-War",1,0,0,1,"edgar-aabye-1","summer","1900","Denmark"
"Lars Jørgen Madsen","Male",28,"Shooting",1,0,0,1,"lars-jorgen-madsen-1","summer","1900","Denmark"
"Eugen Schmidt","Male",38,"Tug-Of-War",1,0,0,1,"eugen-schmidt-1","summer","1900","Denmark"
"Charles Winckler","Male",33,"Athletics, Tug-Of-War",1,0,0,1,"charles-winckler-1","summer","1900","Denmark"
"Peder Lykkeberg","Male",22,"Swimming",0,0,1,1,"peder-lykkeberg-1","summer","1900","Denmark"
"Ernst Schultz","Male",20,"Athletics",0,0,1,1,"ernst-schultz-1","summer","1900","Denmark"
"Jens Peter Berthelsen","Male",45,"Fencing",0,0,0,0,"jens-peter-berthelsen-1","summer","1900","Denmark"
"Christian Christensen","Male",23,"Athletics",0,0,0,0,"christian-christensen-1","summer","1900","Denmark"
"Johannes Gandil","Male",26,"Athletics",0,0,0,0,"johannes-gandil-1","summer","1900","Denmark"
"Viggo Jensen","Male",25,"Shooting",0,0,0,0,"viggo-jensen-2","summer","1900","Denmark"
"Laurids Kjær","Male",48,"Shooting",0,0,0,0,"laurids-kjaer-1","summer","1900","Denmark"
"Axel Kristensen","Male",26,"Shooting",0,0,0,0,"axel-kristensen-1","summer","1900","Denmark"
"Achille Paroche","Male",32,"Shooting",1,2,1,4,"achille-paroche-1","summer","1900","France"
"Jacques Baudrier","Male",28,"Sailing",0,1,2,3,"jacques-baudrier-1","summer","1900","France"
"�<U+0089>mile Michelet","Male",32,"Sailing",0,1,2,3,"emile-michelet-1","summer","1900","France"
"Louis Martin","Male",NA,"Swimming, Water Polo",0,0,3,3,"louis-martin-1","summer","1900","France"
"Gaston Aumoitte","Male",15,"Croquet",2,0,0,2,"gaston-aumoitte-1","summer","1900","France"
"Albert Ayat","Male",25,"Fencing",2,0,0,2,"albert-ayat-1","summer","1900","France"
"Frédéric Blanchy","Male",31,"Sailing",2,0,0,2,"frederic-blanchy-1","summer","1900","France"
"Henri Hérouin","Male",24,"Archery",2,0,0,2,"henri-herouin-1","summer","1900","France"
"Jacques le Lavasseur","Male",NA,"Sailing",2,0,0,2,"jacques-le-lavasseur-1","summer","1900","France"
"Jean Collas","Male",25,"Rugby, Tug-Of-War",1,1,0,2,"jean-collas-1","summer","1900","France"
"Charles Gondouin","Male",24,"Rugby, Tug-Of-War",1,1,0,2,"charles-gondouin-1","summer","1900","France"
"Georges Johin","Male",22,"Croquet",1,1,0,2,"georges-johin-1","summer","1900","France"
"�<U+0089>mile Sarrade","Male",23,"Rugby, Tug-Of-War",1,1,0,2,"emile-sarrade-1","summer","1900","France"
"Pierre Gervais","Male",NA,"Sailing",1,0,1,2,"pierre-gervais-1","summer","1900","France"
"Chrétien Waydelich","Male",58,"Croquet",1,0,1,2,"chretien-waydelich-1","summer","1900","France"
"Jean-Baptiste Charcot","Male",23,"Sailing",0,2,0,2,"jean-baptiste-charcot-1","summer","1900","France"
"Henry Deloge","Male",25,"Athletics",0,2,0,2,"henry-deloge-1","summer","1900","France"
"Jacques Doucet","Male",NA,"Sailing",0,2,0,2,"jacques-doucet-1","summer","1900","France"
"Auguste Godinet","Male",47,"Sailing",0,2,0,2,"auguste-godinet-1","summer","1900","France"
"Robert Linzeler","Male",28,"Sailing",0,2,0,2,"robert-linzeler-1","summer","1900","France"
"Henri Mialaret","Male",44,"Sailing",0,2,0,2,"henri-mialaret-1","summer","1900","France"
"Yvonne Prévost","Female",NA,"Tennis",0,2,0,2,"yvonne-prevost-1","summer","1900","France"
"Auguste Serrurier","Male",43,"Archery",0,2,0,2,"auguste-serrurier-1","summer","1900","France"
"Léon Susse","Male",55,"Sailing",0,2,0,2,"leon-susse-1","summer","1900","France"
"Texier I","Male",NA,"Sailing",0,2,0,2,"texier-i-1","summer","1900","France"
"Texier II","Male",NA,"Sailing",0,2,0,2,"texier-ii-1","summer","1900","France"
"Victor Thibault","Male",33,"Archery",0,2,0,2,"victor-thibault-1","summer","1900","France"
"Auguste Albert","Male",NA,"Sailing",0,1,1,2,"auguste-albert-1","summer","1900","France"
"Jean Chastanié","Male",24,"Athletics",0,1,1,2,"jean-chastanie-1","summer","1900","France"
"A. Dubois","Male",NA,"Sailing",0,1,1,2,"a-dubois-1","summer","1900","France"
"J. Dubois","Male",NA,"Sailing",0,1,1,2,"j-dubois-1","summer","1900","France"
"Albert Duval","Male",NA,"Sailing",0,1,1,2,"albert-duval-1","summer","1900","France"
"Maurice Gufflet","Male",36,"Sailing",0,1,1,2,"maurice-gufflet-1","summer","1900","France"
"Robert Gufflet","Male",16,"Sailing",0,1,1,2,"robert-gufflet-1","summer","1900","France"
"Charles Guiraist","Male",NA,"Sailing",0,1,1,2,"charles-guiraist-1","summer","1900","France"
"Charles Hugo","Male",NA,"Sailing",0,1,1,2,"charles-hugo-1","summer","1900","France"
"Jean Le Bret","Male",27,"Sailing",0,1,1,2,"jean-le-bret-1","summer","1900","France"
"Maurice Lecoq","Male",46,"Shooting",0,1,1,2,"maurice-lecoq-1","summer","1900","France"
"Félix Marcotte","Male",34,"Sailing",0,1,1,2,"felix-marcotte-1","summer","1900","France"
"William Martin","Male",71,"Sailing",0,1,1,2,"william-martin-2","summer","1900","France"
"Marcel Meran","Male",NA,"Sailing",0,1,1,2,"marcel-meran-1","summer","1900","France"
"Léon Moreaux","Male",48,"Shooting",0,1,1,2,"leon-moreaux-1","summer","1900","France"
"Jules Valton","Male",33,"Sailing",0,1,1,2,"jules-valton-1","summer","1900","France"
"François Vilamitjana","Male",53,"Sailing",0,1,1,2,"francois-vilamitjana-1","summer","1900","France"
"Désiré Mérchez","Male",17,"Swimming, Water Polo",0,0,2,2,"desire-merchez-1","summer","1900","France"
"Frédèric Petit","Male",43,"Archery",0,0,2,2,"frederic-petit-1","summer","1900","France"
"Léon Sée","Male",22,"Fencing",0,0,2,2,"leon-see-1","summer","1900","France"
"Vladimir Aïtoff","Male",20,"Rugby",1,0,0,1,"vladimir-aitoff-1","summer","1900","France"
"A. Albert","Male",NA,"Rugby",1,0,0,1,"a-albert-1","summer","1900","France"
"Louis Auguste-Dormeuil","Male",31,"Sailing",1,0,0,1,"louis-auguste-dormeuil-1","summer","1900","France"
"Hermann Barrelet","Male",20,"Rowing",1,0,0,1,"hermann-barrelet-1","summer","1900","France"
"Louis Bastien","Male",18,"Cycling, Fencing",1,0,0,1,"louis-bastien-1","summer","1900","France"
"�<U+0089>mile Billard","Male",48,"Sailing",1,0,0,1,"emile-billard-1","summer","1900","France"
"Léon Binoche","Male",21,"Rugby",1,0,0,1,"leon-binoche-1","summer","1900","France"
"Henri Bouckaert","Male",30,"Rowing",1,0,0,1,"henri-bouckaert-1","summer","1900","France"
"Jean Cau","Male",25,"Rowing",1,0,0,1,"jean-cau-1","summer","1900","France"
"Charlot","Male",NA,"Rowing",1,0,0,1,"charlot-1","summer","1900","France"
"�<U+0089>mile Coste","Male",38,"Fencing",1,0,0,1,"emile-coste-1","summer","1900","France"
"Roger de Barbarin","Male",39,"Shooting",1,0,0,1,"roger-de-barbarin-1","summer","1900","France"
"Gabriel, Count de la Falaise","Male",34,"Fencing",1,0,0,1,"gabriel-count-de-la-falaise-1","summer","1900","France"
"�<U+0089>mile Delchambre","Male",24,"Rowing",1,0,0,1,"emile-delchambre-1","summer","1900","France"
"Charles Devendeville","Male",18,"Swimming, Water Polo",1,0,0,1,"charles-devendeville-1","summer","1900","France"
"Dominique Gardères","Male",43,"Equestrianism",1,0,0,1,"dominique-garderes-1","summer","1900","France"
"Jean-Guy Gautier","Male",24,"Rugby",1,0,0,1,"jean-guy-gautier-1","summer","1900","France"
"Henri Gilardoni","Male",24,"Sailing",1,0,0,1,"henri-gilardoni-1","summer","1900","France"
"Auguste Giroux","Male",25,"Rugby",1,0,0,1,"auguste-giroux-1","summer","1900","France"
"�<U+0089>mile Grumiaux","Male",38,"Archery",1,0,0,1,"emile-grumiaux-1","summer","1900","France"
"Henri Hazebrouck","Male",22,"Rowing",1,0,0,1,"henri-hazebrouck-1","summer","1900","France"
"Jean Hervé","Male",NA,"Rugby",1,0,0,1,"jean-herve-1","summer","1900","France"
"Victor Lardanchet","Male",36,"Rugby",1,0,0,1,"victor-lardanchet-1","summer","1900","France"
"Hubert Lefèbvre","Male",21,"Rugby",1,0,0,1,"hubert-lefebvre-1","summer","1900","France"
"Lucien Mérignac","Male",26,"Fencing",1,0,0,1,"lucien-merignac-1","summer","1900","France"
"Eugène Mougin","Male",47,"Archery",1,0,0,1,"eugene-mougin-1","summer","1900","France"
"Louis Napoléon Murat","Male",48,"Equestrianism",1,0,0,1,"louis-napoleon-murat-1","summer","1900","France"
"Joseph Olivier","Male",25,"Rugby",1,0,0,1,"joseph-olivier-1","summer","1900","France"
"Paul Perquer","Male",40,"Sailing",1,0,0,1,"paul-perquer-1","summer","1900","France"
"Alexandre Pharamond","Male",23,"Rugby",1,0,0,1,"alexandre-pharamond-1","summer","1900","France"
"Frantz Reichel","Male",29,"Rugby",1,0,0,1,"frantz-reichel-1","summer","1900","France"
"André Rischmann","Male",18,"Rugby",1,0,0,1,"andre-rischmann-1","summer","1900","France"
"�<U+0089>mile Sacré","Male",NA,"Sailing",1,0,0,1,"emile-sacre-1","summer","1900","France"
"Gustave Sandras","Male",28,"Gymnastics",1,0,0,1,"gustave-sandras-1","summer","1900","France"
"Albert Taillandier","Male",21,"Cycling",1,0,0,1,"albert-taillandier-1","summer","1900","France"
"Pierre Allemane","Male",18,"Football",0,1,0,1,"pierre-allemane-1","summer","1900","France"
"Archenoul","Male",NA,"Equestrianism",0,1,0,1,"archenoul-1","summer","1900","France"
"Willie Attrill","Male",NA,"Cricket",0,1,0,1,"willie-attrill-1","summer","1900","France"
"Louis Bach","Male",17,"Football",0,1,0,1,"louis-bach-1","summer","1900","France"
"Noël Bas","Male",22,"Gymnastics",0,1,0,1,"noel-bas-1","summer","1900","France"
"Raymond Basset","Male",NA,"Tug-Of-War",0,1,0,1,"raymond-basset-1","summer","1900","France"
"J. Bertrand","Male",NA,"Swimming, Water Polo",0,1,0,1,"j-bertrand-1","summer","1900","France"
"Alfred Bloch","Male",NA,"Football",0,1,0,1,"alfred-bloch-1","summer","1900","France"
"Gilbert Bougnol","Male",33,"Fencing",0,1,0,1,"gilbert-bougnol-1","summer","1900","France"
"Victor Cadet","Male",21,"Swimming, Water Polo",0,1,0,1,"victor-cadet-1","summer","1900","France"
"Fernand Canelle","Male",18,"Football",0,1,0,1,"fernand-canelle-1","summer","1900","France"
"André Castanet","Male",NA,"Athletics",0,1,0,1,"andre-castanet-1","summer","1900","France"
"�<U+0089>mile Champion","Male",20,"Athletics",0,1,0,1,"emile-champion-1","summer","1900","France"
"Albert Champoudry","Male",20,"Athletics",0,1,0,1,"albert-champoudry-1","summer","1900","France"
"Jean De Madre","Male",37,"Polo",0,1,0,1,"jean-de-madre-1","summer","1900","France"
"Jean, Duke Decazes","Male",36,"Sailing",0,1,0,1,"jean-duke-decazes-1","summer","1900","France"
"Max Décugis","Male",17,"Tennis",0,1,0,1,"max-decugis-1","summer","1900","France"
"R. Duparc","Male",NA,"Football",0,1,0,1,"r-duparc-1","summer","1900","France"
"Louis Dutfoy","Male",40,"Shooting",0,1,0,1,"louis-dutfoy-1","summer","1900","France"
"Eugène Fraysse","Male",20,"Football",0,1,0,1,"eugene-fraysse-1","summer","1900","France"
"Virgile Gaillard","Male",22,"Football",0,1,0,1,"virgile-gaillard-1","summer","1900","France"
"Georges Garnier","Male",NA,"Football",0,1,0,1,"georges-garnier-1","summer","1900","France"
"André Gaudin","Male",NA,"Rowing",0,1,0,1,"andre-gaudin-1","summer","1900","France"
"René Grandjean","Male",NA,"Football",0,1,0,1,"rene-grandjean-1","summer","1900","France"
"Henri Helle","Male",26,"Archery",0,1,0,1,"henri-helle-1","summer","1900","France"
"Maurice Hochepied","Male",18,"Swimming, Water Polo",0,1,0,1,"maurice-hochepied-1","summer","1900","France"
"Victor Hochepied","Male",16,"Swimming",0,1,0,1,"victor-hochepied-1","summer","1900","France"
"Lucien Huteau","Male",21,"Football",0,1,0,1,"lucien-huteau-1","summer","1900","France"
"Alphonse Kirchhoffer","Male",26,"Fencing",0,1,0,1,"alphonse-kirchhoffer-1","summer","1900","France"
"Marcel Lambert","Male",NA,"Football",0,1,0,1,"marcel-lambert-1","summer","1900","France"
"Georges Lumpp","Male",25,"Rowing",0,1,0,1,"georges-lumpp-1","summer","1900","France"
"Maurice Macaire","Male",18,"Football",0,1,0,1,"maurice-macaire-1","summer","1900","France"
"Lucien Martinet","Male",NA,"Rowing",0,1,0,1,"lucien-martinet-1","summer","1900","France"
"Henri Masson","Male",28,"Fencing",0,1,0,1,"henri-masson-1","summer","1900","France"
"Gaston Peltier","Male",NA,"Football",0,1,0,1,"gaston-peltier-1","summer","1900","France"
"Louis Perrée","Male",29,"Fencing",0,1,0,1,"louis-perree-1","summer","1900","France"
"Charles Perrin","Male",24,"Rowing",0,1,0,1,"charles-perrin-1","summer","1900","France"
"Gaston Ragueneau","Male",18,"Athletics",0,1,0,1,"gaston-ragueneau-1","summer","1900","France"
"Joseph Roffo","Male",21,"Tug-Of-War",0,1,0,1,"joseph-roffo-1","summer","1900","France"
"H. F. Roques","Male",NA,"Cricket",0,1,0,1,"h-f-roques-1","summer","1900","France"
"Fernand Sanz","Male",19,"Cycling",0,1,0,1,"fernand-sanz-1","summer","1900","France"
"André Six","Male",20,"Swimming",0,1,0,1,"andre-six-1","summer","1900","France"
"Daniel Soubeyran","Male",24,"Rowing",0,1,0,1,"daniel-soubeyran-1","summer","1900","France"
"Henri Tauzin","Male",21,"Athletics",0,1,0,1,"henri-tauzin-1","summer","1900","France"
"Léon Thiébaut","Male",NA,"Fencing",0,1,0,1,"leon-thiebaut-1","summer","1900","France"
"Léon Thome","Male",NA,"Equestrianism",0,1,0,1,"leon-thome-1","summer","1900","France"
"Philip Tomalin","Male",44,"Cricket",0,1,0,1,"philip-tomalin-1","summer","1900","France"
"Jules Trinité","Male",43,"Shooting",0,1,0,1,"jules-trinite-1","summer","1900","France"
"Jules Verbecke","Male",20,"Swimming, Water Polo",0,1,0,1,"jules-verbecke-1","summer","1900","France"
"Maurice Vignerot","Male",20,"Croquet",0,1,0,1,"maurice-vignerot-1","summer","1900","France"
"René Waleff","Male",25,"Rowing",0,1,0,1,"rene-waleff-1","summer","1900","France"
"�<U+0089>mile Wegelin","Male",24,"Rowing",0,1,0,1,"emile-wegelin-1","summer","1900","France"
"Lucien Baudrier","Male",38,"Sailing",0,0,1,1,"lucien-baudrier-1","summer","1900","France"
"Marcel Boulenger","Male",26,"Fencing",0,0,1,1,"marcel-boulenger-1","summer","1900","France"
"Gaston Cailleux","Male",NA,"Sailing",0,0,1,1,"gaston-cailleux-1","summer","1900","France"
"Camelin","Male",NA,"Water Polo",0,0,1,1,"camelin-1","summer","1900","France"
"Auguste Cavadini","Male",34,"Shooting",0,0,1,1,"auguste-cavadini-1","summer","1900","France"
"Justinien, Count Clary","Male",40,"Shooting",0,0,1,1,"justinien-count-clary-1","summer","1900","France"
"Jules Clévenot","Male",23,"Swimming, Water Polo",0,0,1,1,"jules-clevenot-1","summer","1900","France"
"Eugène Coulon","Male",NA,"Water Polo",0,0,1,1,"eugene-coulon-1","summer","1900","France"
"Auguste Daumain","Male",22,"Cycling",0,0,1,1,"auguste-daumain-1","summer","1900","France"
"Louis de Champsavin","Male",32,"Equestrianism",0,0,1,1,"louis-de-champsavin-1","summer","1900","France"
"de Cottignon","Male",NA,"Sailing",0,0,1,1,"de-cottignon-1","summer","1900","France"
"Guy de la Chapelle","Male",31,"Tennis",0,0,1,1,"guy-de-la-chapelle-1","summer","1900","France"
"Robert de Montesquiou-Fézensac","Male",45,"Equestrianism",0,0,1,1,"robert-de-montesquiou-fezensac-1","summer","1900","France"
"Jean, Baron de Neuflize","Male",49,"Equestrianism",0,0,1,1,"jean-baron-de-neuflize-1","summer","1900","France"
"de Prunelé","Male",NA,"Equestrianism",0,0,1,1,"de-prunele-1","summer","1900","France"
"�<U+0089>douard de Rothschild","Male",32,"Polo",0,0,1,1,"edouard-de-rothschild-1","summer","1900","France"
"Alphonse Decuyper","Male",NA,"Water Polo",0,0,1,1,"alphonse-decuyper-1","summer","1900","France"
"Carlos Deltour","Male",36,"Rowing",0,0,1,1,"carlos-deltour-1","summer","1900","France"
"Lucien Démanet","Male",25,"Gymnastics",0,0,1,1,"lucien-demanet-1","summer","1900","France"
"Auguste Donny","Male",49,"Sailing",0,0,1,1,"auguste-donny-1","summer","1900","France"
"Dubosq","Male",NA,"Sailing",0,0,1,1,"dubosq-1","summer","1900","France"
"Fardel","Male",NA,"Water Polo",0,0,1,1,"fardel-1","summer","1900","France"
"Fiolet","Male",NA,"Water Polo",0,0,1,1,"fiolet-1","summer","1900","France"
"�<U+0089>mile Fisseux","Male",32,"Archery",0,0,1,1,"emile-fisseux-1","summer","1900","France"
"Robert Fournier-Sarlovèze","Male",31,"Polo",0,0,1,1,"robert-fournier-sarloveze-1","summer","1900","France"
