"athlete","gender","age","sport","gold","silver","bronze","total","id","season","year","country"
"Alberto Lovell","Male",20,"Boxing",1,0,0,1,"alberto-lovell-1","summer","1932","Argentina"
"Carmelo Robledo","Male",20,"Boxing",1,0,0,1,"carmelo-robledo-1","summer","1932","Argentina"
"Juan Carlos Zabala","Male",20,"Athletics",1,0,0,1,"juan-carlos-zabala-1","summer","1932","Argentina"
"Amado Azar","Male",18,"Boxing",0,1,0,1,"amado-azar-1","summer","1932","Argentina"
"Héctor Berra","Male",22,"Athletics",0,0,0,0,"hector-berra-1","summer","1932","Argentina"
"Carlos Bianchi","Male",21,"Athletics",0,0,0,0,"carlos-bianchi-1","summer","1932","Argentina"
"Justo José Caraballo","Male",17,"Swimming",0,0,0,0,"justo-jose-caraballo-1","summer","1932","Argentina"
"Fernando Chacarelli","Male",27,"Athletics",0,0,0,0,"fernando-chacarelli-1","summer","1932","Argentina"
"Antonio Daneri","Male",47,"Shooting",0,0,0,0,"antonio-daneri-1","summer","1932","Argentina"
"Hermenegildo del Rosso","Male",NA,"Athletics",0,0,0,0,"hermenegildo-del-rosso-1","summer","1932","Argentina"
"Pedro Elsa","Male",30,"Athletics",0,0,0,0,"pedro-elsa-1","summer","1932","Argentina"
"Juan Gavazzo","Male",43,"Art Competitions",0,0,0,0,"juan-gavazzo-1","summer","1932","Argentina"
"Roberto Genta","Male",25,"Athletics",0,0,0,0,"roberto-genta-1","summer","1932","Argentina"
"Samuel Giacosa","Male",NA,"Athletics",0,0,0,0,"samuel-giacosa-1","summer","1932","Argentina"
"Ángel Gorordo","Male",28,"Fencing",0,0,0,0,"angel-gorordo-1","summer","1932","Argentina"
"Julio Juaneda","Male",NA,"Weightlifting",0,0,0,0,"julio-juaneda-1","summer","1932","Argentina"
"Carlos Kennedy","Male",NA,"Swimming",0,0,0,0,"carlos-kennedy-1","summer","1932","Argentina"
"Federico Kleger","Male",29,"Athletics",0,0,0,0,"federico-kleger-1","summer","1932","Argentina"
"Rafael Lang","Male",21,"Boxing",0,0,0,0,"rafael-lang-1","summer","1932","Argentina"
"Roberto Larraz","Male",33,"Fencing",0,0,0,0,"roberto-larraz-1","summer","1932","Argentina"
"Carmelo Merlo","Male",51,"Fencing",0,0,0,0,"carmelo-merlo-1","summer","1932","Argentina"
"Luis Oliva","Male",24,"Athletics",0,0,0,0,"luis-oliva-1","summer","1932","Argentina"
"Roberto Peper","Male",19,"Swimming",0,0,0,0,"roberto-peper-1","summer","1932","Argentina"
"Carlos Pereyra","Male",21,"Boxing",0,0,0,0,"carlos-pereyra-1","summer","1932","Argentina"
"José Ribas","Male",32,"Athletics",0,0,0,0,"jose-ribas-1","summer","1932","Argentina"
"Alfredo Rocca","Male",24,"Swimming",0,0,0,0,"alfredo-rocca-1","summer","1932","Argentina"
"Luis Sardella","Male",21,"Boxing",0,0,0,0,"luis-sardella-1","summer","1932","Argentina"
"Raúl Saucedo","Male",27,"Fencing",0,0,0,0,"raul-saucedo-1","summer","1932","Argentina"
"Leopoldo Tahier","Male",21,"Swimming",0,0,0,0,"leopoldo-tahier-1","summer","1932","Argentina"
"Juan Trillo","Male",23,"Boxing",0,0,0,0,"juan-trillo-1","summer","1932","Argentina"
"Rodolfo Valenzuela","Male",26,"Fencing",0,0,0,0,"rodolfo-valenzuela-1","summer","1932","Argentina"
"Eduardo Vargas","Male",22,"Boxing",0,0,0,0,"eduardo-vargas-1","summer","1932","Argentina"
"Sigfrido Vogel","Male",NA,"Shooting",0,0,0,0,"sigfrido-vogel-1","summer","1932","Argentina"
"Clare Dennis","Female",16,"Swimming",1,0,0,1,"clare-dennis-1","summer","1932","Australia"
"Dunc Gray","Male",26,"Cycling",1,0,0,1,"dunc-gray-1","summer","1932","Australia"
"Bobby Pearce","Male",26,"Rowing",1,0,0,1,"bobby-pearce-1","summer","1932","Australia"
"Bonnie Mealing","Female",19,"Swimming",0,1,0,1,"bonnie-mealing-1","summer","1932","Australia"
"Eddie Scarf","Male",23,"Wrestling",0,0,1,1,"eddie-scarf-1","summer","1932","Australia"
"Bill Barwick","Male",27,"Athletics",0,0,0,0,"bill-barwick-1","summer","1932","Australia"
"Frances Bult","Female",19,"Swimming",0,0,0,0,"frances-bult-1","summer","1932","Australia"
"Boy Charlton","Male",24,"Swimming",0,0,0,0,"boy-charlton-1","summer","1932","Australia"
"George Golding","Male",26,"Athletics",0,0,0,0,"george-golding-1","summer","1932","Australia"
"Alex Hillhouse","Male",25,"Athletics",0,0,0,0,"alex-hillhouse-1","summer","1932","Australia"
"James Quinn","Male",62,"Art Competitions",0,0,0,0,"james-quinn-1","summer","1932","Australia"
"Noel Ryan","Male",NA,"Swimming",0,0,0,0,"noel-ryan-1","summer","1932","Australia"
"Eileen Wearne","Female",20,"Athletics",0,0,0,0,"eileen-wearne-1","summer","1932","Australia"
"Nikolaus Hirschl","Male",24,"Wrestling",0,0,2,2,"nikolaus-hirschl-1","summer","1932","Austria"
