"athlete","gender","age","sport","gold","silver","bronze","total","id","season","year","country"
"Ken Kennedy","Male",22,"Speed Skating",0,0,0,0,"ken-kennedy-1","winter","1936","Australia"
"Karl Schäfer","Male",26,"Figure Skating",1,0,0,1,"karl-schafer-1","winter","1936","Austria"
"Erik Pausin","Male",15,"Figure Skating",0,1,0,1,"erik-pausin-1","winter","1936","Austria"
"Ilse Pausin","Female",16,"Figure Skating",0,1,0,1,"ilse-pausin-1","winter","1936","Austria"
"Felix Kaspar","Male",21,"Figure Skating",0,0,1,1,"felix-kaspar-1","winter","1936","Austria"
"Max Stiepl","Male",21,"Speed Skating",0,0,1,1,"max-stiepl-1","winter","1936","Austria"
"Franz Aschenwald","Male",23,"Ski Jumping",0,0,0,0,"franz-aschenwald-1","winter","1936","Austria"
"Hans Baumann","Male",26,"Cross Country Skiing, Nordic Combined",0,0,0,0,"hans-baumann-3","winter","1936","Austria"
"Eleanore Bäumel","Female",17,"Figure Skating",0,0,0,0,"eleanore-baumel-1","winter","1936","Austria"
"Franz Bednar","Male",25,"Bobsleigh",0,0,0,0,"franz-bednar-1","winter","1936","Austria"
"Robert Bednar","Male",24,"Bobsleigh",0,0,0,0,"robert-bednar-1","winter","1936","Austria"
"Harald Bosio","Male",30,"Cross Country Skiing",0,0,0,0,"harald-bosio-1","winter","1936","Austria"
"Sepp Bradl","Male",18,"Ski Jumping",0,0,0,0,"sepp-bradl-1","winter","1936","Austria"
"Franz Csöngei","Male",22,"Ice Hockey",0,0,0,0,"franz-csongei-1","winter","1936","Austria"
"Walter Delle Karth","Male",24,"Nordic Combined",0,0,0,0,"walter-delle-karth-1","winter","1936","Austria"
"Fritz Demmer","Male",24,"Ice Hockey",0,0,0,0,"fritz-demmer-1","winter","1936","Austria"
"Erich Gallwitz","Male",23,"Cross Country Skiing",0,0,0,0,"erich-gallwitz-1","winter","1936","Austria"
"Sepp Göbl","Male",30,"Ice Hockey",0,0,0,0,"sepp-gobl-1","winter","1936","Austria"
"Rudolf Höll","Male",24,"Bobsleigh",0,0,0,0,"rudolf-holl-1","winter","1936","Austria"
"Hans Jamnig","Male",23,"Cross Country Skiing",0,0,0,0,"hans-jamnig-1","winter","1936","Austria"
"Anton Kaltenberger","Male",31,"Bobsleigh",0,0,0,0,"anton-kaltenberger-1","winter","1936","Austria"
"Hubert Köstinger","Male",21,"Nordic Combined",0,0,0,0,"hubert-kostinger-1","winter","1936","Austria"
"Grete Lainer","Female",21,"Figure Skating",0,0,0,0,"grete-lainer-1","winter","1936","Austria"
"Karl Leban","Male",27,"Speed Skating",0,0,0,0,"karl-leban-1","winter","1936","Austria"
"Käthe Lettner","Female",29,"Alpine Skiing",0,0,0,0,"kathe-lettner-1","winter","1936","Austria"
"Leopold Linhart","Male",21,"Figure Skating",0,0,0,0,"leopold-linhart-1","winter","1936","Austria"
"Franz Lorenz","Male",39,"Bobsleigh",0,0,0,0,"franz-lorenz-1","winter","1936","Austria"
"Richard Lorenz","Male",34,"Bobsleigh",0,0,0,0,"richard-lorenz-1","winter","1936","Austria"
"Willy Löwinger","Male",19,"Speed Skating",0,0,0,0,"willy-lowinger-1","winter","1936","Austria"
"Markus Maier","Male",24,"Nordic Combined",0,0,0,0,"markus-maier-1","winter","1936","Austria"
"Hans Mariacher","Male",25,"Ski Jumping",0,0,0,0,"hans-mariacher-1","winter","1936","Austria"
"Hellmut May","Male",14,"Figure Skating",0,0,0,0,"hellmut-may-1","winter","1936","Austria"
"Lambert Neumaier","Male",25,"Ice Hockey",0,0,0,0,"lambert-neumaier-1","winter","1936","Austria"
"Grete Nissl","Female",24,"Alpine Skiing",0,0,0,0,"grete-nissl-1","winter","1936","Austria"
"Oskar Nowak","Male",22,"Ice Hockey",0,0,0,0,"oskar-nowak-1","winter","1936","Austria"
"Franz Ortner","Male",30,"Speed Skating",0,0,0,0,"franz-ortner-1","winter","1936","Austria"
"Ferdinand Preindl","Male",23,"Speed Skating",0,0,0,0,"ferdinand-preindl-1","winter","1936","Austria"
"Karl Prochaska","Male",21,"Speed Skating",0,0,0,0,"karl-prochaska-1","winter","1936","Austria"
"Emmy Putzinger","Female",14,"Figure Skating",0,0,0,0,"emmy-putzinger-1","winter","1936","Austria"
"Rudolf Rieger","Male",20,"Ski Jumping",0,0,0,0,"rudolf-rieger-1","winter","1936","Austria"
"Hertha Rosmini","Female",22,"Alpine Skiing",0,0,0,0,"hertha-rosmini-1","winter","1936","Austria"
"Fred Rössner","Male",24,"Cross Country Skiing",0,0,0,0,"fred-rossner-1","winter","1936","Austria"
"Hans Rottensteiner","Male",34,"Bobsleigh",0,0,0,0,"hans-rottensteiner-1","winter","1936","Austria"
"Bianca Schenk","Female",17,"Figure Skating",0,0,0,0,"bianca-schenk-1","winter","1936","Austria"
"Franz Schü�<U+009F>ler","Male",25,"Ice Hockey",0,0,0,0,"franz-schussler-1","winter","1936","Austria"
"Emil Seidler","Male",21,"Ice Hockey",0,0,0,0,"emil-seidler-1","winter","1936","Austria"
"Gustav Slanec","Male",22,"Speed Skating",0,0,0,0,"gustav-slanec-1","winter","1936","Austria"
"Willibald Stanek","Male",22,"Ice Hockey",0,0,0,0,"willibald-stanek-1","winter","1936","Austria"
"Hedy Stenuf","Female",13,"Figure Skating",0,0,0,0,"hedy-stenuf-1","winter","1936","Austria"
"Hanns Stürer","Male",36,"Bobsleigh",0,0,0,0,"hanns-sturer-1","winter","1936","Austria"
"Hans Tatzer","Male",30,"Ice Hockey",0,0,0,0,"hans-tatzer-1","winter","1936","Austria"
"Hans Trauttenberg","Male",27,"Ice Hockey",0,0,0,0,"hans-trauttenberg-1","winter","1936","Austria"
