"athlete","gender","age","sport","gold","silver","bronze","total","id","season","year","country"
"Mohammad Daoud Anwary","Male",22,"Wrestling",0,0,0,0,"mohammad-daoud-anwary-1","summer","1964","Afghanistan"
"Djan-Aka Djan","Male",NA,"Wrestling",0,0,0,0,"djan-aka-djan-1","summer","1964","Afghanistan"
"Mohammad Ebrahimi","Male",26,"Wrestling",0,0,0,0,"mohammad-ebrahimi-1","summer","1964","Afghanistan"
"Faiz Mohammad Khakshar","Male",22,"Wrestling",0,0,0,0,"faiz-mohammad-khakshar-1","summer","1964","Afghanistan"
"Nour Ullah Noor","Male",20,"Wrestling",0,0,0,0,"nour-ullah-noor-1","summer","1964","Afghanistan"
"Nour Aka Sayed","Male",20,"Wrestling",0,0,0,0,"nour-aka-sayed-1","summer","1964","Afghanistan"
"Shakar Khan Shakar","Male",24,"Wrestling",0,0,0,0,"shakar-khan-shakar-1","summer","1964","Afghanistan"
"Wahid Ullah Zaid","Male",20,"Wrestling",0,0,0,0,"wahid-ullah-zaid-1","summer","1964","Afghanistan"
"Mohamed Lazhari","Male",26,"Gymnastics",0,0,0,0,"mohamed-lazhari-1","summer","1964","Algeria"
"Carlos Moratorio","Male",34,"Equestrianism",0,1,0,1,"carlos-moratorio-1","summer","1964","Argentina"
"Héctor Acosta","Male",30,"Cycling",0,0,0,0,"hector-acosta-1","summer","1964","Argentina"
"Juan Aguilar","Male",21,"Boxing",0,0,0,0,"juan-aguilar-1","summer","1964","Argentina"
"Abel Almaraz","Male",22,"Boxing",0,0,0,0,"abel-almaraz-1","summer","1964","Argentina"
"Carlos Alberto Álvarez","Male",23,"Cycling",0,0,0,0,"carlos-alberto-alvarez-1","summer","1964","Argentina"
"Roberto Amaya","Male",20,"Boxing",0,0,0,0,"roberto-amaya-1","summer","1964","Argentina"
"Eduardo Armella","Male",36,"Shooting",0,0,0,0,"eduardo-armella-1","summer","1964","Argentina"
"Hugo Arrambide","Male",37,"Equestrianism",0,0,0,0,"hugo-arrambide-1","summer","1964","Argentina"
