"athlete","gender","age","sport","gold","silver","bronze","total","id","season","year","country"
"Frank Gailey","Male",22,"Swimming",0,3,1,4,"frank-gailey-1","summer","1904","Australia"
"Corrie Gardner","Male",25,"Athletics",0,0,0,0,"corrie-gardner-1","summer","1904","Australia"
"Julius Lenhart","Male",28,"Gymnastics",2,1,0,3,"julius-lenhart-1","summer","1904","Austria"
"Otto Wahle","Male",24,"Swimming",0,0,1,1,"otto-wahle-1","summer","1904","Austria"
"�<U+0089>lie Blanchard","Male",22,"Lacrosse",1,0,0,1,"elie-blanchard-1","summer","1904","Canada"
"Billy Brennagh","Male",26,"Lacrosse",1,0,0,1,"billy-brennagh-1","summer","1904","Canada"
"George Bretz","Male",23,"Lacrosse",1,0,0,1,"george-bretz-1","summer","1904","Canada"
"Billy Burns","Male",29,"Lacrosse",1,0,0,1,"billy-burns-1","summer","1904","Canada"
"George Cattanach","Male",25,"Lacrosse",1,0,0,1,"george-cattanach-1","summer","1904","Canada"
"Otto Christman","Male",24,"Football",1,0,0,1,"otto-christman-1","summer","1904","Canada"
"George Cloutier","Male",27,"Lacrosse",1,0,0,1,"george-cloutier-1","summer","1904","Canada"
"Sandy Cowan","Male",25,"Lacrosse",1,0,0,1,"sandy-cowan-1","summer","1904","Canada"
"�<U+0089>tienne Desmarteau","Male",31,"Athletics",1,0,0,1,"etienne-desmarteau-1","summer","1904","Canada"
"George Ducker","Male",32,"Football",1,0,0,1,"george-ducker-1","summer","1904","Canada"
"Jack Flett","Male",32,"Lacrosse",1,0,0,1,"jack-flett-1","summer","1904","Canada"
"Jack Fraser","Male",22,"Football",1,0,0,1,"jack-fraser-1","summer","1904","Canada"
"John Gourlay","Male",31,"Football",1,0,0,1,"john-gourlay-1","summer","1904","Canada"
"Sandy Hall","Male",23,"Football",1,0,0,1,"sandy-hall-1","summer","1904","Canada"
"Red Henderson","Male",22,"Football",1,0,0,1,"red-henderson-1","summer","1904","Canada"
"Benjamin Jamieson","Male",30,"Lacrosse",1,0,0,1,"benjamin-jamieson-1","summer","1904","Canada"
"Albert Johnston","Male",24,"Football",1,0,0,1,"albert-johnston-1","summer","1904","Canada"
"Stuart Laidlaw","Male",27,"Lacrosse",1,0,0,1,"stuart-laidlaw-1","summer","1904","Canada"
"Bobby Lane","Male",22,"Football",1,0,0,1,"bobby-lane-1","summer","1904","Canada"
"Ernest Linton","Male",24,"Football",1,0,0,1,"ernest-linton-1","summer","1904","Canada"
"Hilliard Lyle","Male",24,"Lacrosse",1,0,0,1,"hilliard-lyle-1","summer","1904","Canada"
"George Lyon","Male",45,"Golf",1,0,0,1,"george-lyon-1","summer","1904","Canada"
"Gordon McDonald","Male",NA,"Football",1,0,0,1,"gordon-mcdonald-1","summer","1904","Canada"
"Lawrence Pentland","Male",25,"Lacrosse",1,0,0,1,"lawrence-pentland-1","summer","1904","Canada"
"Fred Steep","Male",29,"Football",1,0,0,1,"fred-steep-1","summer","1904","Canada"
"Tom Taylor","Male",23,"Football",1,0,0,1,"tom-taylor-1","summer","1904","Canada"
"William Twaits","Male",25,"Football",1,0,0,1,"william-twaits-1","summer","1904","Canada"
