"athlete","gender","age","sport","gold","silver","bronze","total","id","season","year","country"
"Josef �<U+008C>ada","Male",27,"Gymnastics",0,0,0,0,"josef-cada-1","summer","1908","Bohemia"
"František Dušek","Male",NA,"Fencing",0,0,0,0,"frantisek-dusek-1","summer","1908","Bohemia"
"Josef Gruss","Male",23,"Tennis",0,0,0,0,"josef-gruss-1","summer","1908","Bohemia"
"Karel Halík","Male",24,"Wrestling",0,0,0,0,"karel-halik-1","summer","1908","Bohemia"
"Boris Honzátko","Male",32,"Gymnastics",0,0,0,0,"boris-honzatko-1","summer","1908","Bohemia"
"Bohuslav Hykš","Male",18,"Tennis",0,0,0,0,"bohuslav-hyks-1","summer","1908","Bohemia"
"Arnošt Nejedlý","Male",24,"Athletics",0,0,0,0,"arnost-nejedly-1","summer","1908","Bohemia"
"David Slíva","Male",NA,"Tennis",0,0,0,0,"david-sliva-1","summer","1908","Bohemia"
"František Souček","Male",NA,"Athletics",0,0,0,0,"frantisek-soucek-1","summer","1908","Bohemia"
"Miroslav Šustera","Male",30,"Athletics, Wrestling",0,0,0,0,"miroslav-sustera-1","summer","1908","Bohemia"
"Vilém Tvrzský","Male",NA,"Fencing",0,0,0,0,"vilem-tvrzsky-1","summer","1908","Bohemia"
"Jaroslav Týfa","Male",NA,"Wrestling",0,0,0,0,"jaroslav-tyfa-1","summer","1908","Bohemia"
"Ladislav Žemla","Male",20,"Tennis",0,0,0,0,"ladislav-zemla-1","summer","1908","Bohemia"
"Walter Ewing","Male",30,"Shooting",1,1,0,2,"walter-ewing-1","summer","1908","Canada"
"Bobby Kerr","Male",25,"Athletics",1,0,1,2,"bobby-kerr-1","summer","1908","Canada"
"George Beattie","Male",30,"Shooting",0,2,0,2,"george-beattie-1","summer","1908","Canada"
"Gordon Balfour","Male",25,"Rowing",0,0,2,2,"gordon-balfour-1","summer","1908","Canada"
"Becher Gale","Male",21,"Rowing",0,0,2,2,"becher-gale-1","summer","1908","Canada"
"Charles Riddy","Male",23,"Rowing",0,0,2,2,"charles-riddy-1","summer","1908","Canada"
"Geoffrey Taylor","Male",18,"Rowing",0,0,2,2,"geoffrey-taylor-1","summer","1908","Canada"
"Paddy Brennan","Male",30,"Lacrosse",1,0,0,1,"paddy-brennan-1","summer","1908","Canada"
"Jack Broderick","Male",32,"Lacrosse",1,0,0,1,"jack-broderick-1","summer","1908","Canada"
"Doc Campbell","Male",30,"Lacrosse",1,0,0,1,"doc-campbell-1","summer","1908","Canada"
"Gus Dillon","Male",NA,"Lacrosse",1,0,0,1,"gus-dillon-1","summer","1908","Canada"
"Frank Dixon","Male",30,"Lacrosse",1,0,0,1,"frank-dixon-1","summer","1908","Canada"
"Richard Duckett","Male",23,"Lacrosse",1,0,0,1,"richard-duckett-1","summer","1908","Canada"
"Tom Gorman","Male",21,"Lacrosse",1,0,0,1,"tom-gorman-1","summer","1908","Canada"
"Ernie Hamilton","Male",25,"Lacrosse",1,0,0,1,"ernie-hamilton-1","summer","1908","Canada"
"Henny Hoobin","Male",29,"Lacrosse",1,0,0,1,"henny-hoobin-1","summer","1908","Canada"
"Clary MacKerrow","Male",31,"Lacrosse",1,0,0,1,"clary-mackerrow-1","summer","1908","Canada"
"George Rennie","Male",25,"Lacrosse",1,0,0,1,"george-rennie-1","summer","1908","Canada"
"Sandy Turnbull","Male",35,"Lacrosse",1,0,0,1,"sandy-turnbull-1","summer","1908","Canada"
"Mylie Fletcher","Male",NA,"Shooting",0,1,0,1,"mylie-fletcher-1","summer","1908","Canada"
"Garfield MacDonald","Male",26,"Athletics",0,1,0,1,"garfield-macdonald-1","summer","1908","Canada"
"David McMackon","Male",50,"Shooting",0,1,0,1,"david-mcmackon-1","summer","1908","Canada"
"George Vivian","Male",35,"Shooting",0,1,0,1,"george-vivian-1","summer","1908","Canada"
"Arthur Westover","Male",43,"Shooting",0,1,0,1,"arthur-westover-1","summer","1908","Canada"
"Will Anderson","Male",NA,"Cycling",0,0,1,1,"will-anderson-1","summer","1908","Canada"
"Walt Andrews","Male",27,"Cycling",0,0,1,1,"walt-andrews-1","summer","1908","Canada"
"Ed Archibald","Male",24,"Athletics",0,0,1,1,"ed-archibald-1","summer","1908","Canada"
"Cal Bricker","Male",23,"Athletics",0,0,1,1,"cal-bricker-1","summer","1908","Canada"
"Aubert Côté","Male",27,"Wrestling",0,0,1,1,"aubert-cote-1","summer","1908","Canada"
"Charles Crowe","Male",40,"Shooting",0,0,1,1,"charles-crowe-1","summer","1908","Canada"
"William Eastcott","Male",24,"Shooting",0,0,1,1,"william-eastcott-1","summer","1908","Canada"
"Norway Jackes","Male",26,"Rowing",0,0,1,1,"norway-jackes-1","summer","1908","Canada"
"Harry Kerr","Male",51,"Shooting",0,0,1,1,"harry-kerr-1","summer","1908","Canada"
"Douglas Kertland","Male",20,"Rowing",0,0,1,1,"douglas-kertland-1","summer","1908","Canada"
"Walter Lewis","Male",22,"Rowing",0,0,1,1,"walter-lewis-1","summer","1908","Canada"
"Fred McCarthy","Male",26,"Cycling",0,0,1,1,"fred-mccarthy-1","summer","1908","Canada"
"Dugald McInnes","Male",30,"Shooting",0,0,1,1,"dugald-mcinnes-1","summer","1908","Canada"
"William Morton","Male",27,"Cycling",0,0,1,1,"william-morton-1","summer","1908","Canada"
"Irvine Robertson","Male",25,"Rowing",0,0,1,1,"irvine-robertson-1","summer","1908","Canada"
"William Smith","Male",30,"Shooting",0,0,1,1,"william-smith-3","summer","1908","Canada"
"Julius Thomson","Male",25,"Rowing",0,0,1,1,"julius-thomson-2","summer","1908","Canada"
"Frederick Toms","Male",23,"Rowing",0,0,1,1,"frederick-toms-1","summer","1908","Canada"
"Con Walsh","Male",23,"Athletics",0,0,1,1,"con-walsh-1","summer","1908","Canada"
"Bruce Williams","Male",NA,"Shooting",0,0,1,1,"bruce-williams-1","summer","1908","Canada"
"Joe Wright, Sr.","Male",44,"Rowing",0,0,1,1,"joe-wright-sr-1","summer","1908","Canada"
"George Barber","Male",23,"Athletics",0,0,0,0,"george-barber-1","summer","1908","Canada"
"Dave Beland","Male",21,"Athletics",0,0,0,0,"dave-beland-1","summer","1908","Canada"
"Walter Bowler","Male",NA,"Rowing",0,0,0,0,"walter-bowler-1","summer","1908","Canada"
"Charles Brown","Male",NA,"Tennis",0,0,0,0,"charles-brown-1","summer","1908","Canada"
"Sydney Brown","Male",34,"Shooting",0,0,0,0,"sydney-brown-1","summer","1908","Canada"
"Don Buddo","Male",21,"Athletics",0,0,0,0,"don-buddo-1","summer","1908","Canada"
"Arthur Burn","Male",28,"Athletics",0,0,0,0,"arthur-burn-1","summer","1908","Canada"
"Jack Caffery","Male",28,"Athletics",0,0,0,0,"jack-caffery-1","summer","1908","Canada"
"Eddie Cotter","Male",20,"Athletics",0,0,0,0,"eddie-cotter-1","summer","1908","Canada"
"Orville Elliott","Male",22,"Gymnastics",0,0,0,0,"orville-elliott-1","summer","1908","Canada"
"Thomas Elmitt","Male",37,"Shooting",0,0,0,0,"thomas-elmitt-1","summer","1908","Canada"
"John Fitzgerald","Male",21,"Athletics",0,0,0,0,"john-fitzgerald-3","summer","1908","Canada"
"John Foulkes","Male",35,"Tennis",0,0,0,0,"john-foulkes-1","summer","1908","Canada"
"James Freeborn","Male",NA,"Shooting",0,0,0,0,"james-freeborn-1","summer","1908","Canada"
"William Galbraith","Male",23,"Athletics",0,0,0,0,"william-galbraith-1","summer","1908","Canada"
"Bert Goldsbro","Male",23,"Athletics",0,0,0,0,"bert-goldsbro-1","summer","1908","Canada"
"George Goulding","Male",22,"Athletics",0,0,0,0,"george-goulding-1","summer","1908","Canada"
"James Jones","Male",NA,"Shooting",0,0,0,0,"james-jones-2","summer","1908","Canada"
"Allan Keith","Male",19,"Gymnastics",0,0,0,0,"allan-keith-1","summer","1908","Canada"
"Harry Lawson","Male",NA,"Athletics",0,0,0,0,"harry-lawson-1","summer","1908","Canada"
"George Lister","Male",21,"Athletics",0,0,0,0,"george-lister-1","summer","1908","Canada"
"Tom Longboat","Male",20,"Athletics",0,0,0,0,"tom-longboat-1","summer","1908","Canada"
"Frank Lukeman","Male",22,"Athletics",0,0,0,0,"frank-lukeman-1","summer","1908","Canada"
"Arthur Martin","Male",NA,"Shooting",0,0,0,0,"arthur-martin-1","summer","1908","Canada"
"Fred Meadows","Male",NA,"Athletics",0,0,0,0,"fred-meadows-1","summer","1908","Canada"
"Frank Morris","Male",29,"Shooting",0,0,0,0,"frank-morris-1","summer","1908","Canada"
"Percy Nobbs","Male",32,"Fencing",0,0,0,0,"percy-nobbs-1","summer","1908","Canada"
"Fred Noseworthy","Male",NA,"Athletics",0,0,0,0,"fred-noseworthy-1","summer","1908","Canada"
"Frank Parker","Male",NA,"Shooting",0,0,0,0,"frank-parker-1","summer","1908","Canada"
"Irving Parkes","Male",21,"Athletics",0,0,0,0,"irving-parkes-1","summer","1908","Canada"
"Bobby Powell","Male",27,"Tennis",0,0,0,0,"bobby-powell-1","summer","1908","Canada"
"George Rowe","Male",NA,"Shooting",0,0,0,0,"george-rowe-1","summer","1908","Canada"
"Ted Savage","Male",21,"Athletics",0,0,0,0,"ted-savage-1","summer","1908","Canada"
"Lou Scholes","Male",27,"Rowing",0,0,0,0,"lou-scholes-1","summer","1908","Canada"
"Lou Sebert","Male",21,"Athletics",0,0,0,0,"lou-sebert-1","summer","1908","Canada"
"Fred Simpson","Male",NA,"Athletics",0,0,0,0,"fred-simpson-1","summer","1908","Canada"
"Arthur Steele","Male",NA,"Shooting",0,0,0,0,"arthur-steele-1","summer","1908","Canada"
"Jack Tait","Male",19,"Athletics",0,0,0,0,"jack-tait-1","summer","1908","Canada"
"Fred Utton","Male",35,"Shooting",0,0,0,0,"fred-utton-1","summer","1908","Canada"
"William Wood","Male",27,"Athletics",0,0,0,0,"william-wood-3","summer","1908","Canada"
"Harry Young","Male",NA,"Cycling",0,0,0,0,"harry-young-1","summer","1908","Canada"
"Robert Zimmerman","Male",26,"Diving, Swimming",0,0,0,0,"robert-zimmerman-1","summer","1908","Canada"
"Marius Andersen","Male",23,"Football",0,1,0,1,"marius-andersen-1","summer","1908","Denmark"
"Harald Bohr","Male",21,"Football",0,1,0,1,"harald-bohr-1","summer","1908","Denmark"
"Charles Buchwald","Male",27,"Football",0,1,0,1,"charles-buchwald-1","summer","1908","Denmark"
"Ludvig Dam","Male",24,"Swimming",0,1,0,1,"ludvig-dam-1","summer","1908","Denmark"
"Ludwig Drescher","Male",26,"Football",0,1,0,1,"ludwig-drescher-1","summer","1908","Denmark"
"Johannes Gandil","Male",34,"Football",0,1,0,1,"johannes-gandil-1","summer","1908","Denmark"
"Harald Hansen","Male",24,"Football",0,1,0,1,"harald-hansen-1","summer","1908","Denmark"
"August Lindgren","Male",24,"Football",0,1,0,1,"august-lindgren-1","summer","1908","Denmark"
"Christian Middelboe","Male",27,"Football",0,1,0,1,"christian-middelboe-1","summer","1908","Denmark"
"Nils Middelboe","Male",20,"Football",0,1,0,1,"nils-middelboe-1","summer","1908","Denmark"
"Oscar Nielsen","Male",25,"Football",0,1,0,1,"oscar-nielsen-1","summer","1908","Denmark"
"Sofus Nielsen","Male",20,"Football",0,1,0,1,"sofus-nielsen-1","summer","1908","Denmark"
"Bjørn Rasmussen","Male",22,"Football",0,1,0,1,"bjorn-rasmussen-1","summer","1908","Denmark"
"Vilhelm Wolfhagen","Male",18,"Football",0,1,0,1,"vilhelm-wolfhagen-1","summer","1908","Denmark"
"Anders Andersen","Male",26,"Wrestling",0,0,1,1,"anders-andersen-1","summer","1908","Denmark"
"Carl Jensen","Male",25,"Wrestling",0,0,1,1,"carl-jensen-2","summer","1908","Denmark"
"Søren Jensen","Male",28,"Wrestling",0,0,1,1,"soren-jensen-3","summer","1908","Denmark"
"Harald Agger","Male",19,"Athletics",0,0,0,0,"harald-agger-1","summer","1908","Denmark"
"Carl C. Andersen","Male",NA,"Gymnastics",0,0,0,0,"carl-c-andersen-1","summer","1908","Denmark"
"Niels Andersen","Male",40,"Shooting",0,0,0,0,"niels-andersen-1","summer","1908","Denmark"
"Otto Becker","Male",20,"Fencing",0,0,0,0,"otto-becker-2","summer","1908","Denmark"
"Hans Bredmose","Male",19,"Gymnastics",0,0,0,0,"hans-bredmose-1","summer","1908","Denmark"
"Carl Carlsen","Male",27,"Wrestling",0,0,0,0,"carl-carlsen-1","summer","1908","Denmark"
"Christian Carlsen","Male",22,"Wrestling",0,0,0,0,"christian-carlsen-1","summer","1908","Denmark"
"Jens Chievitz","Male",19,"Gymnastics",0,0,0,0,"jens-chievitz-1","summer","1908","Denmark"
"Harald Christensen","Male",24,"Wrestling",0,0,0,0,"harald-christensen-2","summer","1908","Denmark"
"Niels Christian Christensen","Male",27,"Shooting",0,0,0,0,"niels-christian-christensen-1","summer","1908","Denmark"
"Johannes Eriksen","Male",18,"Wrestling",0,0,0,0,"johannes-eriksen-1","summer","1908","Denmark"
"Arvor Hansen","Male",21,"Gymnastics",0,0,0,0,"arvor-hansen-1","summer","1908","Denmark"
"Christian Hansen","Male",16,"Gymnastics",0,0,0,0,"christian-hansen-1","summer","1908","Denmark"
"Hemming Hansen","Male",23,"Boxing",0,0,0,0,"hemming-hansen-1","summer","1908","Denmark"
"Ingvardt Hansen","Male",NA,"Gymnastics",0,0,0,0,"ingvardt-hansen-1","summer","1908","Denmark"
"Rudy Hansen","Male",19,"Athletics",0,0,0,0,"rudy-hansen-1","summer","1908","Denmark"
"Einar Hermann","Male",29,"Gymnastics",0,0,0,0,"einar-hermann-1","summer","1908","Denmark"
"Julius Hillemann-Jensen","Male",47,"Shooting",0,0,0,0,"julius-hillemann-jensen-1","summer","1908","Denmark"
"Valdemar Holberg","Male",24,"Boxing",0,0,0,0,"valdemar-holberg-1","summer","1908","Denmark"
"Aage Holm","Male",18,"Swimming",0,0,0,0,"aage-holm-1","summer","1908","Denmark"
"Knud Holm","Male",21,"Gymnastics",0,0,0,0,"knud-holm-1","summer","1908","Denmark"
"Poul Holm","Male",19,"Gymnastics, Swimming",0,0,0,0,"poul-holm-1","summer","1908","Denmark"
"Oluf Husted-Nielsen","Male",19,"Gymnastics",0,0,0,0,"oluf-husted-nielsen-1","summer","1908","Denmark"
"Arne Højme","Male",23,"Athletics",0,0,0,0,"arne-hojme-1","summer","1908","Denmark"
"Charles Jensen","Male",22,"Gymnastics",0,0,0,0,"charles-jensen-1","summer","1908","Denmark"
"Gorm Jensen","Male",22,"Gymnastics",0,0,0,0,"gorm-jensen-1","summer","1908","Denmark"
"Lorents Jensen","Male",44,"Shooting",0,0,0,0,"lorents-jensen-1","summer","1908","Denmark"
"Hendrik Johansen","Male",19,"Gymnastics",0,0,0,0,"hendrik-johansen-1","summer","1908","Denmark"
"Frantz Oscar Jørgensen","Male",26,"Fencing",0,0,0,0,"frantz-oscar-jorgensen-1","summer","1908","Denmark"
"Julius Jørgensen","Male",27,"Athletics",0,0,0,0,"julius-jorgensen-1","summer","1908","Denmark"
"Harald Klem","Male",23,"Gymnastics, Swimming",0,0,0,0,"harald-klem-1","summer","1908","Denmark"
"Harald Krenchel","Male",23,"Fencing",0,0,0,0,"harald-krenchel-1","summer","1908","Denmark"
"Svend Langkjær","Male",21,"Athletics",0,0,0,0,"svend-langkjaer-1","summer","1908","Denmark"
"Axel Larsson","Male",22,"Wrestling",0,0,0,0,"axel-larsson-1","summer","1908","Denmark"
"Niels Laursen","Male",27,"Shooting",0,0,0,0,"niels-laursen-1","summer","1908","Denmark"
"Ejnar Levison","Male",27,"Fencing",0,0,0,0,"ejnar-levison-1","summer","1908","Denmark"
"Poul Liebst","Male",22,"Shooting",0,0,0,0,"poul-liebst-1","summer","1908","Denmark"
