"Fipscode","State","Geographic.area","Population","Land.Area.in.square.miles"
15001,"Hawaii","County of Hawaii",185079,4028.42
15003,"Hawaii","City and County of Honolulu",953207,600.74
15007,"Hawaii","County of Kauai",67091,619.96
15009,"Hawaii","County of Maui",154834,1161.52
