"athlete","gender","age","sport","gold","silver","bronze","total","id","season","year","country"
"Mohammad Aktar","Male",17,"Wrestling",0,0,0,0,"mohammad-aktar-1","summer","1980","Afghanistan"
"Mohammad Aynutdin","Male",25,"Wrestling",0,0,0,0,"mohammad-aynutdin-1","summer","1980","Afghanistan"
"Rabani Ghulam","Male",28,"Boxing",0,0,0,0,"rabani-ghulam-1","summer","1980","Afghanistan"
"Mohammad Halilula","Male",28,"Wrestling",0,0,0,0,"mohammad-halilula-1","summer","1980","Afghanistan"
"Sakhidad Hamidi","Male",27,"Wrestling",0,0,0,0,"sakhidad-hamidi-1","summer","1980","Afghanistan"
"Ahmadjan Khasan","Male",23,"Wrestling",0,0,0,0,"ahmadjan-khasan-1","summer","1980","Afghanistan"
"Esmail Mohammad","Male",19,"Boxing",0,0,0,0,"esmail-mohammad-1","summer","1980","Afghanistan"
"Ahmad Nesar","Male",21,"Boxing",0,0,0,0,"ahmad-nesar-1","summer","1980","Afghanistan"
"Ghulam Sanay","Male",23,"Wrestling",0,0,0,0,"ghulam-sanay-1","summer","1980","Afghanistan"
"Ibrahim Shudzandin","Male",29,"Wrestling",0,0,0,0,"ibrahim-shudzandin-1","summer","1980","Afghanistan"
"Khojawahid Zahedi","Male",20,"Wrestling",0,0,0,0,"khojawahid-zahedi-1","summer","1980","Afghanistan"
"El-Hachemi Abdenouz","Male",24,"Athletics",0,0,0,0,"el-hachemi-abdenouz-1","summer","1980","Algeria"
"Berkane Adda","Male",21,"Judo",0,0,0,0,"berkane-adda-1","summer","1980","Algeria"
"Saïd Admane","Male",NA,"Wrestling",0,0,0,0,"said-admane-1","summer","1980","Algeria"
"Mehdi Aidet","Male",26,"Athletics",0,0,0,0,"mehdi-aidet-1","summer","1980","Algeria"
"Ali Akacha","Male",26,"Handball",0,0,0,0,"ali-akacha-1","summer","1980","Algeria"
"Mourad Amara","Male",21,"Football",0,0,0,0,"mourad-amara-1","summer","1980","Algeria"
"Salah Assad","Male",22,"Football",0,0,0,0,"salah-assad-1","summer","1980","Algeria"
"Omar Azzeb","Male",20,"Handball",0,0,0,0,"omar-azzeb-1","summer","1980","Algeria"
"Lahcen Babaci","Male",23,"Athletics",0,0,0,0,"lahcen-babaci-1","summer","1980","Algeria"
"Abdel Atif Bakir","Male",23,"Handball",0,0,0,0,"abdel-atif-bakir-1","summer","1980","Algeria"
"Boualem Bel Alouane","Male",19,"Boxing",0,0,0,0,"boualem-bel-alouane-1","summer","1980","Algeria"
"Othmane Belfaa","Male",18,"Athletics",0,0,0,0,"othmane-belfaa-1","summer","1980","Algeria"
"Lakhdar Belloumi","Male",21,"Football",0,0,0,0,"lakhdar-belloumi-1","summer","1980","Algeria"
"Djillali Ben Brahim","Male",27,"Judo",0,0,0,0,"djillali-ben-brahim-1","summer","1980","Algeria"
"Abdel Krim Ben Djemil","Male",20,"Handball",0,0,0,0,"abdel-krim-ben-djemil-1","summer","1980","Algeria"
"Taj Ben Saoula","Male",25,"Football",0,0,0,0,"taj-ben-saoula-1","summer","1980","Algeria"
"Mohamed Bendahmane","Male",22,"Swimming",0,0,0,0,"mohamed-bendahmane-1","summer","1980","Algeria"
"Abdel Atif Bergheul","Male",NA,"Handball",0,0,0,0,"abdel-atif-bergheul-1","summer","1980","Algeria"
"Abdelhakim Bitat","Male",16,"Swimming",0,0,0,0,"abdelhakim-bitat-1","summer","1980","Algeria"
"Azzedine Bouzerar","Male",27,"Handball",0,0,0,0,"azzedine-bouzerar-1","summer","1980","Algeria"
"Abderrahmane Derouaz","Male",24,"Football",0,0,0,0,"abderrahmane-derouaz-1","summer","1980","Algeria"
"Ahcen Djeffal","Male",27,"Handball",0,0,0,0,"ahcen-djeffal-1","summer","1980","Algeria"
"Ahmed Farfar","Male",27,"Handball",0,0,0,0,"ahmed-farfar-1","summer","1980","Algeria"
"Ali Fergani","Male",27,"Football",0,0,0,0,"ali-fergani-1","summer","1980","Algeria"
"Mohamed Ghrib","Male",20,"Football",0,0,0,0,"mohamed-ghrib-1","summer","1980","Algeria"
"Mohamed Gouni","Male",33,"Weightlifting",0,0,0,0,"mohamed-gouni-1","summer","1980","Algeria"
"Mahmoud Guendouz","Male",27,"Football",0,0,0,0,"mahmoud-guendouz-1","summer","1980","Algeria"
"Rachid Habchaoui","Male",30,"Athletics",0,0,0,0,"rachid-habchaoui-1","summer","1980","Algeria"
"Mohamed Hachaichi","Male",29,"Wrestling",0,0,0,0,"mohamed-hachaichi-1","summer","1980","Algeria"
"Mohamed Halimi","Male",22,"Swimming",0,0,0,0,"mohamed-halimi-1","summer","1980","Algeria"
"Abdel Krim Hamiche","Male",21,"Handball",0,0,0,0,"abdel-krim-hamiche-1","summer","1980","Algeria"
"Tahar Hamou","Male",20,"Fencing",0,0,0,0,"tahar-hamou-1","summer","1980","Algeria"
"Derradji Harek","Male",20,"Athletics",0,0,0,0,"derradji-harek-1","summer","1980","Algeria"
"Kamel Hebri","Male",NA,"Handball",0,0,0,0,"kamel-hebri-1","summer","1980","Algeria"
"Mohamed Kheddis","Male",28,"Football",0,0,0,0,"mohamed-kheddis-1","summer","1980","Algeria"
"Saleh Larbes","Male",27,"Football",0,0,0,0,"saleh-larbes-1","summer","1980","Algeria"
"Mohamed Machou","Male",22,"Handball",0,0,0,0,"mohamed-machou-1","summer","1980","Algeria"
"Abdel Madjid Mada","Male",27,"Athletics",0,0,0,0,"abdel-madjid-mada-1","summer","1980","Algeria"
"Rabah Madjer","Male",21,"Football",0,0,0,0,"rabah-madjer-1","summer","1980","Algeria"
"Bouzid Mahiouz","Male",28,"Football",0,0,0,0,"bouzid-mahiouz-1","summer","1980","Algeria"
"Mouloud Mekhnache","Male",NA,"Handball",0,0,0,0,"mouloud-mekhnache-1","summer","1980","Algeria"
"Djamel Menad","Male",19,"Football",0,0,0,0,"djamel-menad-1","summer","1980","Algeria"
"Chaabane Merzekane","Male",21,"Football",0,0,0,0,"chaabane-merzekane-1","summer","1980","Algeria"
"Rashid Mokhrani","Male",20,"Handball",0,0,0,0,"rashid-mokhrani-1","summer","1980","Algeria"
"Abderrahmane Morceli","Male",23,"Athletics",0,0,0,0,"abderrahmane-morceli-1","summer","1980","Algeria"
"Mohamed Moualek","Male",23,"Wrestling",0,0,0,0,"mohamed-moualek-1","summer","1980","Algeria"
"Ahmed Moussa","Male",28,"Judo",0,0,0,0,"ahmed-moussa-1","summer","1980","Algeria"
"Abdel Hamid Sahil","Male",23,"Athletics",0,0,0,0,"abdel-hamid-sahil-1","summer","1980","Algeria"
"Ahmed Saïd","Male",27,"Boxing",0,0,0,0,"ahmed-said-1","summer","1980","Algeria"
"Abdel Madjid Slimani","Male",21,"Handball",0,0,0,0,"abdel-madjid-slimani-1","summer","1980","Algeria"
"Ahmed Tarbi","Male",26,"Weightlifting",0,0,0,0,"ahmed-tarbi-1","summer","1980","Algeria"
"Reda Yadi","Male",17,"Swimming",0,0,0,0,"reda-yadi-1","summer","1980","Algeria"
"Djamel Yahiouche","Male",21,"Swimming",0,0,0,0,"djamel-yahiouche-1","summer","1980","Algeria"
"Omar Yousfi","Male",24,"Weightlifting",0,0,0,0,"omar-yousfi-1","summer","1980","Algeria"
"Francesco Gaset","Male",33,"Shooting",0,0,0,0,"francesco-gaset-1","summer","1980","Andorra"
"Joan Tomas","Male",29,"Shooting",0,0,0,0,"joan-tomas-1","summer","1980","Andorra"
"Abílio Cabral","Male",20,"Boxing",0,0,0,0,"abilio-cabral-1","summer","1980","Angola"
"Alberto Coelho","Male",18,"Boxing",0,0,0,0,"alberto-coelho-1","summer","1980","Angola"
"Ilídio Coelho","Male",19,"Athletics",0,0,0,0,"ilidio-coelho-1","summer","1980","Angola"
"Marcos Daniel","Male",18,"Swimming",0,0,0,0,"marcos-daniel-1","summer","1980","Angola"
"José Luís de Almeida","Male",19,"Boxing",0,0,0,0,"jose-luis-de-almeida-1","summer","1980","Angola"
"Rubén Inácio","Male",21,"Athletics",0,0,0,0,"ruben-inacio-1","summer","1980","Angola"
"Jorge Lima","Male",13,"Swimming",0,0,0,0,"jorge-lima-1","summer","1980","Angola"
"Francisco Lopes dos Santos","Male",18,"Swimming",0,0,0,0,"francisco-lopes-dos-santos-1","summer","1980","Angola"
"Fernando Lopes","Male",15,"Swimming",0,0,0,0,"fernando-lopes-1","summer","1980","Angola"
