"athlete","gender","age","sport","gold","silver","bronze","total","id","season","year","country"
"Rohullah Nikpai","Male",21,"Taekwondo",0,0,1,1,"rohullah-nikpai-1","summer","2008","Afghanistan"
"Masoud Azizi","Male",23,"Athletics",0,0,0,0,"masoud-azizi-1","summer","2008","Afghanistan"
"Nesar Ahmad Bahawi","Male",24,"Taekwondo",0,0,0,0,"nesar-ahmad-bahawi-1","summer","2008","Afghanistan"
"Robina Muqim Yaar","Female",22,"Athletics",0,0,0,0,"robina-muqim-yaar-1","summer","2008","Afghanistan"
"Romela Begaj","Female",21,"Weightlifting",0,0,0,0,"romela-begaj-1","summer","2008","Albania"
"Dorian �<U+0087>ollaku","Male",31,"Athletics",0,0,0,0,"dorian-collaku-1","summer","2008","Albania"
"Elis Guri","Male",25,"Wrestling",0,0,0,0,"elis-guri-1","summer","2008","Albania"
"Sidni Hoxha","Male",16,"Swimming",0,0,0,0,"sidni-hoxha-1","summer","2008","Albania"
"Lindita Kodra","Female",46,"Shooting",0,0,0,0,"lindita-kodra-1","summer","2008","Albania"
"Rovena Marku","Female",21,"Swimming",0,0,0,0,"rovena-marku-1","summer","2008","Albania"
"Sahit Prizreni","Male",26,"Wrestling",0,0,0,0,"sahit-prizreni-1","summer","2008","Albania"
"Erkand Qerimaj","Male",19,"Weightlifting",0,0,0,0,"erkand-qerimaj-1","summer","2008","Albania"
"Klodiana Shala","Female",28,"Athletics",0,0,0,0,"klodiana-shala-1","summer","2008","Albania"
"Edmond Topalli","Male",28,"Judo",0,0,0,0,"edmond-topalli-1","summer","2008","Albania"
"Gert Trasha","Male",20,"Weightlifting",0,0,0,0,"gert-trasha-1","summer","2008","Albania"
"Amar Benikhlef","Male",26,"Judo",0,1,0,1,"amar-benikhlef-1","summer","2008","Algeria"
"Soraya Haddad","Female",23,"Judo",0,0,1,1,"soraya-haddad-1","summer","2008","Algeria"
"Mouni Abderrahim","Female",22,"Volleyball",0,0,0,0,"mouni-abderrahim-1","summer","2008","Algeria"
"Tassadit Aïssou","Female",19,"Volleyball",0,0,0,0,"tassadit-aissou-1","summer","2008","Algeria"
"Kamel Ait Daoud","Male",23,"Rowing",0,0,0,0,"kamel-ait-daoud-1","summer","2008","Algeria"
"Souad Aït Salem","Female",29,"Athletics",0,0,0,0,"souad-ait-salem-1","summer","2008","Algeria"
"Mohamed Ameur","Male",23,"Athletics",0,0,0,0,"mohamed-ameur-1","summer","2008","Algeria"
"Hassane Azzoun","Male",28,"Judo",0,0,0,0,"hassane-azzoun-1","summer","2008","Algeria"
"Mounir Benamadi","Male",26,"Judo",0,0,0,0,"mounir-benamadi-1","summer","2008","Algeria"
"Abdelhafid Benchabla","Male",21,"Boxing",0,0,0,0,"abdelhafid-benchabla-1","summer","2008","Algeria"
"Nassima Benhamouda","Female",34,"Volleyball",0,0,0,0,"nassima-benhamouda-1","summer","2008","Algeria"
"Hadia Bentaleb","Female",27,"Fencing",0,0,0,0,"hadia-bentaleb-1","summer","2008","Algeria"
"Samir Bouguerra","Male",26,"Wrestling",0,0,0,0,"samir-bouguerra-1","summer","2008","Algeria"
"Tarek Boukensa","Male",26,"Athletics",0,0,0,0,"tarek-boukensa-1","summer","2008","Algeria"
"Safia Boukhima","Female",17,"Volleyball",0,0,0,0,"safia-boukhima-1","summer","2008","Algeria"
"Kamal Boulahfane","Male",32,"Athletics",0,0,0,0,"kamal-boulahfane-1","summer","2008","Algeria"
"Hichem Chabane","Male",19,"Cycling",0,0,0,0,"hichem-chabane-1","summer","2008","Algeria"
"Abdelkader Chadi","Male",21,"Boxing",0,0,0,0,"abdelkader-chadi-1","summer","2008","Algeria"
"Sofiane Daid","Male",25,"Swimming",0,0,0,0,"sofiane-daid-1","summer","2008","Algeria"
"Chaouki Dries","Male",27,"Rowing",0,0,0,0,"chaouki-dries-1","summer","2008","Algeria"
"Mohamed Ryad Garidi","Male",30,"Rowing",0,0,0,0,"mohamed-ryad-garidi-1","summer","2008","Algeria"
"Mehdi Hamama","Male",23,"Swimming",0,0,0,0,"mehdi-hamama-1","summer","2008","Algeria"
"Salim Iles","Male",33,"Swimming",0,0,0,0,"salim-iles-1","summer","2008","Algeria"
"Nabil Kassel","Male",24,"Boxing",0,0,0,0,"nabil-kassel-1","summer","2008","Algeria"
"Nabil Kebbab","Male",24,"Swimming",0,0,0,0,"nabil-kebbab-1","summer","2008","Algeria"
"Anissa Khelfaoui","Female",16,"Fencing",0,0,0,0,"anissa-khelfaoui-1","summer","2008","Algeria"
"Idir Khourta","Male",22,"Table Tennis",0,0,0,0,"idir-khourta-1","summer","2008","Algeria"
"Hamza Kramou","Male",20,"Boxing",0,0,0,0,"hamza-kramou-1","summer","2008","Algeria"
"Nabil Lasmari","Male",30,"Badminton",0,0,0,0,"nabil-lasmari-1","summer","2008","Algeria"
"Leila Françoise Lassouani","Female",31,"Weightlifting",0,0,0,0,"leila-francoise-lassouani-1","summer","2008","Algeria"
"Lila Latrous","Female",29,"Judo",0,0,0,0,"lila-latrous-1","summer","2008","Algeria"
"Narimène Madani","Female",24,"Volleyball",0,0,0,0,"narimene-madani-1","summer","2008","Algeria"
"Nabil Madi","Male",27,"Athletics",0,0,0,0,"nabil-madi-1","summer","2008","Algeria"
"Rabia Makhloufi","Male",21,"Athletics",0,0,0,0,"rabia-makhloufi-1","summer","2008","Algeria"
"Nadjim Manseur","Male",20,"Athletics",0,0,0,0,"nadjim-manseur-1","summer","2008","Algeria"
"Nawal Mansouri","Female",23,"Volleyball",0,0,0,0,"nawal-mansouri-1","summer","2008","Algeria"
"Mahrez Mebarek","Male",23,"Swimming",0,0,0,0,"mahrez-mebarek-1","summer","2008","Algeria"
"Widad Mendil","Female",25,"Athletics",0,0,0,0,"widad-mendil-1","summer","2008","Algeria"
"Amar Meridja","Male",32,"Judo",0,0,0,0,"amar-meridja-1","summer","2008","Algeria"
