"athlete","gender","age","sport","gold","silver","bronze","total","id","season","year","country"
"Ahmad Shah Abouwi","Male",NA,"Hockey",0,0,0,0,"ahmad-shah-abouwi-1","summer","1956","Afghanistan"
"Bakhteyar Gulam Mangal","Male",NA,"Hockey",0,0,0,0,"bakhteyar-gulam-mangal-1","summer","1956","Afghanistan"
"Abdul Kadir Nuristani","Male",NA,"Hockey",0,0,0,0,"abdul-kadir-nuristani-1","summer","1956","Afghanistan"
"Din Mohammad Nuristani","Male",NA,"Hockey",0,0,0,0,"din-mohammad-nuristani-1","summer","1956","Afghanistan"
"Jahan Gulam Nuristani","Male",NA,"Hockey",0,0,0,0,"jahan-gulam-nuristani-1","summer","1956","Afghanistan"
"Mohammad Amin Nuristani","Male",NA,"Hockey",0,0,0,0,"mohammad-amin-nuristani-1","summer","1956","Afghanistan"
"Noor Ullah Nuristani","Male",NA,"Hockey",0,0,0,0,"noor-ullah-nuristani-1","summer","1956","Afghanistan"
"Ramazan Nuristani","Male",NA,"Hockey",0,0,0,0,"ramazan-nuristani-1","summer","1956","Afghanistan"
"Ghazi Salah-ud-Din","Male",NA,"Hockey",0,0,0,0,"ghazi-salah-ud-din-1","summer","1956","Afghanistan"
"Mohammad Anis Sherzai","Male",NA,"Hockey",0,0,0,0,"mohammad-anis-sherzai-1","summer","1956","Afghanistan"
"Khan Nasrullah Totakhail","Male",NA,"Hockey",0,0,0,0,"khan-nasrullah-totakhail-1","summer","1956","Afghanistan"
"Najam Yahya","Male",NA,"Hockey",0,0,0,0,"najam-yahya-1","summer","1956","Afghanistan"
"Humberto Selvetti","Male",24,"Weightlifting",0,1,0,1,"humberto-selvetti-1","summer","1956","Argentina"
"Víctor Zalazar","Male",23,"Boxing",0,0,1,1,"victor-zalazar-1","summer","1956","Argentina"
"Isabel Avellán","Female",23,"Athletics",0,0,0,0,"isabel-avellan-1","summer","1956","Argentina"
"Boris Belada","Male",36,"Sailing",0,0,0,0,"boris-belada-1","summer","1956","Argentina"
"Esteban Berisso","Male",19,"Sailing",0,0,0,0,"esteban-berisso-1","summer","1956","Argentina"
"León Bozzi","Male",28,"Shooting",0,0,0,0,"leon-bozzi-1","summer","1956","Argentina"
"Jorge Brown","Male",NA,"Sailing",0,0,0,0,"jorge-brown-1","summer","1956","Argentina"
"Oscar Cervo","Male",36,"Shooting",0,0,0,0,"oscar-cervo-1","summer","1956","Argentina"
"Adolfo Díaz","Male",NA,"Wrestling",0,0,0,0,"adolfo-diaz-1","summer","1956","Argentina"
"Rodolfo Díaz","Male",20,"Boxing",0,0,0,0,"rodolfo-diaz-1","summer","1956","Argentina"
"Tristán Falfán","Male",17,"Boxing",0,0,0,0,"tristan-falfan-1","summer","1956","Argentina"
"Francisco Gelaberti","Male",21,"Boxing",0,0,0,0,"francisco-gelaberti-1","summer","1956","Argentina"
"Juan Gindre","Male",36,"Shooting",0,0,0,0,"juan-gindre-1","summer","1956","Argentina"
"José Giorgetti","Male",22,"Boxing",0,0,0,0,"jose-giorgetti-1","summer","1956","Argentina"
"Günther Kruse","Male",22,"Athletics",0,0,0,0,"gunther-kruse-1","summer","1956","Argentina"
"Ovidio Lagos","Male",NA,"Sailing",0,0,0,0,"ovidio-lagos-1","summer","1956","Argentina"
"Abel Laudonio","Male",18,"Boxing",0,0,0,0,"abel-laudonio-1","summer","1956","Argentina"
"Antonio Marcilla","Male",22,"Boxing",0,0,0,0,"antonio-marcilla-1","summer","1956","Argentina"
"Alberto Martijena","Male",NA,"Shooting",0,0,0,0,"alberto-martijena-1","summer","1956","Argentina"
"Santiago Massini","Male",42,"Fencing",0,0,0,0,"santiago-massini-1","summer","1956","Argentina"
"Francisco Núñez","Male",32,"Boxing",0,0,0,0,"francisco-nunez-1","summer","1956","Argentina"
"Arnoldo Pekelharing","Male",20,"Sailing",0,0,0,0,"arnoldo-pekelharing-1","summer","1956","Argentina"
"Luis Ribera","Male",27,"Modern Pentathlon",0,0,0,0,"luis-ribera-1","summer","1956","Argentina"
"Juan Rolón","Male",26,"Wrestling",0,0,0,0,"juan-rolon-1","summer","1956","Argentina"
"Alberto Sáenz","Male",27,"Boxing",0,0,0,0,"alberto-saenz-1","summer","1956","Argentina"
"Jorge Alberto Salas","Male",42,"Sailing",0,0,0,0,"jorge-alberto-salas-1","summer","1956","Argentina"
"Carlos Seigeshifer","Male",NA,"Weightlifting",0,0,0,0,"carlos-seigeshifer-1","summer","1956","Argentina"
"Carmelo Tomaselli","Male",18,"Boxing",0,0,0,0,"carmelo-tomaselli-1","summer","1956","Argentina"
"Betty Cuthbert","Female",18,"Athletics",3,0,0,3,"betty-cuthbert-1","summer","1956","Australia"
"Murray Rose","Male",17,"Swimming",3,0,0,3,"murray-rose-1","summer","1956","Australia"
"Lorraine Crapp","Female",18,"Swimming",2,1,0,3,"lorraine-crapp-1","summer","1956","Australia"
"Dawn Fraser","Female",19,"Swimming",2,1,0,3,"dawn-fraser-1","summer","1956","Australia"
"Jon Henricks","Male",21,"Swimming",2,0,0,2,"jon-henricks-1","summer","1956","Australia"
"Shirley Strickland de la Hunty","Female",31,"Athletics",2,0,0,2,"shirley-strickland-de-la-hunty-1","summer","1956","Australia"
"John Devitt","Male",19,"Swimming",1,1,0,2,"john-devitt-1","summer","1956","Australia"
"Gary Chapman","Male",19,"Swimming",1,0,1,2,"gary-chapman-1","summer","1956","Australia"
"Faith Leech","Female",15,"Swimming",1,0,1,2,"faith-leech-1","summer","1956","Australia"
"Marlene Mathews-Willard","Female",22,"Athletics",0,0,2,2,"marlene-mathews-willard-1","summer","1956","Australia"
"Ian Browne","Male",25,"Cycling",1,0,0,1,"ian-browne-1","summer","1956","Australia"
"Norma Croker-Fleming","Female",22,"Athletics",1,0,0,1,"norma-croker-fleming-1","summer","1956","Australia"
"Elizabeth Fraser","Female",15,"Swimming",1,0,0,1,"elizabeth-fraser-1","summer","1956","Australia"
"Murray Garretty","Male",NA,"Swimming",1,0,0,1,"murray-garretty-1","summer","1956","Australia"
"Margaret Gibson","Female",18,"Swimming",1,0,0,1,"margaret-gibson-2","summer","1956","Australia"
"Graham Hamilton","Male",NA,"Swimming",1,0,0,1,"graham-hamilton-1","summer","1956","Australia"
"Tony Marchant","Male",19,"Cycling",1,0,0,1,"tony-marchant-1","summer","1956","Australia"
"Fleur Mellor","Female",20,"Athletics",1,0,0,1,"fleur-mellor-1","summer","1956","Australia"
"Sandra Morgan","Female",14,"Swimming",1,0,0,1,"sandra-morgan-1","summer","1956","Australia"
"Kevin O'Halloran","Male",19,"Swimming",1,0,0,1,"kevin-ohalloran-1","summer","1956","Australia"
"David Theile","Male",18,"Swimming",1,0,0,1,"david-theile-1","summer","1956","Australia"
"Graham Gipson","Male",24,"Athletics",0,1,0,1,"graham-gipson-1","summer","1956","Australia"
"John Goodman","Male",19,"Athletics",0,1,0,1,"john-goodman-1","summer","1956","Australia"
"Kevan Gosper","Male",22,"Athletics",0,1,0,1,"kevan-gosper-1","summer","1956","Australia"
"Leon Gregory","Male",23,"Athletics",0,1,0,1,"leon-gregory-1","summer","1956","Australia"
"David Lean","Male",21,"Athletics",0,1,0,1,"david-lean-1","summer","1956","Australia"
"Stuart MacKenzie","Male",19,"Rowing",0,1,0,1,"stuart-mackenzie-1","summer","1956","Australia"
"John Monckton","Male",18,"Swimming",0,1,0,1,"john-monckton-1","summer","1956","Australia"
"Charles Porter","Male",20,"Athletics",0,1,0,1,"charles-porter-1","summer","1956","Australia"
"John Scott","Male",NA,"Sailing",0,1,0,1,"john-scott-1","summer","1956","Australia"
