"athlete","gender","age","sport","gold","silver","bronze","total","id","season","year","country"
"Ioannis Mitropoulos","Male",NA,"Gymnastics",1,0,0,1,"ioannis-mitropoulos-1","summer","1896","Greece"
"Leon Pyrgos","Male",NA,"Fencing",1,0,0,1,"leon-pyrgos-1","summer","1896","Greece"
"Ioannis Andreou","Male",NA,"Swimming",0,1,0,1,"ioannis-andreou-1","summer","1896","Greece"
"Miltiadis Gouskos","Male",NA,"Athletics",0,1,0,1,"miltiadis-gouskos-1","summer","1896","Greece"
"Tilemakhos Karakalos","Male",NA,"Fencing",0,1,0,1,"tilemakhos-karakalos-1","summer","1896","Greece"
"Spyros Khazapis","Male",NA,"Swimming",0,1,0,1,"spyros-khazapis-1","summer","1896","Greece"
"Georgios Koletis","Male",NA,"Cycling",0,1,0,1,"georgios-koletis-1","summer","1896","Greece"
"Panagiotis Paraskevopoulos","Male",NA,"Athletics",0,1,0,1,"panagiotis-paraskevopoulos-1","summer","1896","Greece"
"Pavlos Pavlidis","Male",NA,"Shooting",0,1,0,1,"pavlos-pavlidis-1","summer","1896","Greece"
"Antonios Pepanos","Male",NA,"Swimming",0,1,0,1,"antonios-pepanos-1","summer","1896","Greece"
"Dimitrios Petrokokkinos","Male",17,"Tennis",0,1,0,1,"dimitrios-petrokokkinos-1","summer","1896","Greece"
"Georgios Tsitas","Male",NA,"Wrestling",0,1,0,1,"georgios-tsitas-1","summer","1896","Greece"
"Kharilaos Vasilakos","Male",NA,"Athletics",0,1,0,1,"kharilaos-vasilakos-1","summer","1896","Greece"
"Thomas Xenakis","Male",21,"Gymnastics",0,1,0,1,"thomas-xenakis-1","summer","1896","Greece"
"Evangelos Damaskos","Male",NA,"Athletics",0,0,1,1,"evangelos-damaskos-1","summer","1896","Greece"
"Nikolaos Dorakis","Male",NA,"Shooting",0,0,1,1,"nikolaos-dorakis-1","summer","1896","Greece"
"Dimitrios Drivas","Male",NA,"Swimming",0,0,1,1,"dimitrios-drivas-1","summer","1896","Greece"
"Dimitrios Golemis","Male",21,"Athletics",0,0,1,1,"dimitrios-golemis-1","summer","1896","Greece"
"Filippos Karvelas","Male",NA,"Gymnastics",0,0,1,1,"filippos-karvelas-1","summer","1896","Greece"
"Efstathios Khorafas","Male",NA,"Swimming",0,0,1,1,"efstathios-khorafas-1","summer","1896","Greece"
"Stefanos Khristopoulos","Male",NA,"Wrestling",0,0,1,1,"stefanos-khristopoulos-1","summer","1896","Greece"
"Dimitrios Loundras","Male",10,"Gymnastics",0,0,1,1,"dimitrios-loundras-1","summer","1896","Greece"
"Alexandros Nikolopoulos","Male",NA,"Weightlifting",0,0,1,1,"alexandros-nikolopoulos-2","summer","1896","Greece"
"Georgios Papasideris","Male",NA,"Athletics, Weightlifting",0,0,1,1,"georgios-papasideris-1","summer","1896","Greece"
"Konstantinos Paspatis","Male",17,"Tennis",0,0,1,1,"konstantinos-paspatis-1","summer","1896","Greece"
"Ioannis Persakis","Male",NA,"Athletics",0,0,1,1,"ioannis-persakis-1","summer","1896","Greece"
"Petros Persakis","Male",NA,"Gymnastics",0,0,1,1,"petros-persakis-1","summer","1896","Greece"
"Periklis Pierrakos-Mavromikhalis","Male",NA,"Fencing",0,0,1,1,"periklis-pierrakos-mavromikhalis-1","summer","1896","Greece"
"Ioannis Theodoropoulos","Male",NA,"Athletics",0,0,1,1,"ioannis-theodoropoulos-1","summer","1896","Greece"
"Nikolaos Trikoupis","Male",NA,"Shooting",0,0,1,1,"nikolaos-trikoupis-1","summer","1896","Greece"
"Athanasios Vouros","Male",NA,"Fencing",0,0,1,1,"athanasios-vouros-1","summer","1896","Greece"
"Aristidis Akratopoulos","Male",NA,"Tennis",0,0,0,0,"aristidis-akratopoulos-1","summer","1896","Greece"
"Kostas Akratopoulos","Male",NA,"Tennis",0,0,0,0,"kostas-akratopoulos-1","summer","1896","Greece"
"Anastasios Andreou","Male",NA,"Athletics",0,0,0,0,"anastasios-andreou-1","summer","1896","Greece"
"Georgios Anninos","Male",NA,"Swimming",0,0,0,0,"georgios-anninos-1","summer","1896","Greece"
"Antelothanasis","Male",NA,"Shooting",0,0,0,0,"antelothanasis-1","summer","1896","Greece"
"Georgios Aspiotis","Male",NA,"Cycling",0,0,0,0,"georgios-aspiotis-1","summer","1896","Greece"
"Spyridon Belokas","Male",NA,"Athletics",0,0,0,0,"spyridon-belokas-1","summer","1896","Greece"
"Dimitrios Deligiannis","Male",NA,"Athletics",0,0,0,0,"dimitrios-deligiannis-2","summer","1896","Greece"
"Georgios Diamantis","Male",NA,"Shooting",0,0,0,0,"georgios-diamantis-1","summer","1896","Greece"
"Alexios Fetsis","Male",NA,"Shooting",0,0,0,0,"alexios-fetsis-1","summer","1896","Greece"
"Angelos Fetsis","Male",NA,"Athletics",0,0,0,0,"angelos-fetsis-1","summer","1896","Greece"
"D. Frangopoulos","Male",NA,"Tennis",0,0,0,0,"d-frangopoulos-1","summer","1896","Greece"
"Georgios Gennimatas","Male",NA,"Athletics",0,0,0,0,"georgios-gennimatas-1","summer","1896","Greece"
"Evangelos Gerakakis","Male",NA,"Athletics",0,0,0,0,"evangelos-gerakakis-1","summer","1896","Greece"
"Georgios Grigoriou","Male",NA,"Athletics",0,0,0,0,"georgios-grigoriou-1","summer","1896","Greece"
"Georgios Iatridis","Male",NA,"Fencing",0,0,0,0,"georgios-iatridis-1","summer","1896","Greece"
"Miltiadis Iatrou","Male",NA,"Cycling",0,0,0,0,"miltiadis-iatrou-1","summer","1896","Greece"
"Ilias Kafetzis","Male",NA,"Athletics",0,0,0,0,"ilias-kafetzis-1","summer","1896","Greece"
"G. Karagiannopoulos","Male",NA,"Shooting",0,0,0,0,"g-karagiannopoulos-1","summer","1896","Greece"
"Karakatsanis","Male",NA,"Shooting",0,0,0,0,"karakatsanis-1","summer","1896","Greece"
"Konstantinos Karakatsanis","Male",NA,"Athletics",0,0,0,0,"konstantinos-karakatsanis-1","summer","1896","Greece"
"N. Katravas","Male",NA,"Swimming",0,0,0,0,"n-katravas-1","summer","1896","Greece"
"Alexandros Khalkokondylis","Male",NA,"Athletics",0,0,0,0,"alexandros-khalkokondylis-1","summer","1896","Greece"
"Khatzidakis","Male",NA,"Shooting",0,0,0,0,"khatzidakis-1","summer","1896","Greece"
"Dimitrios Khristopoulos","Male",NA,"Athletics",0,0,0,0,"dimitrios-khristopoulos-1","summer","1896","Greece"
"Alexandros Khrysafos","Male",NA,"Swimming",0,0,0,0,"alexandros-khrysafos-1","summer","1896","Greece"
"Konstantinos Komninos-Miliotis","Male",NA,"Fencing",0,0,0,0,"konstantinos-komninos-miliotis-1","summer","1896","Greece"
"Konstantinos Konstantinou","Male",NA,"Cycling",0,0,0,0,"konstantinos-konstantinou-1","summer","1896","Greece"
"Sokratis Lagoudakis","Male",NA,"Athletics",0,0,0,0,"sokratis-lagoudakis-1","summer","1896","Greece"
"Leonidas Lanngakis","Male",NA,"Shooting",0,0,0,0,"leonidas-lanngakis-1","summer","1896","Greece"
"Georgios Lavrentis","Male",NA,"Athletics",0,0,0,0,"georgios-lavrentis-1","summer","1896","Greece"
"Nikolaos Levidis","Male",27,"Shooting",0,0,0,0,"nikolaos-levidis-1","summer","1896","Greece"
"Loverdos","Male",NA,"Cycling",0,0,0,0,"loverdos-1","summer","1896","Greece"
"Stamatios Masouris","Male",NA,"Athletics",0,0,0,0,"stamatios-masouris-1","summer","1896","Greece"
"Anastasios Metaxas","Male",34,"Shooting",0,0,0,0,"anastasios-metaxas-1","summer","1896","Greece"
"Xenon Mikhailidis","Male",NA,"Shooting",0,0,0,0,"xenon-mikhailidis-1","summer","1896","Greece"
"Moustakopoulos","Male",NA,"Shooting",0,0,0,0,"moustakopoulos-1","summer","1896","Greece"
"Pantazidis","Male",NA,"Shooting",0,0,0,0,"pantazidis-1","summer","1896","Greece"
"Antonios Papaioannou","Male",NA,"Gymnastics",0,0,0,0,"antonios-papaioannou-1","summer","1896","Greece"
"Eleftherios Papasymeon","Male",NA,"Athletics",0,0,0,0,"eleftherios-papasymeon-1","summer","1896","Greece"
"Georgios Paraskevopoulos","Male",NA,"Cycling",0,0,0,0,"georgios-paraskevopoulos-1","summer","1896","Greece"
"Patsouris","Male",NA,"Shooting",0,0,0,0,"patsouris-1","summer","1896","Greece"
"Aristovoulos Petmezas","Male",NA,"Gymnastics, Shooting",0,0,0,0,"aristovoulos-petmezas-1","summer","1896","Greece"
"Platis","Male",NA,"Shooting",0,0,0,0,"platis-1","summer","1896","Greece"
"Ioannis Poulos","Male",NA,"Fencing",0,0,0,0,"ioannis-poulos-1","summer","1896","Greece"
"Evangelos Rallis","Male",NA,"Tennis",0,0,0,0,"evangelos-rallis-1","summer","1896","Greece"
"Sanidis","Male",NA,"Shooting",0,0,0,0,"sanidis-1","summer","1896","Greece"
"Athanasios Skaltsogiannis","Male",NA,"Athletics",0,0,0,0,"athanasios-skaltsogiannis-1","summer","1896","Greece"
"Spyridon Stais","Male",NA,"Shooting",0,0,0,0,"spyridon-stais-1","summer","1896","Greece"
"Alexandros Theofilakis","Male",NA,"Shooting",0,0,0,0,"alexandros-theofilakis-1","summer","1896","Greece"
"Ioannis Theofilakis","Male",NA,"Shooting",0,0,0,0,"ioannis-theofilakis-1","summer","1896","Greece"
"Dimitri Tombrof","Male",18,"Athletics",0,0,0,0,"dimitri-tombrof-1","summer","1896","Greece"
"A. Tryfiatis-Trypiapis","Male",NA,"Cycling",0,0,0,0,"a-tryfiatis-trypiapis-1","summer","1896","Greece"
"Leonidas Tsiklitiras","Male",NA,"Gymnastics",0,0,0,0,"leonidas-tsiklitiras-1","summer","1896","Greece"
"Georgios Valakakis","Male",NA,"Fencing",0,0,0,0,"georgios-valakakis-1","summer","1896","Greece"
"Vavis","Male",NA,"Shooting",0,0,0,0,"vavis-1","summer","1896","Greece"
"Ioannis Vourakis","Male",NA,"Shooting",0,0,0,0,"ioannis-vourakis-1","summer","1896","Greece"
"Ioannis Vrettos","Male",NA,"Athletics",0,0,0,0,"ioannis-vrettos-1","summer","1896","Greece"
"Vasilios Xydas","Male",NA,"Athletics",0,0,0,0,"vasilios-xydas-1","summer","1896","Greece"
"Khristos Zoumis","Male",NA,"Athletics",0,0,0,0,"khristos-zoumis-1","summer","1896","Greece"
"Alfréd Hajós","Male",18,"Swimming",2,0,0,2,"alfred-hajos-1","summer","1896","Hungary"
"Nándor Dáni","Male",24,"Athletics",0,1,0,1,"nandor-dani-1","summer","1896","Hungary"
"Gyula Kellner","Male",24,"Athletics",0,0,1,1,"gyula-kellner-1","summer","1896","Hungary"
"Alajos Szokoly","Male",24,"Athletics",0,0,1,1,"alajos-szokoly-1","summer","1896","Hungary"
"Momcsilló Tapavicza","Male",23,"Tennis, Weightlifting, Wrestling",0,0,1,1,"momcsillo-tapavicza-1","summer","1896","Hungary"
"Gyula Kakas","Male",NA,"Gymnastics",0,0,0,0,"gyula-kakas-1","summer","1896","Hungary"
"Dezs�<U+0091> Wein","Male",23,"Gymnastics",0,0,0,0,"dezso-wein-1","summer","1896","Hungary"
"Giuseppe Rivabella","Male",NA,"Shooting",0,0,0,0,"giuseppe-rivabella-1","summer","1896","Italy"
"Henrik Sjöberg","Male",21,"Athletics, Gymnastics",0,0,0,0,"henrik-sjoberg-1","summer","1896","Sweden"
"Louis Zutter","Male",30,"Gymnastics",1,2,0,3,"louis-zutter-1","summer","1896","Switzerland"
"Albert Baumann","Male",NA,"Shooting",0,0,0,0,"albert-baumann-1","summer","1896","Switzerland"
"Charles Champaud","Male",NA,"Gymnastics",0,0,0,0,"charles-champaud-1","summer","1896","Switzerland"
"Bob Garrett","Male",20,"Athletics",2,2,0,4,"bob-garrett-1","summer","1896","United States"
"James B. Connolly","Male",27,"Athletics",1,1,1,3,"james-b-connolly-1","summer","1896","United States"
"Tom Burke","Male",21,"Athletics",2,0,0,2,"tom-burke-1","summer","1896","United States"
"Ellery Clark","Male",22,"Athletics",2,0,0,2,"ellery-clark-1","summer","1896","United States"
"Sumner Paine","Male",27,"Shooting",1,1,0,2,"sumner-paine-1","summer","1896","United States"
"Tom Curtis","Male",23,"Athletics",1,0,0,1,"tom-curtis-1","summer","1896","United States"
"Bill Hoyt","Male",20,"Athletics",1,0,0,1,"bill-hoyt-1","summer","1896","United States"
"John Paine","Male",25,"Shooting",1,0,0,1,"john-paine-1","summer","1896","United States"
"Arthur C. Blake","Male",24,"Athletics",0,1,0,1,"arthur-c-blake-1","summer","1896","United States"
"Herbert Jamison","Male",20,"Athletics",0,1,0,1,"herbert-jamison-1","summer","1896","United States"
"Albert Tyler","Male",24,"Athletics",0,1,0,1,"albert-tyler-1","summer","1896","United States"
"Frank Lane","Male",21,"Athletics",0,0,1,1,"frank-lane-1","summer","1896","United States"
"Charles Waldstein","Male",40,"Shooting",0,0,0,0,"charles-waldstein-1","summer","1896","United States"
"Gardner Williams","Male",18,"Swimming",0,0,0,0,"gardner-williams-1","summer","1896","United States"
