"athlete","gender","age","sport","gold","silver","bronze","total","id","season","year","country"
"Sokol Bishanaku","Male",21,"Weightlifting",0,0,0,0,"sokol-bishanaku-1","summer","1992","Albania"
"Fatmir Bushi","Male",28,"Weightlifting",0,0,0,0,"fatmir-bushi-1","summer","1992","Albania"
"Dede Dekaj","Male",22,"Weightlifting",0,0,0,0,"dede-dekaj-1","summer","1992","Albania"
"Frank Leskaj","Male",21,"Swimming",0,0,0,0,"frank-leskaj-1","summer","1992","Albania"
"Alma Qeramixhi","Female",28,"Athletics",0,0,0,0,"alma-qeramixhi-1","summer","1992","Albania"
"Kristo Robo","Male",43,"Shooting",0,0,0,0,"kristo-robo-1","summer","1992","Albania"
"Enkelejda Shehu","Female",23,"Shooting",0,0,0,0,"enkelejda-shehu-1","summer","1992","Albania"
"Hassiba Boulmerka","Female",24,"Athletics",1,0,0,1,"hassiba-boulmerka-1","summer","1992","Algeria"
"Hocine Soltani","Male",19,"Boxing",0,0,1,1,"hocine-soltani-1","summer","1992","Algeria"
"Réda Abdenouz","Male",23,"Athletics",0,0,0,0,"reda-abdenouz-1","summer","1992","Algeria"
"Azzedine Basbas","Male",25,"Weightlifting",0,0,0,0,"azzedine-basbas-1","summer","1992","Algeria"
"Aïssa Bel Aout","Male",23,"Athletics",0,0,0,0,"aissa-bel-aout-1","summer","1992","Algeria"
"Abderzak Bella","Male",21,"Swimming",0,0,0,0,"abderzak-bella-1","summer","1992","Algeria"
"Mazouz Ben Djedaa","Male",24,"Wrestling",0,0,0,0,"mazouz-ben-djedaa-1","summer","1992","Algeria"
"Mohamed Ben Guesmia","Male",19,"Boxing",0,0,0,0,"mohamed-ben-guesmia-1","summer","1992","Algeria"
"El-Tayeb El-Hadj Ben Khelfallah","Male",22,"Volleyball",0,0,0,0,"el-tayeb-el-hadj-ben-khelfallah-1","summer","1992","Algeria"
"Krimo Bernaoui","Male",25,"Volleyball",0,0,0,0,"krimo-bernaoui-1","summer","1992","Algeria"
"Youssef Bouguerra","Male",22,"Wrestling",0,0,0,0,"youssef-bouguerra-1","summer","1992","Algeria"
"Laïd Bouneb","Male",19,"Boxing",0,0,0,0,"laid-bouneb-1","summer","1992","Algeria"
"Azzedine Brahmi","Male",25,"Athletics",0,0,0,0,"azzedine-brahmi-1","summer","1992","Algeria"
"Meziane Dahmani","Male",27,"Judo",0,0,0,0,"meziane-dahmani-1","summer","1992","Algeria"
"Ali Dif","Male",23,"Volleyball",0,0,0,0,"ali-dif-1","summer","1992","Algeria"
"Ahmed Dine","Male",27,"Boxing",0,0,0,0,"ahmed-dine-1","summer","1992","Algeria"
"Faycal Gharzouli","Male",22,"Volleyball",0,0,0,0,"faycal-gharzouli-1","summer","1992","Algeria"
"Mohamed Haioun","Male",23,"Boxing",0,0,0,0,"mohamed-haioun-1","summer","1992","Algeria"
"Abdel Hakim Harkat","Male",24,"Judo",0,0,0,0,"abdel-hakim-harkat-1","summer","1992","Algeria"
"Lotfi Khaïda","Male",23,"Athletics",0,0,0,0,"lotfi-khaida-1","summer","1992","Algeria"
"Abdel Kader Klouchi","Male",23,"Athletics",0,0,0,0,"abdel-kader-klouchi-1","summer","1992","Algeria"
"Mourad Malaoui","Male",24,"Volleyball",0,0,0,0,"mourad-malaoui-1","summer","1992","Algeria"
"Noureddine Meziane","Male",29,"Boxing",0,0,0,0,"noureddine-meziane-1","summer","1992","Algeria"
"Noureddine Morceli","Male",22,"Athletics",0,0,0,0,"noureddine-morceli-1","summer","1992","Algeria"
"Yacine Mousli","Male",25,"Athletics",0,0,0,0,"yacine-mousli-1","summer","1992","Algeria"
"Mohamed Salmi","Male",28,"Athletics",0,0,0,0,"mohamed-salmi-1","summer","1992","Algeria"
"Adel Sennoun","Male",24,"Volleyball",0,0,0,0,"adel-sennoun-1","summer","1992","Algeria"
"Mourad Sennoun","Male",30,"Volleyball",0,0,0,0,"mourad-sennoun-1","summer","1992","Algeria"
"Yacine Sheikh","Male",26,"Boxing",0,0,0,0,"yacine-sheikh-1","summer","1992","Algeria"
"Salima Souakri","Female",17,"Judo",0,0,0,0,"salima-souakri-1","summer","1992","Algeria"
"Foudil Taalba","Male",25,"Volleyball",0,0,0,0,"foudil-taalba-1","summer","1992","Algeria"
"Faycal Tellouche","Male",23,"Volleyball",0,0,0,0,"faycal-tellouche-1","summer","1992","Algeria"
"Lies Tizioualou","Male",27,"Volleyball",0,0,0,0,"lies-tizioualou-1","summer","1992","Algeria"
"Abdel Manaane Yahiaoui","Male",25,"Weightlifting",0,0,0,0,"abdel-manaane-yahiaoui-1","summer","1992","Algeria"
"Slimane Zengli","Male",27,"Boxing",0,0,0,0,"slimane-zengli-1","summer","1992","Algeria"
"Eric Brown","Male",23,"Weightlifting",0,0,0,0,"eric-brown-1","summer","1992","American Samoa"
"Maselino Masoe","Male",26,"Boxing",0,0,0,0,"maselino-masoe-1","summer","1992","American Samoa"
"Mika Masoe","Male",28,"Boxing",0,0,0,0,"mika-masoe-1","summer","1992","American Samoa"
"Joan Besoli","Male",32,"Shooting",0,0,0,0,"joan-besoli-1","summer","1992","Andorra"
"Juan González","Male",19,"Cycling",0,0,0,0,"juan-gonzalez-1","summer","1992","Andorra"
"Antoni Molne","Male",23,"Judo",0,0,0,0,"antoni-molne-1","summer","1992","Andorra"
"Maggy Moreno","Female",24,"Athletics",0,0,0,0,"maggy-moreno-1","summer","1992","Andorra"
