"athlete","gender","age","sport","gold","silver","bronze","total","id","season","year","country"
"Masoud Azizi","Male",19,"Athletics",0,0,0,0,"masoud-azizi-1","summer","2004","Afghanistan"
"Bashir Ahmad Rahmati","Male",19,"Wrestling",0,0,0,0,"bashir-ahmad-rahmati-1","summer","2004","Afghanistan"
"Friba Razayee","Female",18,"Judo",0,0,0,0,"friba-razayee-1","summer","2004","Afghanistan"
"Basharmal Sultani","Male",19,"Boxing",0,0,0,0,"basharmal-sultani-1","summer","2004","Afghanistan"
"Robina Muqim Yaar","Female",18,"Athletics",0,0,0,0,"robina-muqim-yaar-1","summer","2004","Afghanistan"
"Dorian �<U+0087>ollaku","Male",27,"Athletics",0,0,0,0,"dorian-collaku-1","summer","2004","Albania"
"Kreshnik Gjata","Male",21,"Swimming",0,0,0,0,"kreshnik-gjata-1","summer","2004","Albania"
"Rovena Marku","Female",17,"Swimming",0,0,0,0,"rovena-marku-1","summer","2004","Albania"
"Sahit Prizreni","Male",22,"Wrestling",0,0,0,0,"sahit-prizreni-1","summer","2004","Albania"
"Klodiana Shala","Female",24,"Athletics",0,0,0,0,"klodiana-shala-1","summer","2004","Albania"
"Gert Trasha","Male",16,"Weightlifting",0,0,0,0,"gert-trasha-1","summer","2004","Albania"
"Theoharis Trasha","Male",19,"Weightlifting",0,0,0,0,"theoharis-trasha-1","summer","2004","Albania"
"Khoudir Aggoune","Male",23,"Athletics",0,0,0,0,"khoudir-aggoune-1","summer","2004","Algeria"
"Mohamed Aich","Male",23,"Rowing",0,0,0,0,"mohamed-aich-1","summer","2004","Algeria"
"Souad Aït Salem","Female",25,"Athletics",0,0,0,0,"souad-ait-salem-1","summer","2004","Algeria"
"Moussa Aouanouk","Male",32,"Athletics",0,0,0,0,"moussa-aouanouk-1","summer","2004","Algeria"
"Nasria Baghdad-Azaïdj","Female",32,"Athletics",0,0,0,0,"nasria-baghdad-azaidj-1","summer","2004","Algeria"
"Hadj Bel Kheir","Male",27,"Boxing",0,0,0,0,"hadj-bel-kheir-1","summer","2004","Algeria"
"Sami Belgroun","Male",29,"Judo",0,0,0,0,"sami-belgroun-1","summer","2004","Algeria"
"Saïd Belhout","Male",29,"Athletics",0,0,0,0,"said-belhout-1","summer","2004","Algeria"
"Reda Ben Chehima","Male",26,"Fencing",0,0,0,0,"reda-ben-chehima-1","summer","2004","Algeria"
"Raouf Benabid","Male",19,"Swimming",0,0,0,0,"raouf-benabid-1","summer","2004","Algeria"
"Nafaa Benami","Male",29,"Weightlifting",0,0,0,0,"nafaa-benami-1","summer","2004","Algeria"
"Samir Benchenaf","Male",24,"Wrestling",0,0,0,0,"samir-benchenaf-1","summer","2004","Algeria"
"Amar Benikhlef","Male",22,"Judo",0,0,0,0,"amar-benikhlef-1","summer","2004","Algeria"
"Mustapha Bennacer","Male",27,"Athletics",0,0,0,0,"mustapha-bennacer-1","summer","2004","Algeria"
"Nassim Islam Bernaoui","Male",27,"Fencing",0,0,0,0,"nassim-islam-bernaoui-1","summer","2004","Algeria"
"Raouf Salim Bernaoui","Male",28,"Fencing",0,0,0,0,"raouf-salim-bernaoui-1","summer","2004","Algeria"
"Mohamed Bouaichaoui","Male",25,"Judo",0,0,0,0,"mohamed-bouaichaoui-1","summer","2004","Algeria"
"Leila Boucetta","Female",17,"Table Tennis",0,0,0,0,"leila-boucetta-1","summer","2004","Algeria"
"Mohamed Boudjadja","Male",20,"Table Tennis",0,0,0,0,"mohamed-boudjadja-1","summer","2004","Algeria"
"Tarek Boukensa","Male",22,"Athletics",0,0,0,0,"tarek-boukensa-1","summer","2004","Algeria"
"Kamal Boulahfane","Male",28,"Athletics",0,0,0,0,"kamal-boulahfane-1","summer","2004","Algeria"
"Malik Bouziane","Male",26,"Boxing",0,0,0,0,"malik-bouziane-1","summer","2004","Algeria"
"Sabria Dahane","Female",19,"Swimming",0,0,0,0,"sabria-dahane-1","summer","2004","Algeria"
"Sofiane Daid","Male",21,"Swimming",0,0,0,0,"sofiane-daid-1","summer","2004","Algeria"
"Abderrahmane Daidj","Male",27,"Fencing",0,0,0,0,"abderrahmane-daidj-1","summer","2004","Algeria"
"Abdel Hakim Djaziri","Male",23,"Table Tennis",0,0,0,0,"abdel-hakim-djaziri-1","summer","2004","Algeria"
"Sofiane El-Azizi","Male",25,"Fencing",0,0,0,0,"sofiane-el-azizi-1","summer","2004","Algeria"
"Nasserredine Fillali","Male",20,"Boxing",0,0,0,0,"nasserredine-fillali-1","summer","2004","Algeria"
"Zahra Gamir","Female",38,"Fencing",0,0,0,0,"zahra-gamir-1","summer","2004","Algeria"
"Soraya Haddad","Female",19,"Judo",0,0,0,0,"soraya-haddad-1","summer","2004","Algeria"
"Abderrahmane Hammad","Male",27,"Athletics",0,0,0,0,"abderrahmane-hammad-1","summer","2004","Algeria"
"Adem Hecini","Male",28,"Athletics",0,0,0,0,"adem-hecini-1","summer","2004","Algeria"
"Salim Iles","Male",29,"Swimming",0,0,0,0,"salim-iles-1","summer","2004","Algeria"
"Nabil Kassel","Male",20,"Boxing",0,0,0,0,"nabil-kassel-1","summer","2004","Algeria"
"Abdel Hani Kenzi","Male",30,"Boxing",0,0,0,0,"abdel-hani-kenzi-1","summer","2004","Algeria"
"Mohamed Khaldi","Male",29,"Athletics",0,0,0,0,"mohamed-khaldi-1","summer","2004","Algeria"
"Leila Françoise Lassouani","Female",27,"Weightlifting",0,0,0,0,"leila-francoise-lassouani-1","summer","2004","Algeria"
"Lila Latrous","Female",25,"Judo",0,0,0,0,"lila-latrous-1","summer","2004","Algeria"
"Malik Louahla","Male",26,"Athletics",0,0,0,0,"malik-louahla-1","summer","2004","Algeria"
"Abdelhakim Maazouz","Male",28,"Athletics",0,0,0,0,"abdelhakim-maazouz-1","summer","2004","Algeria"
"Nabil Madi","Male",23,"Athletics",0,0,0,0,"nabil-madi-1","summer","2004","Algeria"
"Mahrez Mebarek","Male",19,"Swimming",0,0,0,0,"mahrez-mebarek-1","summer","2004","Algeria"
"Khaled Meddah","Male",26,"Judo",0,0,0,0,"khaled-meddah-1","summer","2004","Algeria"
"Asma Menaifi","Female",18,"Table Tennis",0,0,0,0,"asma-menaifi-1","summer","2004","Algeria"
"Amar Meridja","Male",28,"Judo",0,0,0,0,"amar-meridja-1","summer","2004","Algeria"
"Benamar Meskine","Male",31,"Boxing",0,0,0,0,"benamar-meskine-1","summer","2004","Algeria"
"Samir Moussaoui","Male",29,"Athletics",0,0,0,0,"samir-moussaoui-1","summer","2004","Algeria"
"Souad Nechab","Female",24,"Table Tennis",0,0,0,0,"souad-nechab-1","summer","2004","Algeria"
"Lamine Ouahab","Male",19,"Tennis",0,0,0,0,"lamine-ouahab-1","summer","2004","Algeria"
"Rachida Ouerdane","Female",25,"Judo",0,0,0,0,"rachida-ouerdane-1","summer","2004","Algeria"
"Baya Rahouli","Female",25,"Athletics",0,0,0,0,"baya-rahouli-1","summer","2004","Algeria"
"Omar Rebahi","Male",25,"Judo",0,0,0,0,"omar-rebahi-1","summer","2004","Algeria"
"Wassila Rédouane-Saïd-Guerni","Female",23,"Fencing",0,0,0,0,"wassila-redouane-said-guerni-1","summer","2004","Algeria"
"Djabir Saïd-Guerni","Male",27,"Athletics",0,0,0,0,"djabir-said-guerni-1","summer","2004","Algeria"
"Ali Saïdi-Sief","Male",26,"Athletics",0,0,0,0,"ali-saidi-sief-1","summer","2004","Algeria"
"Aghiles Slimani","Male",21,"Swimming",0,0,0,0,"aghiles-slimani-1","summer","2004","Algeria"
"Mebarek Soltani","Male",22,"Boxing",0,0,0,0,"mebarek-soltani-1","summer","2004","Algeria"
