"athlete","gender","age","sport","gold","silver","bronze","total","id","season","year","country"
"Ahmad Tajik","Male",NA,"Hockey",0,0,0,0,"ahmad-tajik-1","summer","1948","Afghanistan"
"Khan Nasrullah Totakhail","Male",NA,"Hockey",0,0,0,0,"khan-nasrullah-totakhail-1","summer","1948","Afghanistan"
"Abdul Ghafoor Yusufzai","Male",NA,"Football",0,0,0,0,"abdul-ghafoor-yusufzai-1","summer","1948","Afghanistan"
"Ahmad Yusufzai","Male",NA,"Hockey",0,0,0,0,"ahmad-yusufzai-1","summer","1948","Afghanistan"
"Mohammad Sarwar Yusufzai","Male",NA,"Football",0,0,0,0,"mohammad-sarwar-yusufzai-1","summer","1948","Afghanistan"
"Delfo Cabrera","Male",29,"Athletics",1,0,0,1,"delfo-cabrera-1","summer","1948","Argentina"
"Rafael Iglesias","Male",24,"Boxing",1,0,0,1,"rafael-iglesias-1","summer","1948","Argentina"
"Pascual Pérez","Male",22,"Boxing",1,0,0,1,"pascual-perez-1","summer","1948","Argentina"
"Carlos Enrique Díaz Sáenz Valiente","Male",31,"Shooting",0,1,0,1,"carlos-enrique-diaz-saenz-valiente-1","summer","1948","Argentina"
"Emilio Homps","Male",33,"Sailing",0,1,0,1,"emilio-homps-1","summer","1948","Argentina"
"Rodolfo Rivademar","Male",20,"Sailing",0,1,0,1,"rodolfo-rivademar-1","summer","1948","Argentina"
"Rufino Rodríguez de la Torre","Male",47,"Sailing",0,1,0,1,"rufino-rodriguez-de-la-torre-1","summer","1948","Argentina"
"Enrique Sieburger, Sr.","Male",50,"Sailing",0,1,0,1,"enrique-sieburger-sr-1","summer","1948","Argentina"
"Julio Sieburger","Male",56,"Sailing",0,1,0,1,"julio-sieburger-1","summer","1948","Argentina"
"Noemí Simonetto de Portela","Female",22,"Athletics",0,1,0,1,"noemi-simonetto-de-portela-1","summer","1948","Argentina"
"Mauro Cía","Male",29,"Boxing",0,0,1,1,"mauro-cia-1","summer","1948","Argentina"
"Manuel Agüero","Male",NA,"Fencing",0,0,0,0,"manuel-aguero-1","summer","1948","Argentina"
"Juan Ángel Aichino","Male",20,"Rowing",0,0,0,0,"juan-angel-aichino-1","summer","1948","Argentina"
"Ambrosio Aimar","Male",NA,"Cycling",0,0,0,0,"ambrosio-aimar-1","summer","1948","Argentina"
"Julio Alba","Male",NA,"Cycling",0,0,0,0,"julio-alba-1","summer","1948","Argentina"
"Hermenegildo Alberti","Male",23,"Athletics",0,0,0,0,"hermenegildo-alberti-1","summer","1948","Argentina"
"�<U+0093>scar Almirón","Male",21,"Rowing",0,0,0,0,"oscar-almiron-1","summer","1948","Argentina"
"Néstor Alvarado","Male",NA,"Equestrianism",0,0,0,0,"nestor-alvarado-1","summer","1948","Argentina"
"Carlos Amado","Male",NA,"Rowing",0,0,0,0,"carlos-amado-1","summer","1948","Argentina"
"Arturo Amos","Male",21,"Gymnastics",0,0,0,0,"arturo-amos-1","summer","1948","Argentina"
"Roberto Anderson","Male",NA,"Hockey",0,0,0,0,"roberto-anderson-1","summer","1948","Argentina"
"Antonio Ando","Male",NA,"Shooting",0,0,0,0,"antonio-ando-1","summer","1948","Argentina"
"Guillermo Avalos","Male",NA,"Athletics",0,0,0,0,"guillermo-avalos-1","summer","1948","Argentina"
"Jorge Balza","Male",NA,"Fencing",0,0,0,0,"jorge-balza-1","summer","1948","Argentina"
"Pascual Batista","Male",22,"Rowing",0,0,0,0,"pascual-batista-1","summer","1948","Argentina"
"César Benetti","Male",24,"Swimming",0,0,0,0,"cesar-benetti-1","summer","1948","Argentina"
"Dante Benvenuti","Male",23,"Cycling",0,0,0,0,"dante-benvenuti-1","summer","1948","Argentina"
"Luis Bianchi","Male",NA,"Hockey",0,0,0,0,"luis-bianchi-1","summer","1948","Argentina"
"Oscar Bidegain","Male",42,"Shooting",0,0,0,0,"oscar-bidegain-1","summer","1948","Argentina"
"Alberto Biedermann","Male",NA,"Athletics",0,0,0,0,"alberto-biedermann-1","summer","1948","Argentina"
"Omar Blebel","Male",26,"Wrestling",0,0,0,0,"omar-blebel-1","summer","1948","Argentina"
"Alberto Bolzi","Male",NA,"Wrestling",0,0,0,0,"alberto-bolzi-1","summer","1948","Argentina"
"Ricardo Boneo","Male",17,"Rowing",0,0,0,0,"ricardo-boneo-1","summer","1948","Argentina"
"Julio Bonnet","Male",NA,"Weightlifting",0,0,0,0,"julio-bonnet-1","summer","1948","Argentina"
"Gerardo Bönnhoff","Male",22,"Athletics",0,0,0,0,"gerardo-bonnhoff-1","summer","1948","Argentina"
"César Bonoris","Male",20,"Gymnastics",0,0,0,0,"cesar-bonoris-1","summer","1948","Argentina"
"Cristian Bove","Male",28,"Rowing",0,0,0,0,"cristian-bove-1","summer","1948","Argentina"
"Ricardo Bralo","Male",31,"Athletics",0,0,0,0,"ricardo-bralo-1","summer","1948","Argentina"
"Jorge Brauer","Male",34,"Sailing",0,0,0,0,"jorge-brauer-1","summer","1948","Argentina"
"Juan Brigo","Male",NA,"Hockey",0,0,0,0,"juan-brigo-1","summer","1948","Argentina"
"Leopoldo Briola","Male",NA,"Weightlifting",0,0,0,0,"leopoldo-briola-1","summer","1948","Argentina"
"Rubén Cabral","Male",29,"Rowing",0,0,0,0,"ruben-cabral-1","summer","1948","Argentina"
"Pablo Cagnasso","Male",40,"Shooting",0,0,0,0,"pablo-cagnasso-1","summer","1948","Argentina"
"Raúl Calvo","Male",NA,"Basketball",0,0,0,0,"raul-calvo-1","summer","1948","Argentina"
"Adriana Camelli","Female",NA,"Swimming",0,0,0,0,"adriana-camelli-1","summer","1948","Argentina"
"Rafael Campos","Male",36,"Equestrianism",0,0,0,0,"rafael-campos-1","summer","1948","Argentina"
"Augusto Cantón","Male",19,"Swimming",0,0,0,0,"augusto-canton-1","summer","1948","Argentina"
"Tranquilo Capozzo","Male",30,"Rowing",0,0,0,0,"tranquilo-capozzo-1","summer","1948","Argentina"
"Ángel Carrasco","Male",NA,"Sailing",0,0,0,0,"angel-carrasco-1","summer","1948","Argentina"
"Jorge Cermesoni","Male",39,"Fencing",0,0,0,0,"jorge-cermesoni-1","summer","1948","Argentina"
"Mario Chávez","Male",NA,"Swimming",0,0,0,0,"mario-chavez-1","summer","1948","Argentina"
"Gastón Cibert","Male",30,"Sailing",0,0,0,0,"gaston-cibert-1","summer","1948","Argentina"
"Osvaldo Codaro","Male",17,"Water Polo",0,0,0,0,"osvaldo-codaro-1","summer","1948","Argentina"
"Leopoldo Contarbio","Male",21,"Basketball",0,0,0,0,"leopoldo-contarbio-1","summer","1948","Argentina"
"Clodomiro Cortoni","Male",25,"Cycling",0,0,0,0,"clodomiro-cortoni-1","summer","1948","Argentina"
"Carlos Crosta","Male",NA,"Rowing",0,0,0,0,"carlos-crosta-1","summer","1948","Argentina"
"Julio Curatella","Male",37,"Rowing",0,0,0,0,"julio-curatella-1","summer","1948","Argentina"
"José D'Andrea","Male",32,"Fencing",0,0,0,0,"jose-dandrea-1","summer","1948","Argentina"
"Hugo D'Atri","Male",NA,"Weightlifting",0,0,0,0,"hugo-datri-1","summer","1948","Argentina"
"Irma de Antequeda","Female",27,"Fencing",0,0,0,0,"irma-de-antequeda-1","summer","1948","Argentina"
"Jorge Alberto del Río","Male",29,"Sailing",0,0,0,0,"jorge-alberto-del-rio-1","summer","1948","Argentina"
"Floro Díaz","Male",42,"Fencing",0,0,0,0,"floro-diaz-1","summer","1948","Argentina"
"Enriqueta Duarte","Female",19,"Swimming",0,0,0,0,"enriqueta-duarte-1","summer","1948","Argentina"
"José Durañona","Male",25,"Swimming",0,0,0,0,"jose-duranona-1","summer","1948","Argentina"
"Carlos Espejo","Male",NA,"Swimming",0,0,0,0,"carlos-espejo-1","summer","1948","Argentina"
"Guillermo Evans","Male",25,"Athletics",0,0,0,0,"guillermo-evans-1","summer","1948","Argentina"
"Dionisio Fernández","Male",NA,"Shooting",0,0,0,0,"dionisio-fernandez-2","summer","1948","Argentina"
"Manuel Fernández","Male",NA,"Rowing",0,0,0,0,"manuel-fernandez-3","summer","1948","Argentina"
"Anibál Filiberti","Male",34,"Water Polo",0,0,0,0,"anibal-filiberti-1","summer","1948","Argentina"
"Alfonso Fiorentino","Male",NA,"Weightlifting",0,0,0,0,"alfonso-fiorentino-1","summer","1948","Argentina"
"Elvidio Flamini","Male",23,"Wrestling",0,0,0,0,"elvidio-flamini-1","summer","1948","Argentina"
"Osvaldo Forte","Male",29,"Weightlifting",0,0,0,0,"osvaldo-forte-1","summer","1948","Argentina"
"Nélida Fullone","Female",NA,"Fencing",0,0,0,0,"nelida-fullone-1","summer","1948","Argentina"
"�<U+0093>scar Furlong","Male",20,"Basketball",0,0,0,0,"oscar-furlong-1","summer","1948","Argentina"
"Juan Fusé","Male",43,"Athletics",0,0,0,0,"juan-fuse-1","summer","1948","Argentina"
"Félix Galimi","Male",27,"Fencing",0,0,0,0,"felix-galimi-1","summer","1948","Argentina"
"Fulvio Galimi","Male",21,"Fencing",0,0,0,0,"fulvio-galimi-1","summer","1948","Argentina"
"Juan Garay","Male",19,"Swimming",0,0,0,0,"juan-garay-1","summer","1948","Argentina"
"Héctor García","Male",21,"Boxing",0,0,0,0,"hector-garcia-1","summer","1948","Argentina"
"Guillermo Geary","Male",22,"Athletics",0,0,0,0,"guillermo-geary-1","summer","1948","Argentina"
"�<U+0093>scar Giacché","Male",24,"Cycling",0,0,0,0,"oscar-giacche-1","summer","1948","Argentina"
"Ricardo González","Male",23,"Basketball",0,0,0,0,"ricardo-gonzalez-1","summer","1948","Argentina"
"Liliana Gonzalias","Female",NA,"Swimming",0,0,0,0,"liliana-gonzalias-1","summer","1948","Argentina"
"Oscar Goulú","Male",NA,"Equestrianism",0,0,0,0,"oscar-goulu-1","summer","1948","Argentina"
"Ricardo Grimau","Male",NA,"Shooting",0,0,0,0,"ricardo-grimau-1","summer","1948","Argentina"
"Federico Grüben","Male",NA,"Shooting",0,0,0,0,"federico-gruben-1","summer","1948","Argentina"
"Mario Guerci","Male",35,"Rowing",0,0,0,0,"mario-guerci-1","summer","1948","Argentina"
"Manuel Guerrero","Male",NA,"Basketball",0,0,0,0,"manuel-guerrero-1","summer","1948","Argentina"
"Roberto Guerrero","Male",24,"Cycling",0,0,0,0,"roberto-guerrero-1","summer","1948","Argentina"
"Eusebio Guiñez","Male",41,"Athletics",0,0,0,0,"eusebio-guinez-1","summer","1948","Argentina"
"Ricardo Héber","Male",20,"Athletics",0,0,0,0,"ricardo-heber-1","summer","1948","Argentina"
"Eladio Herrera","Male",18,"Boxing",0,0,0,0,"eladio-herrera-1","summer","1948","Argentina"
"Eileen Holt","Female",NA,"Swimming",0,0,0,0,"eileen-holt-1","summer","1948","Argentina"
"Fernando Huergo","Male",39,"Fencing",0,0,0,0,"fernando-huergo-1","summer","1948","Argentina"
"Sixto Ibáñez","Male",39,"Athletics",0,0,0,0,"sixto-ibanez-1","summer","1948","Argentina"
"Elsa Irigoyen","Female",29,"Fencing",0,0,0,0,"elsa-irigoyen-1","summer","1948","Argentina"
"Carlos Isaac","Male",24,"Athletics",0,0,0,0,"carlos-isaac-1","summer","1948","Argentina"
"Justo Iturralde","Male",42,"Equestrianism",0,0,0,0,"justo-iturralde-1","summer","1948","Argentina"
"Juan Kahnert","Male",20,"Athletics",0,0,0,0,"juan-kahnert-1","summer","1948","Argentina"
"Enrique Kistenmacher","Male",25,"Athletics",0,0,0,0,"enrique-kistenmacher-1","summer","1948","Argentina"
"Fernando Lapuente","Male",20,"Athletics",0,0,0,0,"fernando-lapuente-1","summer","1948","Argentina"
"Adolfo Guido Lavalle","Male",35,"Fencing",0,0,0,0,"adolfo-guido-lavalle-1","summer","1948","Argentina"
"Enrique Lingenfelder","Male",NA,"Rowing",0,0,0,0,"enrique-lingenfelder-1","summer","1948","Argentina"
"Rafael Lledó","Male",26,"Basketball",0,0,0,0,"rafael-lledo-1","summer","1948","Argentina"
"Salvador Lo Presti","Male",25,"Weightlifting",0,0,0,0,"salvador-lo-presti-1","summer","1948","Argentina"
"Pedro Lonchibucco","Male",NA,"Gymnastics",0,0,0,0,"pedro-lonchibucco-1","summer","1948","Argentina"
"Alberto Longarella","Male",25,"Wrestling",0,0,0,0,"alberto-longarella-1","summer","1948","Argentina"
"Manuel López","Male",NA,"Boxing",0,0,0,0,"manuel-lopez-1","summer","1948","Argentina"
"Alberto Madero","Male",24,"Rowing",0,0,0,0,"alberto-madero-1","summer","1948","Argentina"
"Rubén Maidana","Male",25,"Water Polo",0,0,0,0,"ruben-maidana-1","summer","1948","Argentina"
"Emilio Malchiodi","Male",26,"Athletics",0,0,0,0,"emilio-malchiodi-1","summer","1948","Argentina"
"Ángel Malvicino","Male",27,"Rowing",0,0,0,0,"angel-malvicino-1","summer","1948","Argentina"
"Adolfo Mancuso","Male",NA,"Swimming",0,0,0,0,"adolfo-mancuso-1","summer","1948","Argentina"
"Roberto Márquez","Male",NA,"Hockey",0,0,0,0,"roberto-marquez-1","summer","1948","Argentina"
"Beryl Marshall","Female",NA,"Swimming",0,0,0,0,"beryl-marshall-1","summer","1948","Argentina"
"León Martinetti","Male",21,"Basketball",0,0,0,0,"leon-martinetti-1","summer","1948","Argentina"
"Mario Mathieu","Male",31,"Cycling",0,0,0,0,"mario-mathieu-1","summer","1948","Argentina"
"Ingeborg Mello","Female",29,"Athletics",0,0,0,0,"ingeborg-mello-1","summer","1948","Argentina"
"Rubén Menini","Male",24,"Basketball",0,0,0,0,"ruben-menini-1","summer","1948","Argentina"
"Carlos Mercali","Male",NA,"Hockey",0,0,0,0,"carlos-mercali-1","summer","1948","Argentina"
"Silvio Merlo","Male",27,"Sailing",0,0,0,0,"silvio-merlo-1","summer","1948","Argentina"
"Enrique Molina","Male",NA,"Cycling",0,0,0,0,"enrique-molina-1","summer","1948","Argentina"
"Oscar Moreno","Male",NA,"Rowing",0,0,0,0,"oscar-moreno-1","summer","1948","Argentina"
"Federico Neumayer","Male",24,"Swimming",0,0,0,0,"federico-neumayer-1","summer","1948","Argentina"
"Julio Nolasco","Male",NA,"Shooting",0,0,0,0,"julio-nolasco-1","summer","1948","Argentina"
"Teodoro Nölting","Male",30,"Rowing",0,0,0,0,"teodoro-nolting-1","summer","1948","Argentina"
"Ernesto Noya","Male",NA,"Wrestling",0,0,0,0,"ernesto-noya-1","summer","1948","Argentina"
"Francisco Núñez","Male",23,"Boxing",0,0,0,0,"francisco-nunez-1","summer","1948","Argentina"
"Roberto Núñez","Male",NA,"Gymnastics",0,0,0,0,"roberto-nunez-1","summer","1948","Argentina"
"Jorge Nuré","Male",NA,"Basketball",0,0,0,0,"jorge-nure-1","summer","1948","Argentina"
"Abel Ortíz","Male",NA,"Shooting",0,0,0,0,"abel-ortiz-1","summer","1948","Argentina"
"Melchor Palmeiro","Male",NA,"Athletics",0,0,0,0,"melchor-palmeiro-1","summer","1948","Argentina"
"Arnoldo Parés","Male",NA,"Boxing",0,0,0,0,"arnoldo-pares-1","summer","1948","Argentina"
"Juan Parker","Male",30,"Rowing",0,0,0,0,"juan-parker-1","summer","1948","Argentina"
"Miguel Passi","Male",NA,"Cycling",0,0,0,0,"miguel-passi-1","summer","1948","Argentina"
"Luis Pecchenino","Male",22,"Rowing",0,0,0,0,"luis-pecchenino-1","summer","1948","Argentina"
"Oscar Pérez","Male",NA,"Basketball",0,0,0,0,"oscar-perez-1","summer","1948","Argentina"
"Ceferino Peroné","Male",NA,"Cycling",0,0,0,0,"ceferino-perone-1","summer","1948","Argentina"
"Jorge Piacentini","Male",27,"Sailing",0,0,0,0,"jorge-piacentini-1","summer","1948","Argentina"
"Pascual Pistarini","Male",32,"Equestrianism",0,0,0,0,"pascual-pistarini-1","summer","1948","Argentina"
"Antonio Pocoví","Male",26,"Athletics",0,0,0,0,"antonio-pocovi-1","summer","1948","Argentina"
"Edgardo Pomini","Male",30,"Fencing",0,0,0,0,"edgardo-pomini-1","summer","1948","Argentina"
"Ramón Porcel de Peralta","Male",26,"Rowing",0,0,0,0,"ramon-porcel-de-peralta-1","summer","1948","Argentina"
"Augusto Premoli","Male",NA,"Modern Pentathlon",0,0,0,0,"augusto-premoli-1","summer","1948","Argentina"
"Hugo Prono","Male",25,"Water Polo",0,0,0,0,"hugo-prono-1","summer","1948","Argentina"
"Tommie Quinn","Male",20,"Hockey",0,0,0,0,"tommie-quinn-1","summer","1948","Argentina"
"Adolfo Ramírez","Male",26,"Wrestling",0,0,0,0,"adolfo-ramirez-1","summer","1948","Argentina"
"Enrique Rapesta","Male",29,"Gymnastics",0,0,0,0,"enrique-rapesta-1","summer","1948","Argentina"
"Francisco Reyes","Male",NA,"Equestrianism",0,0,0,0,"francisco-reyes-1","summer","1948","Argentina"
"José Rodríguez","Male",38,"Fencing",0,0,0,0,"jose-rodriguez-3","summer","1948","Argentina"
"José Roger","Male",32,"Shooting",0,0,0,0,"jose-roger-1","summer","1948","Argentina"
"Luis Rosado","Male",NA,"Wrestling",0,0,0,0,"luis-rosado-1","summer","1948","Argentina"
"Juan Rosso","Male",NA,"Weightlifting",0,0,0,0,"juan-rosso-1","summer","1948","Argentina"
"Juan Rostagno","Male",49,"Shooting",0,0,0,0,"juan-rostagno-1","summer","1948","Argentina"
"Arturo Ruffa","Male",21,"Basketball",0,0,0,0,"arturo-ruffa-1","summer","1948","Argentina"
"José María Sagasta","Male",NA,"Equestrianism",0,0,0,0,"jose-maria-sagasta-1","summer","1948","Argentina"
"Julio César Sagasta","Male",34,"Equestrianism",0,0,0,0,"julio-cesar-sagasta-1","summer","1948","Argentina"
"Jorge Alberto Salas","Male",34,"Sailing",0,0,0,0,"jorge-alberto-salas-1","summer","1948","Argentina"
"Carlos Sambuceti","Male",NA,"Rowing",0,0,0,0,"carlos-sambuceti-1","summer","1948","Argentina"
"Valerio Sánchez","Male",NA,"Hockey",0,0,0,0,"valerio-sanchez-1","summer","1948","Argentina"
"Daniel Sande","Male",31,"Fencing",0,0,0,0,"daniel-sande-1","summer","1948","Argentina"
"Ítalo Sartori","Male",28,"Rowing",0,0,0,0,"italo-sartori-1","summer","1948","Argentina"
"Raúl Saucedo","Male",43,"Fencing",0,0,0,0,"raul-saucedo-1","summer","1948","Argentina"
"Luis Scally","Male",33,"Hockey",0,0,0,0,"luis-scally-1","summer","1948","Argentina"
"Tommy Scally","Male",21,"Hockey",0,0,0,0,"tommy-scally-1","summer","1948","Argentina"
"David Schiaffino","Male",35,"Shooting",0,0,0,0,"david-schiaffino-1","summer","1948","Argentina"
"Carlos Semino","Male",NA,"Rowing",0,0,0,0,"carlos-semino-1","summer","1948","Argentina"
"Alberto Sensini","Male",38,"Athletics",0,0,0,0,"alberto-sensini-1","summer","1948","Argentina"
"Miguel Sevillano","Male",19,"Cycling",0,0,0,0,"miguel-sevillano-1","summer","1948","Argentina"
"Horacio Siburu","Male",NA,"Modern Pentathlon",0,0,0,0,"horacio-siburu-1","summer","1948","Argentina"
"Roberto Sieburger","Male",31,"Sailing",0,0,0,0,"roberto-sieburger-1","summer","1948","Argentina"
"Vito Simonetti","Male",45,"Fencing",0,0,0,0,"vito-simonetti-1","summer","1948","Argentina"
"Jorge Sobrevila","Male",NA,"Cycling",0,0,0,0,"jorge-sobrevila-1","summer","1948","Argentina"
"Jorge Soler","Male",NA,"Gymnastics",0,0,0,0,"jorge-soler-1","summer","1948","Argentina"
"Ladislao Szabo","Male",25,"Water Polo",0,0,0,0,"ladislao-szabo-1","summer","1948","Argentina"
"Humberto Terzano","Male",NA,"Equestrianism",0,0,0,0,"humberto-terzano-1","summer","1948","Argentina"
"Manuel Torrente","Male",40,"Fencing",0,0,0,0,"manuel-torrente-1","summer","1948","Argentina"
"Adán Torres","Male",24,"Athletics",0,0,0,0,"adan-torres-1","summer","1948","Argentina"
"Pedro Towers","Male",27,"Rowing",0,0,0,0,"pedro-towers-1","summer","1948","Argentina"
"Alberto Triulzi","Male",20,"Athletics",0,0,0,0,"alberto-triulzi-1","summer","1948","Argentina"
"Dorotea Turnbull","Female",NA,"Swimming",0,0,0,0,"dorotea-turnbull-1","summer","1948","Argentina"
"Juan Uder","Male",21,"Basketball",0,0,0,0,"juan-uder-1","summer","1948","Argentina"
"Hugo Vallarino","Male",32,"Weightlifting",0,0,0,0,"hugo-vallarino-1","summer","1948","Argentina"
"Bruno Varani","Male",22,"Basketball",0,0,0,0,"bruno-varani-1","summer","1948","Argentina"
"Manuel Varela","Male",NA,"Wrestling",0,0,0,0,"manuel-varela-1","summer","1948","Argentina"
"José Vegazzi","Male",NA,"Swimming",0,0,0,0,"jose-vegazzi-1","summer","1948","Argentina"
"Jorge Vidal","Male",NA,"Gymnastics",0,0,0,0,"jorge-vidal-2","summer","1948","Argentina"
"Antonio Villamil","Male",43,"Fencing",0,0,0,0,"antonio-villamil-1","summer","1948","Argentina"
"Tomás Vío","Male",NA,"Basketball",0,0,0,0,"tomas-vio-1","summer","1948","Argentina"
"Carlos Visentín","Male",29,"Water Polo",0,0,0,0,"carlos-visentin-1","summer","1948","Argentina"
"Marcelo Visentín","Male",34,"Water Polo",0,0,0,0,"marcelo-visentin-1","summer","1948","Argentina"
"Tomás Wade","Male",NA,"Hockey",0,0,0,0,"tomas-wade-1","summer","1948","Argentina"
"Horacio White","Male",21,"Swimming",0,0,0,0,"horacio-white-1","summer","1948","Argentina"
"Jorge Wilson","Male",NA,"Hockey",0,0,0,0,"jorge-wilson-1","summer","1948","Argentina"
"Enrique Wirth","Male",NA,"Modern Pentathlon",0,0,0,0,"enrique-wirth-1","summer","1948","Argentina"
"Alfredo Yantorno","Male",24,"Swimming",0,0,0,0,"alfredo-yantorno-1","summer","1948","Argentina"
"Adolfo Yedro","Male",25,"Rowing",0,0,0,0,"adolfo-yedro-1","summer","1948","Argentina"
"Oscar Zolezzi","Male",NA,"Rowing",0,0,0,0,"oscar-zolezzi-1","summer","1948","Argentina"
"Antonio Zucchi","Male",NA,"Hockey",0,0,0,0,"antonio-zucchi-1","summer","1948","Argentina"
"Shirley Strickland de la Hunty","Female",23,"Athletics",0,1,2,3,"shirley-strickland-de-la-hunty-1","summer","1948","Australia"
"John Marshall","Male",18,"Swimming",0,1,1,2,"john-marshall-1","summer","1948","Australia"
"Jack Winter","Male",23,"Athletics",1,0,0,1,"jack-winter-1","summer","1948","Australia"
"Merv Wood","Male",31,"Rowing",1,0,0,1,"merv-wood-1","summer","1948","Australia"
"George Avery","Male",23,"Athletics",0,1,0,1,"george-avery-1","summer","1948","Australia"
"Bill Bruce","Male",24,"Athletics",0,1,0,1,"bill-bruce-1","summer","1948","Australia"
"Dick Garrard","Male",37,"Wrestling",0,1,0,1,"dick-garrard-1","summer","1948","Australia"
"Joyce King","Female",27,"Athletics",0,1,0,1,"joyce-king-1","summer","1948","Australia"
"Nancy Lyons","Female",18,"Swimming",0,1,0,1,"nancy-lyons-1","summer","1948","Australia"
"June Maston","Female",20,"Athletics",0,1,0,1,"june-maston-1","summer","1948","Australia"
"Betty McKinnon","Female",23,"Athletics",0,1,0,1,"betty-mckinnon-1","summer","1948","Australia"
"Jim Armstrong","Male",31,"Wrestling",0,0,1,1,"jim-armstrong-1","summer","1948","Australia"
"Judy-Joy Davies","Female",20,"Swimming",0,0,1,1,"judy-joy-davies-1","summer","1948","Australia"
"Garrick Agnew","Male",17,"Swimming",0,0,0,0,"garrick-agnew-1","summer","1948","Australia"
"Bruce Arthur","Male",26,"Wrestling",0,0,0,0,"bruce-arthur-1","summer","1948","Australia"
"Billy Barber","Male",NA,"Boxing",0,0,0,0,"billy-barber-1","summer","1948","Australia"
"John Bartram","Male",23,"Athletics",0,0,0,0,"john-bartram-1","summer","1948","Australia"
"Charlie Bazzano","Male",24,"Cycling",0,0,0,0,"charlie-bazzano-1","summer","1948","Australia"
"Laurie Birks","Male",20,"Boxing",0,0,0,0,"laurie-birks-1","summer","1948","Australia"
"Bruce Bourke","Male",19,"Swimming",0,0,0,0,"bruce-bourke-1","summer","1948","Australia"
"Billy Boyce","Male",21,"Boxing",0,0,0,0,"billy-boyce-1","summer","1948","Australia"
"Warren Boyd","Male",21,"Swimming",0,0,0,0,"warren-boyd-1","summer","1948","Australia"
"Ted Bromley","Male",36,"Rowing",0,0,0,0,"ted-bromley-1","summer","1948","Australia"
"Arthur Burge","Male",30,"Water Polo",0,0,0,0,"arthur-burge-1","summer","1948","Australia"
"Judy Canty","Female",16,"Athletics",0,0,0,0,"judy-canty-2","summer","1948","Australia"
"Keith Caple","Male",25,"Weightlifting",0,0,0,0,"keith-caple-1","summer","1948","Australia"
"Jimmy Carruthers","Male",19,"Boxing",0,0,0,0,"jimmy-carruthers-1","summer","1948","Australia"
"Ken Caves","Male",21,"Cycling",0,0,0,0,"ken-caves-1","summer","1948","Australia"
"Roger Cornforth","Male",29,"Water Polo",0,0,0,0,"roger-cornforth-1","summer","1948","Australia"
"Morris Curotta","Male",19,"Athletics",0,0,0,0,"morris-curotta-1","summer","1948","Australia"
"Ben Dalley","Male",32,"Water Polo",0,0,0,0,"ben-dalley-1","summer","1948","Australia"
"Tom Darcey","Male",42,"Rowing",0,0,0,0,"tom-darcey-1","summer","1948","Australia"
