"athlete","gender","age","sport","gold","silver","bronze","total","id","season","year","country"
"Hugo Conte","Male",37,"Volleyball",0,0,0,0,"hugo-conte-1","summer","2000","Argentina"
"Javier Correa","Male",24,"Canoeing",0,0,0,0,"javier-correa-1","summer","2000","Argentina"
"Oscar Cortínez","Male",27,"Athletics",0,0,0,0,"oscar-cortinez-1","summer","2000","Argentina"
"Eduardo Costa","Male",22,"Judo",0,0,0,0,"eduardo-costa-2","summer","2000","Argentina"
"Gabriel Curuchet","Male",37,"Cycling",0,0,0,0,"gabriel-curuchet-1","summer","2000","Argentina"
"Juan Esteban Curuchet","Male",35,"Cycling",0,0,0,0,"juan-esteban-curuchet-1","summer","2000","Argentina"
"Verónica de Paoli","Female",27,"Athletics",0,0,0,0,"veronica-de-paoli-1","summer","2000","Argentina"
"Martín Dopazo","Male",31,"Equestrianism",0,0,0,0,"martin-dopazo-1","summer","2000","Argentina"
"Diego Drajer","Male",26,"Fencing",0,0,0,0,"diego-drajer-1","summer","2000","Argentina"
"Eduardo Farré","Male",57,"Sailing",0,0,0,0,"eduardo-farre-1","summer","2000","Argentina"
"Daniel Felizia","Male",38,"Shooting",0,0,0,0,"daniel-felizia-1","summer","2000","Argentina"
"Sergio Fernández","Male",33,"Rowing",0,0,0,0,"sergio-fernandez-1","summer","2000","Argentina"
"Sergio Ferreyra","Male",23,"Swimming",0,0,0,0,"sergio-ferreyra-1","summer","2000","Argentina"
"Agustín Fiorilli","Male",21,"Swimming",0,0,0,0,"agustin-fiorilli-1","summer","2000","Argentina"
"Sebastián Firpo","Male",23,"Volleyball",0,0,0,0,"sebastian-firpo-1","summer","2000","Argentina"
"Jimena Florit","Female",28,"Cycling",0,0,0,0,"jimena-florit-1","summer","2000","Argentina"
"Amelia Fournel","Female",23,"Shooting",0,0,0,0,"amelia-fournel-1","summer","2000","Argentina"
"Oscar Galíndez","Male",29,"Triathlon",0,0,0,0,"oscar-galindez-1","summer","2000","Argentina"
"Hugo Garay","Male",19,"Boxing",0,0,0,0,"hugo-garay-1","summer","2000","Argentina"
"Alejandra García","Female",27,"Athletics",0,0,0,0,"alejandra-garcia-1","summer","2000","Argentina"
"Gastón García","Male",32,"Judo",0,0,0,0,"gaston-garcia-1","summer","2000","Argentina"
"Gonzalo García","Male",24,"Cycling",0,0,0,0,"gonzalo-garcia-1","summer","2000","Argentina"
"María Garisoain","Female",29,"Rowing",0,0,0,0,"maria-garisoain-1","summer","2000","Argentina"
"María Virginia Garrone","Female",21,"Swimming",0,0,0,0,"maria-virginia-garrone-1","summer","2000","Argentina"
"Carlos Gats","Male",30,"Athletics",0,0,0,0,"carlos-gats-1","summer","2000","Argentina"
"Gastón Gaudio","Male",21,"Tennis",0,0,0,0,"gaston-gaudio-1","summer","2000","Argentina"
"Ignacio Gili","Male",29,"Cycling",0,0,0,0,"ignacio-gili-1","summer","2000","Argentina"
"Jorge Guarnieri","Male",45,"Shooting",0,0,0,0,"jorge-guarnieri-1","summer","2000","Argentina"
"Alejandro Hernando","Male",24,"Taekwondo",0,0,0,0,"alejandro-hernando-1","summer","2000","Argentina"
"Juan Pablo Hourquebie","Male",24,"Hockey",0,0,0,0,"juan-pablo-hourquebie-1","summer","2000","Argentina"
"Svetlana Ishkova","Female",21,"Diving",0,0,0,0,"svetlana-ishkova-1","summer","2000","Argentina"
"Nora Köppel","Female",28,"Weightlifting",0,0,0,0,"nora-koppel-1","summer","2000","Argentina"
"Daniela Krukower","Female",25,"Judo",0,0,0,0,"daniela-krukower-1","summer","2000","Argentina"
"Ceferino Labarda","Male",19,"Boxing",0,0,0,0,"ceferino-labarda-1","summer","2000","Argentina"
"Florencia Labat","Female",29,"Tennis",0,0,0,0,"florencia-labat-1","summer","2000","Argentina"
"Santiago Lange","Male",38,"Sailing",0,0,0,0,"santiago-lange-1","summer","2000","Argentina"
"Christian Lares","Male",26,"Volleyball",0,0,0,0,"christian-lares-1","summer","2000","Argentina"
"Darío Lecman","Male",29,"Weightlifting",0,0,0,0,"dario-lecman-1","summer","2000","Argentina"
"Jorge Lencina","Male",24,"Judo",0,0,0,0,"jorge-lencina-1","summer","2000","Argentina"
"Ulf Lienhard","Male",25,"Rowing",0,0,0,0,"ulf-lienhard-1","summer","2000","Argentina"
"Song Liu","Male",28,"Table Tennis",0,0,0,0,"song-liu-1","summer","2000","Argentina"
"Jorge Lombi","Male",28,"Hockey",0,0,0,0,"jorge-lombi-1","summer","2000","Argentina"
"Paola López","Female",26,"Rowing",0,0,0,0,"paola-lopez-1","summer","2000","Argentina"
"Mariano Lucca","Male",33,"Sailing",0,0,0,0,"mariano-lucca-1","summer","2000","Argentina"
"Tomás MacCormik","Male",22,"Hockey",0,0,0,0,"tomas-maccormik-1","summer","2000","Argentina"
"Leandro Maly","Male",24,"Volleyball",0,0,0,0,"leandro-maly-1","summer","2000","Argentina"
"Leandro Marchetti","Male",25,"Fencing",0,0,0,0,"leandro-marchetti-1","summer","2000","Argentina"
"Carolina Mariani","Female",28,"Judo",0,0,0,0,"carolina-mariani-1","summer","2000","Argentina"
"Eduardo Martínez","Male",38,"Beach Volleyball",0,0,0,0,"eduardo-martinez-1","summer","2000","Argentina"
"Sebastián Massa","Male",25,"Rowing",0,0,0,0,"sebastian-massa-1","summer","2000","Argentina"
"Pablo Meana","Male",25,"Volleyball",0,0,0,0,"pablo-meana-1","summer","2000","Argentina"
"José Martín Meolans","Male",22,"Swimming",0,0,0,0,"jose-martin-meolans-1","summer","2000","Argentina"
"Marcos Milinkovic","Male",28,"Volleyball",0,0,0,0,"marcos-milinkovic-1","summer","2000","Argentina"
"Laura Montalvo","Female",24,"Tennis",0,0,0,0,"laura-montalvo-1","summer","2000","Argentina"
"Pablo Moreira","Male",29,"Hockey",0,0,0,0,"pablo-moreira-1","summer","2000","Argentina"
"Omar Narváez","Male",24,"Boxing",0,0,0,0,"omar-narvaez-1","summer","2000","Argentina"
"Damian Ordás","Male",23,"Rowing",0,0,0,0,"damian-ordas-1","summer","2000","Argentina"
"Germán Orozco","Male",24,"Hockey",0,0,0,0,"german-orozco-1","summer","2000","Argentina"
"Fernando Oscaris","Male",20,"Hockey",0,0,0,0,"fernando-oscaris-1","summer","2000","Argentina"
"Eduardo Otero","Male",20,"Swimming",0,0,0,0,"eduardo-otero-1","summer","2000","Argentina"
"Mariano Parada","Male",30,"Sailing",0,0,0,0,"mariano-parada-1","summer","2000","Argentina"
"Leandro Patti","Male",22,"Volleyball",0,0,0,0,"leandro-patti-1","summer","2000","Argentina"
"Ezequiel Paulón","Male",24,"Hockey",0,0,0,0,"ezequiel-paulon-1","summer","2000","Argentina"
"Marisa Peguri","Female",24,"Rowing",0,0,0,0,"marisa-peguri-1","summer","2000","Argentina"
"Máximo Pellegrino","Male",23,"Hockey",0,0,0,0,"maximo-pellegrino-1","summer","2000","Argentina"
"Pablo Pereira","Male",26,"Volleyball",0,0,0,0,"pablo-pereira-1","summer","2000","Argentina"
"María Pereyra","Female",22,"Swimming",0,0,0,0,"maria-pereyra-1","summer","2000","Argentina"
"Israel Pérez","Male",21,"Boxing",0,0,0,0,"israel-perez-1","summer","2000","Argentina"
"Walter Pérez","Male",25,"Cycling",0,0,0,0,"walter-perez-1","summer","2000","Argentina"
"Juan Pablo Porello","Male",23,"Volleyball",0,0,0,0,"juan-pablo-porello-1","summer","2000","Argentina"
"Marcelo Pugliese","Male",32,"Athletics",0,0,0,0,"marcelo-pugliese-1","summer","2000","Argentina"
"Fernando Redondo","Male",22,"Canoeing",0,0,0,0,"fernando-redondo-1","summer","2000","Argentina"
"Paula Reinoso","Female",27,"Sailing",0,0,0,0,"paula-reinoso-1","summer","2000","Argentina"
"Carlos José Retegui","Male",30,"Hockey",0,0,0,0,"carlos-jose-retegui-1","summer","2000","Argentina"
"Marco Riccardi","Male",18,"Hockey",0,0,0,0,"marco-riccardi-1","summer","2000","Argentina"
"Martín Ríos","Male",22,"Judo",0,0,0,0,"martin-rios-1","summer","2000","Argentina"
"Diego Romero","Male",25,"Sailing",0,0,0,0,"diego-romero-1","summer","2000","Argentina"
"José Luis Salema","Male",30,"Beach Volleyball",0,0,0,0,"jose-luis-salema-1","summer","2000","Argentina"
"María Emilia Salerni","Female",17,"Tennis",0,0,0,0,"maria-emilia-salerni-1","summer","2000","Argentina"
"Guillermo Saputo","Male",23,"Boxing",0,0,0,0,"guillermo-saputo-1","summer","2000","Argentina"
"María Fernanda Sesto","Female",23,"Sailing",0,0,0,0,"maria-fernanda-sesto-1","summer","2000","Argentina"
"Edgardo Simón","Male",25,"Cycling",0,0,0,0,"edgardo-simon-1","summer","2000","Argentina"
"Gabriel Simón","Male",25,"Athletics",0,0,0,0,"gabriel-simon-1","summer","2000","Argentina"
"Melina Sirolli","Female",16,"Gymnastics",0,0,0,0,"melina-sirolli-1","summer","2000","Argentina"
"Alejandro Spajic","Male",24,"Volleyball",0,0,0,0,"alejandro-spajic-1","summer","2000","Argentina"
"Franco Squillari","Male",25,"Tennis",0,0,0,0,"franco-squillari-1","summer","2000","Argentina"
"Paola Suárez","Female",24,"Tennis",0,0,0,0,"paola-suarez-1","summer","2000","Argentina"
"Florencia Szigeti","Female",19,"Swimming",0,0,0,0,"florencia-szigeti-1","summer","2000","Argentina"
"Abelardo Sztrum","Male",26,"Canoeing",0,0,0,0,"abelardo-sztrum-1","summer","2000","Argentina"
"Pablo Tabachnik","Male",22,"Table Tennis",0,0,0,0,"pablo-tabachnik-1","summer","2000","Argentina"
"Gabriel Taraburelli","Male",19,"Taekwondo",0,0,0,0,"gabriel-taraburelli-1","summer","2000","Argentina"
"Matías Vila","Male",21,"Hockey",0,0,0,0,"matias-vila-1","summer","2000","Argentina"
"Rodrigo Vila","Male",18,"Hockey",0,0,0,0,"rodrigo-vila-1","summer","2000","Argentina"
"Carlos Weber","Male",34,"Volleyball",0,0,0,0,"carlos-weber-1","summer","2000","Argentina"
"Solange Witteveen","Female",24,"Athletics",0,0,0,0,"solange-witteveen-1","summer","2000","Argentina"
"Mariano Zabaleta","Male",22,"Tennis",0,0,0,0,"mariano-zabaleta-1","summer","2000","Argentina"
"Fernando Zylberberg","Male",23,"Hockey",0,0,0,0,"fernando-zylberberg-1","summer","2000","Argentina"
"Arsen Melikyan","Male",24,"Weightlifting",0,0,1,1,"arsen-melikyan-1","summer","2000","Armenia"
"Hovhannes Avtandilyan","Male",22,"Diving",0,0,0,0,"hovhannes-avtandilyan-1","summer","2000","Armenia"
"Martin Berberyan","Male",20,"Wrestling",0,0,0,0,"martin-berberyan-1","summer","2000","Armenia"
"Ashot Danielyan","Male",26,"Weightlifting",0,0,0,0,"ashot-danielyan-1","summer","2000","Armenia"
"Vic Darchinyan","Male",24,"Boxing",0,0,0,0,"vic-darchinyan-1","summer","2000","Armenia"
"Haykaz Galstyan","Male",22,"Wrestling",0,0,0,0,"haykaz-galstyan-1","summer","2000","Armenia"
"Vaghinak Galstyan","Male",26,"Wrestling",0,0,0,0,"vaghinak-galstyan-1","summer","2000","Armenia"
"Levon Geghamyan","Male",23,"Wrestling",0,0,0,0,"levon-geghamyan-1","summer","2000","Armenia"
"Arayik Gevorgyan","Male",27,"Wrestling",0,0,0,0,"arayik-gevorgyan-1","summer","2000","Armenia"
"Artur Gevorgyan","Male",25,"Boxing",0,0,0,0,"artur-gevorgyan-1","summer","2000","Armenia"
"Vladimir Grushikhin","Male",29,"Canoeing",0,0,0,0,"vladimir-grushikhin-1","summer","2000","Armenia"
"Arshak Hayrapetyan","Male",21,"Wrestling",0,0,0,0,"arshak-hayrapetyan-1","summer","2000","Armenia"
"Gagik Khachatryan","Male",28,"Weightlifting",0,0,0,0,"gagik-khachatryan-1","summer","2000","Armenia"
"Dimitri Margaryan","Male",22,"Swimming",0,0,0,0,"dimitri-margaryan-1","summer","2000","Armenia"
"Armen Martirosyan","Male",31,"Athletics",0,0,0,0,"armen-martirosyan-1","summer","2000","Armenia"
"Yuliana Mikheeva","Female",22,"Swimming",0,0,0,0,"yuliana-mikheeva-1","summer","2000","Armenia"
"Karen Mnatsakanyan","Male",23,"Wrestling",0,0,0,0,"karen-mnatsakanyan-1","summer","2000","Armenia"
"Anna Nasilyan","Female",20,"Athletics",0,0,0,0,"anna-nasilyan-1","summer","2000","Armenia"
"Hrachya Petikyan","Male",40,"Shooting",0,0,0,0,"hrachya-petikyan-1","summer","2000","Armenia"
"Rudik Petrosyan","Male",19,"Weightlifting",0,0,0,0,"rudik-petrosyan-1","summer","2000","Armenia"
"Shirak Poghosyan","Male",30,"Athletics",0,0,0,0,"shirak-poghosyan-1","summer","2000","Armenia"
"Aram Ramazyan","Male",21,"Boxing",0,0,0,0,"aram-ramazyan-1","summer","2000","Armenia"
"Rafayel Samurgashev","Male",37,"Wrestling",0,0,0,0,"rafayel-samurgashev-1","summer","2000","Armenia"
"Sargis Sargsyan","Male",27,"Tennis",0,0,0,0,"sargis-sargsyan-1","summer","2000","Armenia"
