"athlete","gender","age","sport","gold","silver","bronze","total","id","season","year","country"
"Abdul Ghafoor","Male",26,"Athletics",0,0,0,0,"abdul-ghafoor-1","summer","1996","Afghanistan"
"Abdul Baser Wasiqi","Male",21,"Athletics",0,0,0,0,"abdul-baser-wasiqi-1","summer","1996","Afghanistan"
"Vera Bitanji","Female",27,"Athletics",0,0,0,0,"vera-bitanji-1","summer","1996","Albania"
"Mirela Maniani-Tzelili","Female",19,"Athletics",0,0,0,0,"mirela-maniani-tzelili-1","summer","1996","Albania"
"Djana Mata","Female",35,"Shooting",0,0,0,0,"djana-mata-1","summer","1996","Albania"
"Besnik Musaj","Male",22,"Cycling",0,0,0,0,"besnik-musaj-1","summer","1996","Albania"
"Enkelejda Shehu","Female",27,"Shooting",0,0,0,0,"enkelejda-shehu-1","summer","1996","Albania"
"Ilirjan Suli","Male",20,"Weightlifting",0,0,0,0,"ilirjan-suli-1","summer","1996","Albania"
"Shkelqim Troplini","Male",29,"Wrestling",0,0,0,0,"shkelqim-troplini-1","summer","1996","Albania"
"Noureddine Morceli","Male",26,"Athletics",1,0,0,1,"noureddine-morceli-1","summer","1996","Algeria"
"Hocine Soltani","Male",23,"Boxing",1,0,0,1,"hocine-soltani-1","summer","1996","Algeria"
"Mohamed Bahari","Male",20,"Boxing",0,0,1,1,"mohamed-bahari-1","summer","1996","Algeria"
"Salim Abes","Male",25,"Handball",0,0,0,0,"salim-abes-1","summer","1996","Algeria"
"Mohamed Allalou","Male",22,"Boxing",0,0,0,0,"mohamed-allalou-1","summer","1996","Algeria"
"Redouane Aouachria","Male",26,"Handball",0,0,0,0,"redouane-aouachria-1","summer","1996","Algeria"
"Mehdi Assous","Male",18,"Boxing",0,0,0,0,"mehdi-assous-1","summer","1996","Algeria"
"Azzedine Basbas","Male",29,"Weightlifting",0,0,0,0,"azzedine-basbas-1","summer","1996","Algeria"
"Ben Ali Beghouach","Male",29,"Handball",0,0,0,0,"ben-ali-beghouach-1","summer","1996","Algeria"
"Aïssa Bel Aout","Male",27,"Athletics",0,0,0,0,"aissa-bel-aout-1","summer","1996","Algeria"
"Réda Benzine","Male",25,"Athletics",0,0,0,0,"reda-benzine-1","summer","1996","Algeria"
"Raouf Salim Bernaoui","Male",20,"Fencing",0,0,0,0,"raouf-salim-bernaoui-1","summer","1996","Algeria"
"Abdel Djalil Bouanani","Male",29,"Handball",0,0,0,0,"abdel-djalil-bouanani-1","summer","1996","Algeria"
"Mahmoud Bouanik","Male",29,"Handball",0,0,0,0,"mahmoud-bouanik-1","summer","1996","Algeria"
"Youssef Bouguerra","Male",26,"Wrestling",0,0,0,0,"youssef-bouguerra-1","summer","1996","Algeria"
