"athlete","gender","age","sport","gold","silver","bronze","total","id","season","year","country"
"Christian Hoffmann","Male",23,"Cross Country Skiing",0,0,1,1,"christian-hoffmann-1","winter","1998","Austria"
"Martin Höllwarth","Male",23,"Ski Jumping",0,0,1,1,"martin-hollwarth-1","winter","1998","Austria"
"Stefan Horngacher","Male",28,"Ski Jumping",0,0,1,1,"stefan-horngacher-1","winter","1998","Austria"
"Brigitte Köck","Female",27,"Snowboarding",0,0,1,1,"brigitte-kock-1","winter","1998","Austria"
"Christian Mayer","Male",26,"Alpine Skiing",0,0,1,1,"christian-mayer-1","winter","1998","Austria"
"Angelika Neuner","Female",28,"Luge",0,0,1,1,"angelika-neuner-1","winter","1998","Austria"
"Reinhard Schwarzenberger","Male",21,"Ski Jumping",0,0,1,1,"reinhard-schwarzenberger-1","winter","1998","Austria"
"Thomas Sykora","Male",29,"Alpine Skiing",0,0,1,1,"thomas-sykora-1","winter","1998","Austria"
"Hannes Trinkl","Male",30,"Alpine Skiing",0,0,1,1,"hannes-trinkl-1","winter","1998","Austria"
"Erwin Arnold","Male",29,"Bobsleigh",0,0,0,0,"erwin-arnold-1","winter","1998","Austria"
"Thomas Bachler","Male",32,"Bobsleigh",0,0,0,0,"thomas-bachler-1","winter","1998","Austria"
"Christoph Bieler","Male",20,"Nordic Combined",0,0,0,0,"christoph-bieler-1","winter","1998","Austria"
"Christoph Brandner","Male",22,"Ice Hockey",0,0,0,0,"christoph-brandner-1","winter","1998","Austria"
"Roland Brunner","Male",27,"Speed Skating",0,0,0,0,"roland-brunner-1","winter","1998","Austria"
"Claus Dalpiaz","Male",26,"Ice Hockey",0,0,0,0,"claus-dalpiaz-1","winter","1998","Austria"
"Günther Dengg","Male",24,"Biathlon",0,0,0,0,"gunther-dengg-1","winter","1998","Austria"
"Reinhard Divis","Male",22,"Ice Hockey",0,0,0,0,"reinhard-divis-1","winter","1998","Austria"
"Emese Dörfler-Antal","Female",26,"Speed Skating",0,0,0,0,"emese-dorfler-antal-1","winter","1998","Austria"
"Sabine Egger","Female",20,"Alpine Skiing",0,0,0,0,"sabine-egger-1","winter","1998","Austria"
"Kurt Einberger","Male",32,"Bobsleigh",0,0,0,0,"kurt-einberger-1","winter","1998","Austria"
"Christoph Eugen","Male",21,"Nordic Combined",0,0,0,0,"christoph-eugen-1","winter","1998","Austria"
"Ursula Fingerlos","Female",21,"Snowboarding",0,0,0,0,"ursula-fingerlos-1","winter","1998","Austria"
"Martin Freinademetz","Male",28,"Snowboarding",0,0,0,0,"martin-freinademetz-1","winter","1998","Austria"
"Gerhard Gleirscher","Male",28,"Luge",0,0,0,0,"gerhard-gleirscher-1","winter","1998","Austria"
"Andi Goldberger","Male",25,"Ski Jumping",0,0,0,0,"andi-goldberger-1","winter","1998","Austria"
"Renate Götschl","Female",22,"Alpine Skiing",0,0,0,0,"renate-gotschl-1","winter","1998","Austria"
"Felix Gottwald","Male",22,"Nordic Combined",0,0,0,0,"felix-gottwald-1","winter","1998","Austria"
"Sigi Grabner","Male",23,"Snowboarding",0,0,0,0,"sigi-grabner-1","winter","1998","Austria"
"Ludwig Gredler","Male",30,"Biathlon",0,0,0,0,"ludwig-gredler-1","winter","1998","Austria"
"Dieter Happ","Male",27,"Snowboarding",0,0,0,0,"dieter-happ-1","winter","1998","Austria"
"Herbert Hohenberger","Male",28,"Ice Hockey",0,0,0,0,"herbert-hohenberger-1","winter","1998","Austria"
"Martin Hohenberger","Male",21,"Ice Hockey",0,0,0,0,"martin-hohenberger-1","winter","1998","Austria"
"Ulrike Hölzl","Female",23,"Snowboarding",0,0,0,0,"ulrike-holzl-1","winter","1998","Austria"
"Sabina Hudribusch","Female",31,"Freestyle Skiing",0,0,0,0,"sabina-hudribusch-1","winter","1998","Austria"
"Heidi Jaufenthaler","Female",20,"Snowboarding",0,0,0,0,"heidi-jaufenthaler-1","winter","1998","Austria"
"Dieter Kalt, Jr.","Male",23,"Ice Hockey",0,0,0,0,"dieter-kalt-jr-1","winter","1998","Austria"
"Markus Kleinheinz","Male",21,"Luge",0,0,0,0,"markus-kleinheinz-1","winter","1998","Austria"
"Dieter Krassnig","Male",24,"Snowboarding",0,0,0,0,"dieter-krassnig-1","winter","1998","Austria"
"Wolfgang Kromp","Male",27,"Ice Hockey",0,0,0,0,"wolfgang-kromp-1","winter","1998","Austria"
"Norm Krumpschmid","Male",28,"Ice Hockey",0,0,0,0,"norm-krumpschmid-1","winter","1998","Austria"
"Georg Kuttner","Male",29,"Bobsleigh",0,0,0,0,"georg-kuttner-1","winter","1998","Austria"
"Michael Lampert","Male",25,"Ice Hockey",0,0,0,0,"michael-lampert-1","winter","1998","Austria"
"Julia Lautowa","Female",16,"Figure Skating",0,0,0,0,"julia-lautowa-1","winter","1998","Austria"
"Dominic Lavoie","Male",30,"Ice Hockey",0,0,0,0,"dominic-lavoie-1","winter","1998","Austria"
"Peter Leismüller","Male",29,"Bobsleigh",0,0,0,0,"peter-leismuller-1","winter","1998","Austria"
"Engelbert Linder","Male",35,"Ice Hockey",0,0,0,0,"engelbert-linder-1","winter","1998","Austria"
"Günther Mader","Male",33,"Alpine Skiing",0,0,0,0,"gunther-mader-1","winter","1998","Austria"
"Sonja Manzenreiter","Female",22,"Luge",0,0,0,0,"sonja-manzenreiter-1","winter","1998","Austria"
"Christiane Mitterwallner","Female",23,"Alpine Skiing",0,0,0,0,"christiane-mitterwallner-1","winter","1998","Austria"
"Michael Müller","Male",21,"Bobsleigh",0,0,0,0,"michael-muller-2","winter","1998","Austria"
"Rick Nasheim","Male",35,"Ice Hockey",0,0,0,0,"rick-nasheim-1","winter","1998","Austria"
"Emese Nemeth-Hunyady","Female",31,"Speed Skating",0,0,0,0,"emese-nemeth-hunyady-1","winter","1998","Austria"
"Reinhard Neuner","Male",29,"Biathlon",0,0,0,0,"reinhard-neuner-1","winter","1998","Austria"
"Brigitte Obermoser","Female",21,"Alpine Skiing",0,0,0,0,"brigitte-obermoser-1","winter","1998","Austria"
"Nicola Pederzolli","Female",23,"Snowboarding",0,0,0,0,"nicola-pederzolli-1","winter","1998","Austria"
"Wolfgang Perner","Male",30,"Biathlon",0,0,0,0,"wolfgang-perner-1","winter","1998","Austria"
"Christian Perthaler","Male",29,"Ice Hockey",0,0,0,0,"christian-perthaler-1","winter","1998","Austria"
"Patrick Pilloni","Male",27,"Ice Hockey",0,0,0,0,"patrick-pilloni-1","winter","1998","Austria"
"Max Plötzeneder","Male",26,"Snowboarding",0,0,0,0,"max-plotzeneder-1","winter","1998","Austria"
"Markus Prock","Male",33,"Luge",0,0,0,0,"markus-prock-1","winter","1998","Austria"
"Andreas Pusnik","Male",25,"Ice Hockey",0,0,0,0,"andreas-pusnik-1","winter","1998","Austria"
"Gerhard Pusnik","Male",31,"Ice Hockey",0,0,0,0,"gerhard-pusnik-1","winter","1998","Austria"
"Gerald Ressmann","Male",27,"Ice Hockey",0,0,0,0,"gerald-ressmann-1","winter","1998","Austria"
"Christian Rijavec","Male",25,"Freestyle Skiing",0,0,0,0,"christian-rijavec-1","winter","1998","Austria"
"Renate Roider","Female",26,"Cross Country Skiing",0,0,0,0,"renate-roider-1","winter","1998","Austria"
"Wolfgang Rottmann","Male",24,"Biathlon",0,0,0,0,"wolfgang-rottmann-1","winter","1998","Austria"
"Ingrid Salvenmoser","Female",30,"Alpine Skiing",0,0,0,0,"ingrid-salvenmoser-1","winter","1998","Austria"
"Mario Schaden","Male",25,"Ice Hockey",0,0,0,0,"mario-schaden-1","winter","1998","Austria"
"Markus Schiegl","Male",22,"Luge",0,0,0,0,"markus-schiegl-1","winter","1998","Austria"
"Tobias Schiegl","Male",24,"Luge",0,0,0,0,"tobias-schiegl-1","winter","1998","Austria"
"Andreas Schifferer","Male",23,"Alpine Skiing",0,0,0,0,"andreas-schifferer-1","winter","1998","Austria"
"Hubert Schösser","Male",31,"Bobsleigh",0,0,0,0,"hubert-schosser-1","winter","1998","Austria"
"Steffi Schuster","Female",28,"Alpine Skiing",0,0,0,0,"steffi-schuster-1","winter","1998","Austria"
"Martin Schützenauer","Male",35,"Bobsleigh",0,0,0,0,"martin-schutzenauer-1","winter","1998","Austria"
"Tom Searle","Male",34,"Ice Hockey",0,0,0,0,"tom-searle-1","winter","1998","Austria"
"Alois Stadlober","Male",35,"Cross Country Skiing",0,0,0,0,"alois-stadlober-1","winter","1998","Austria"
"Thomas Stangassinger","Male",32,"Alpine Skiing",0,0,0,0,"thomas-stangassinger-1","winter","1998","Austria"
"Mario Stecher","Male",20,"Nordic Combined",0,0,0,0,"mario-stecher-1","winter","1998","Austria"
"Fritz Strobl","Male",25,"Alpine Skiing",0,0,0,0,"fritz-strobl-1","winter","1998","Austria"
"Andrea Tagwerker","Female",27,"Luge",0,0,0,0,"andrea-tagwerker-1","winter","1998","Austria"
"Marnix ten Kortenaar","Male",27,"Speed Skating",0,0,0,0,"marnix-ten-kortenaar-1","winter","1998","Austria"
"Maria Theurl","Female",31,"Cross Country Skiing",0,0,0,0,"maria-theurl-1","winter","1998","Austria"
"Martin Ulrich","Male",28,"Ice Hockey",0,0,0,0,"martin-ulrich-1","winter","1998","Austria"
"Gerhard Unterluggauer","Male",21,"Ice Hockey",0,0,0,0,"gerhard-unterluggauer-1","winter","1998","Austria"
"Gerhard Urain","Male",25,"Cross Country Skiing",0,0,0,0,"gerhard-urain-1","winter","1998","Austria"
"Achim Walcher","Male",30,"Cross Country Skiing",0,0,0,0,"achim-walcher-1","winter","1998","Austria"
"Simon Wheeldon","Male",31,"Ice Hockey",0,0,0,0,"simon-wheeldon-1","winter","1998","Austria"
"Isabel Zedlacher","Female",20,"Snowboarding",0,0,0,0,"isabel-zedlacher-1","winter","1998","Austria"
"Aleksandr Anichenko","Male",22,"Figure Skating",0,0,0,0,"aleksandr-anichenko-1","winter","1998","Azerbaijan"
"Igor Pashkevich","Male",26,"Figure Skating",0,0,0,0,"igor-pashkevich-1","winter","1998","Azerbaijan"
"Inga Rodionova","Female",17,"Figure Skating",0,0,0,0,"inga-rodionova-1","winter","1998","Azerbaijan"
"Yuliya Vorobyova","Female",23,"Figure Skating",0,0,0,0,"yuliya-vorobyova-1","winter","1998","Azerbaijan"
"Aleksey Aydarov","Male",23,"Biathlon",0,0,1,1,"aleksey-aydarov-1","winter","1998","Belarus"
"Dmitry Dashchinsky","Male",20,"Freestyle Skiing",0,0,1,1,"dmitry-dashchinsky-1","winter","1998","Belarus"
"Aleksandr Alekseyev","Male",30,"Ice Hockey",0,0,0,0,"aleksandr-alekseyev-1","winter","1998","Belarus"
"Aleksandr Andriyevsky","Male",29,"Ice Hockey",0,0,0,0,"aleksandr-andriyevsky-1","winter","1998","Belarus"
"Oleg Antonenko","Male",26,"Ice Hockey",0,0,0,0,"oleg-antonenko-1","winter","1998","Belarus"
"Yekaterina Antonyuk","Female",23,"Cross Country Skiing",0,0,0,0,"yekaterina-antonyuk-1","winter","1998","Belarus"
"Vadim Bekbulatov","Male",27,"Ice Hockey",0,0,0,0,"vadim-bekbulatov-1","winter","1998","Belarus"
"Svetlana Chepelnikova","Female",18,"Speed Skating",0,0,0,0,"svetlana-chepelnikova-1","winter","1998","Belarus"
"Sergey Dolidovich","Male",24,"Cross Country Skiing",0,0,0,0,"sergey-dolidovich-1","winter","1998","Belarus"
"Aleksandr Galchenyuk","Male",30,"Ice Hockey",0,0,0,0,"aleksandr-galchenyuk-1","winter","1998","Belarus"
"Aleksey Grishin","Male",18,"Freestyle Skiing",0,0,0,0,"aleksey-grishin-1","winter","1998","Belarus"
"Konstantin Kalinovsky","Male",22,"Nordic Combined",0,0,0,0,"konstantin-kalinovsky-1","winter","1998","Belarus"
"Aleksey Kalyuzhny","Male",20,"Ice Hockey",0,0,0,0,"aleksey-kalyuzhny-1","winter","1998","Belarus"
"Svetlana Kamotskaya","Female",34,"Cross Country Skiing",0,0,0,0,"svetlana-kamotskaya-1","winter","1998","Belarus"
"Viktor Karachun","Male",29,"Ice Hockey",0,0,0,0,"viktor-karachun-1","winter","1998","Belarus"
"Oleg Khmyl","Male",28,"Ice Hockey",0,0,0,0,"oleg-khmyl-1","winter","1998","Belarus"
"Lyudmila Korolik","Female",22,"Cross Country Skiing",0,0,0,0,"lyudmila-korolik-1","winter","1998","Belarus"
"Lyudmila Kostyukevich","Female",33,"Speed Skating",0,0,0,0,"lyudmila-kostyukevich-1","winter","1998","Belarus"
"Anzhelika Kotyuga","Female",27,"Speed Skating",0,0,0,0,"anzhelika-kotyuga-1","winter","1998","Belarus"
"Andrey Kovalyov","Male",31,"Ice Hockey",0,0,0,0,"andrey-kovalyov-1","winter","1998","Belarus"
"Oleg Kuleshov","Male",21,"Freestyle Skiing",0,0,0,0,"oleg-kuleshov-2","winter","1998","Belarus"
"Aleksey Lozhkin","Male",23,"Ice Hockey",0,0,0,0,"aleksey-lozhkin-1","winter","1998","Belarus"
"Igor Matushkin","Male",33,"Ice Hockey",0,0,0,0,"igor-matushkin-1","winter","1998","Belarus"
"Andrey Mezin","Male",23,"Ice Hockey",0,0,0,0,"andrey-mezin-1","winter","1998","Belarus"
"Yuliya Milko-Chernomorets","Female",22,"Freestyle Skiing",0,0,0,0,"yuliya-milko-chernomorets-1","winter","1998","Belarus"
"Nataliya Moroz","Female",21,"Biathlon",0,0,0,0,"nataliya-moroz-1","winter","1998","Belarus"
"Nikolay Morozov","Male",22,"Figure Skating",0,0,0,0,"nikolay-morozov-1","winter","1998","Belarus"
"Tatyana Navka","Female",22,"Figure Skating",0,0,0,0,"tatyana-navka-1","winter","1998","Belarus"
"Vitaly Novichenko","Male",22,"Speed Skating",0,0,0,0,"vitaly-novichenko-1","winter","1998","Belarus"
"Vasily Pankov","Male",29,"Ice Hockey",0,0,0,0,"vasily-pankov-1","winter","1998","Belarus"
"Svetlana Paramygina","Female",32,"Biathlon",0,0,0,0,"svetlana-paramygina-1","winter","1998","Belarus"
"Nataliya Permyakova","Female",27,"Biathlon",0,0,0,0,"nataliya-permyakova-1","winter","1998","Belarus"
"Vyacheslav Plaksunov","Male",29,"Cross Country Skiing",0,0,0,0,"vyacheslav-plaksunov-1","winter","1998","Belarus"
"Aleksandr Popov","Male",32,"Biathlon",0,0,0,0,"aleksandr-popov-4","winter","1998","Belarus"
"Oleg Romanov","Male",27,"Ice Hockey",0,0,0,0,"oleg-romanov-1","winter","1998","Belarus"
"Yevgeny Roshchin","Male",35,"Ice Hockey",0,0,0,0,"yevgeny-roshchin-1","winter","1998","Belarus"
"Oleg Ryzhenkov","Male",30,"Biathlon",0,0,0,0,"oleg-ryzhenkov-1","winter","1998","Belarus"
"Nataliya Ryzhenkova","Female",25,"Biathlon",0,0,0,0,"nataliya-ryzhenkova-1","winter","1998","Belarus"
"Ruslan Saley","Male",23,"Ice Hockey",0,0,0,0,"ruslan-saley-1","winter","1998","Belarus"
"Aleksandr Sannikov","Male",26,"Cross Country Skiing",0,0,0,0,"aleksandr-sannikov-1","winter","1998","Belarus"
"Vadim Sashurin","Male",27,"Biathlon",0,0,0,0,"vadim-sashurin-1","winter","1998","Belarus"
"Nikolay Semenyako","Male",21,"Cross Country Skiing",0,0,0,0,"nikolay-semenyako-1","winter","1998","Belarus"
"Aleksey Shibko","Male",20,"Ski Jumping",0,0,0,0,"aleksey-shibko-1","winter","1998","Belarus"
"Aleksandr Shumidub","Male",33,"Ice Hockey",0,0,0,0,"aleksandr-shumidub-1","winter","1998","Belarus"
"Yelena Sinkevich","Female",26,"Cross Country Skiing",0,0,0,0,"yelena-sinkevich-1","winter","1998","Belarus"
"Aleksandr Sinyavsky","Male",20,"Ski Jumping",0,0,0,0,"aleksandr-sinyavsky-1","winter","1998","Belarus"
"Andrey Skabelka","Male",27,"Ice Hockey",0,0,0,0,"andrey-skabelka-1","winter","1998","Belarus"
"Irina Skripnik","Female",28,"Cross Country Skiing",0,0,0,0,"irina-skripnik-1","winter","1998","Belarus"
"Sergey Stas","Male",23,"Ice Hockey",0,0,0,0,"sergey-stas-1","winter","1998","Belarus"
"Irina Tananayko","Female",21,"Biathlon",0,0,0,0,"irina-tananayko-1","winter","1998","Belarus"
"Aleksandr Tkachenko","Male",26,"Freestyle Skiing",0,0,0,0,"aleksandr-tkachenko-1","winter","1998","Belarus"
"Aleksey Tregubov","Male",26,"Cross Country Skiing",0,0,0,0,"aleksey-tregubov-1","winter","1998","Belarus"
"Vladimir Tsyplakov","Male",28,"Ice Hockey",0,0,0,0,"vladimir-tsyplakov-1","winter","1998","Belarus"
"Vasily Vorobyov","Male",26,"Freestyle Skiing",0,0,0,0,"vasily-vorobyov-1","winter","1998","Belarus"
"Sergey Yerkovich","Male",23,"Ice Hockey",0,0,0,0,"sergey-yerkovich-1","winter","1998","Belarus"
"Igor Yudin","Male",40,"Alpine Skiing",0,0,0,0,"igor-yudin-1","winter","1998","Belarus"
"Sergey Zakharenko","Male",23,"Nordic Combined",0,0,0,0,"sergey-zakharenko-1","winter","1998","Belarus"
"Eduard Zankovets","Male",28,"Ice Hockey",0,0,0,0,"eduard-zankovets-1","winter","1998","Belarus"
"Aleksandr Zhurik","Male",22,"Ice Hockey",0,0,0,0,"aleksandr-zhurik-1","winter","1998","Belarus"
"Bart Veldkamp","Male",30,"Speed Skating",0,0,1,1,"bart-veldkamp-1","winter","1998","Belgium"
"Patrick Singleton","Male",23,"Luge",0,0,0,0,"patrick-singleton-1","winter","1998","Bermuda"
"Enis Be�<U+0087>irbegovi�<U+0087>","Male",21,"Alpine Skiing",0,0,0,0,"enis-becirbegovic-1","winter","1998","Bosnia and Herzegovina"
"Ismar Biogradli�<U+0087>","Male",23,"Luge",0,0,0,0,"ismar-biogradlic-1","winter","1998","Bosnia and Herzegovina"
"Arijana Boras","Female",21,"Alpine Skiing",0,0,0,0,"arijana-boras-1","winter","1998","Bosnia and Herzegovina"
"Mario Franji�<U+0087>","Male",35,"Bobsleigh",0,0,0,0,"mario-franjic-1","winter","1998","Bosnia and Herzegovina"
"Edin Krupalija","Male",21,"Bobsleigh",0,0,0,0,"edin-krupalija-1","winter","1998","Bosnia and Herzegovina"
"Nihad Mameledzija","Male",26,"Bobsleigh",0,0,0,0,"nihad-mameledzija-1","winter","1998","Bosnia and Herzegovina"
"Ognjen Sokolovi�<U+0087>","Male",34,"Bobsleigh",0,0,0,0,"ognjen-sokolovic-1","winter","1998","Bosnia and Herzegovina"
"Zoran Sokolovi�<U+0087>","Male",32,"Bobsleigh",0,0,0,0,"zoran-sokolovic-1","winter","1998","Bosnia and Herzegovina"
"Marcelo Apovian","Male",25,"Alpine Skiing",0,0,0,0,"marcelo-apovian-1","winter","1998","Brazil"
"Ekaterina Dafovska","Female",22,"Biathlon",1,0,0,1,"ekaterina-dafovska-1","winter","1998","Bulgaria"
"Slavcho Batinkov","Male",28,"Cross Country Skiing",0,0,0,0,"slavcho-batinkov-1","winter","1998","Bulgaria"
"Albena Denkova","Female",23,"Figure Skating",0,0,0,0,"albena-denkova-1","winter","1998","Bulgaria"
"Petar Dichev","Male",28,"Alpine Skiing",0,0,0,0,"petar-dichev-1","winter","1998","Bulgaria"
"Mariya Dimova","Female",23,"Snowboarding",0,0,0,0,"mariya-dimova-2","winter","1998","Bulgaria"
"Ivan Dinev","Male",19,"Figure Skating",0,0,0,0,"ivan-dinev-1","winter","1998","Bulgaria"
"Pavlina Filipova","Female",22,"Biathlon",0,0,0,0,"pavlina-filipova-1","winter","1998","Bulgaria"
"Stefan Georgiev","Male",20,"Alpine Skiing",0,0,0,0,"stefan-georgiev-2","winter","1998","Bulgaria"
"Georgi Kasabov","Male",19,"Biathlon",0,0,0,0,"georgi-kasabov-1","winter","1998","Bulgaria"
"Irina Nikulchina","Female",23,"Cross Country Skiing",0,0,0,0,"irina-nikulchina-1","winter","1998","Bulgaria"
"Sofiya Penkova","Female",19,"Figure Skating",0,0,0,0,"sofiya-penkova-1","winter","1998","Bulgaria"
"Valentina Peychinova","Female",20,"Biathlon",0,0,0,0,"valentina-peychinova-1","winter","1998","Bulgaria"
"Lyubomir Popov","Male",30,"Alpine Skiing",0,0,0,0,"lyubomir-popov-1","winter","1998","Bulgaria"
"Radka Popova","Female",24,"Biathlon",0,0,0,0,"radka-popova-1","winter","1998","Bulgaria"
"Angel Pumpalov","Male",19,"Alpine Skiing",0,0,0,0,"angel-pumpalov-1","winter","1998","Bulgaria"
"Evgeniya Radanova","Female",20,"Short Track Speed Skating",0,0,0,0,"evgeniya-radanova-1","winter","1998","Bulgaria"
"Maksim Stavisky","Male",20,"Figure Skating",0,0,0,0,"maksim-stavisky-1","winter","1998","Bulgaria"
"Nadezhda Vasileva","Female",19,"Alpine Skiing",0,0,0,0,"nadezhda-vasileva-2","winter","1998","Bulgaria"
"Daniela Vlaeva","Female",21,"Short Track Speed Skating",0,0,0,0,"daniela-vlaeva-1","winter","1998","Bulgaria"
"�<U+0089>ric Bédard","Male",21,"Short Track Speed Skating",1,0,1,2,"eric-bedard-1","winter","1998","Canada"
"Catriona Le May Doan","Female",27,"Speed Skating",1,0,1,2,"catriona-le-may-doan-1","winter","1998","Canada"
"Annie Perreault","Female",26,"Short Track Speed Skating",1,0,1,2,"annie-perreault-1","winter","1998","Canada"
"Jan Betker","Female",37,"Curling",1,0,0,1,"jan-betker-1","winter","1998","Canada"
"Derrick Campbell","Male",25,"Short Track Speed Skating",1,0,0,1,"derrick-campbell-1","winter","1998","Canada"
"François Drolet","Male",25,"Short Track Speed Skating",1,0,0,1,"francois-drolet-1","winter","1998","Canada"
"Atina Ford","Female",26,"Curling",1,0,0,1,"atina-ford-1","winter","1998","Canada"
"Marc Gagnon","Male",22,"Short Track Speed Skating",1,0,0,1,"marc-gagnon-1","winter","1998","Canada"
"Marcia Gudereit","Female",32,"Curling",1,0,0,1,"marcia-gudereit-1","winter","1998","Canada"
"Pierre Lueders","Male",27,"Bobsleigh",1,0,0,1,"pierre-lueders-1","winter","1998","Canada"
"Dave MacEachern","Male",30,"Bobsleigh",1,0,0,1,"dave-maceachern-1","winter","1998","Canada"
"Joan McCusker","Female",32,"Curling",1,0,0,1,"joan-mccusker-1","winter","1998","Canada"
"Ross Rebagliati","Male",26,"Snowboarding",1,0,0,1,"ross-rebagliati-1","winter","1998","Canada"
"Sandra Schmirler","Female",34,"Curling",1,0,0,1,"sandra-schmirler-1","winter","1998","Canada"
"Susan Auch","Female",31,"Speed Skating",0,1,0,1,"susan-auch-1","winter","1998","Canada"
"Jennifer Botterill","Female",18,"Ice Hockey",0,1,0,1,"jennifer-botterill-1","winter","1998","Canada"
"Thérèse Brisson","Female",31,"Ice Hockey",0,1,0,1,"therese-brisson-1","winter","1998","Canada"
"Cassie Campbell","Female",24,"Ice Hockey",0,1,0,1,"cassie-campbell-1","winter","1998","Canada"
"Judy Diduck","Female",31,"Ice Hockey",0,1,0,1,"judy-diduck-1","winter","1998","Canada"
